Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010307549.1	4.43e-42	4851	5
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000014.1	1.19e-36	4851	16
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000014.1	2.99e-25	4851	16
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000014.1	8.01e-20	4851	16
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000014.1	3.19e-12	4851	16
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000014.1	7.03e-08	4851	16
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000014.1	3.64e-05	4851	16
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010237084.1	1.19e-17	4851	5
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010237084.1	8.56e-07	4851	5
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010151148.1	1.19e-17	4851	3
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010180268.1	6.16e-15	4851	3
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010114148.1	6.16e-15	4851	2
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010432279.1	9.14e-13	4851	4
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010029437.1	9.14e-13	4851	2
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000035.1	3.19e-12	4851	7
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000035.1	1.36e-10	4851	7
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010000035.1	7.03e-08	4851	7
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010320248.1	5.77e-09	4851	2
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010119421.1	2.01e-08	4851	3
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010103542.1	2.45e-07	4851	2
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010441991.1	1.27e-04	4851	1
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010136387.1	0.005	4851	1
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010286411.1	0.019	4851	1
Homo_sapiens_XM_054324371.1-DIP2A	JBLLKO010061263.1	0.019	4851	1
