Aves	Accipitriformes	Accipiter_gentilis
Mammalia	Carnivora	Acinonyx_jubatus
Mammalia	Rodentia	Acomys_russatus
Aves	Passeriformes	Agelaius_tricolor
Mammalia	Carnivora	Ailuropoda_melanoleuca
Mammalia	Rodentia	Alexandromys_fortis
	Crocodylia	Alligator_mississippiensis
Chondrichthyes	Rajiformes	Amblyraja_radiata
Amphibia	Caudata	Ambystoma_mexicanum
Actinopteri	Amiiformes	Amia_calva
Aves	Anseriformes	Anas_acuta
Aves	Anseriformes	Anas_platyrhynchos
Lepidosauria	Squamata	Anolis_carolinensis
Lepidosauria	Squamata	Anolis_sagrei
Aves	Anseriformes	Anser_cygnoides
Mammalia	Primates	Aotus_nancymaae
Aves	Passeriformes	Aphelocoma_coerulescens
Mammalia	Rodentia	Apodemus_sylvaticus
Aves	Apterygiformes	Apteryx_mantelli
Aves	Apodiformes	Apus_apus
Aves	Accipitriformes	Aquila_chrysaetos_chrysaetos
Mammalia	Chiroptera	Artibeus_jamaicensis
Mammalia	Rodentia	Arvicanthis_niloticus
Mammalia	Rodentia	Arvicola_amphibius
Aves	Strigiformes	Athene_cunicularia
Aves	Anseriformes	Aythya_fuligula
Mammalia	Artiodactyla	Balaenoptera_acutorostrata
Mammalia	Artiodactyla	Balaenoptera_musculus
Mammalia	Artiodactyla	Balaenoptera_ricei
Amphibia	Anura	Bombina_bombina
Mammalia	Artiodactyla	Bos_indicus
Mammalia	Artiodactyla	Bos_javanicus
Mammalia	Artiodactyla	Bos_mutus
Mammalia	Artiodactyla	Bubalus_bubalis
Mammalia	Artiodactyla	Bubalus_kerabau
Mammalia	Artiodactyla	Budorcas_taxicolor
Amphibia	Anura	Bufo_bufo
Amphibia	Anura	Bufo_gargarizans
Mammalia	Primates	Callithrix_jacchus
Mammalia	Carnivora	Callorhinus_ursinus
Aves	Columbiformes	Caloenas_nicobarica
Aves	Apodiformes	Calypte_anna
Aves	Passeriformes	Camarhynchus_parvulus
Mammalia	Artiodactyla	Camelus_bactrianus
Mammalia	Artiodactyla	Camelus_ferus
Lepidosauria	Squamata	Candoia_aspera
Mammalia	Carnivora	Canis_lupus_dingo
Mammalia	Carnivora	Canis_lupus_familiaris
Mammalia	Artiodactyla	Capra_hircus
	Testudines	Caretta_caretta
Mammalia	Rodentia	Cavia_porcellus
Aves	Galliformes	Centrocercus_urophasianus
Mammalia	Perissodactyla	Ceratotherium_simum_simum
Mammalia	Primates	Cercocebus_atys
Mammalia	Artiodactyla	Cervus_canadensis
Mammalia	Artiodactyla	Cervus_elaphus
Aves	Passeriformes	Chamaea_fasciata
	Testudines	Chelonia_mydas
	Testudines	Chelonoidis_abingdonii
Mammalia	Rodentia	Chinchilla_lanigera
Mammalia	Rodentia	Chionomys_nivalis
Mammalia	Primates	Chlorocebus_sabaeus
Mammalia	Pilosa	Choloepus_didactylus
Aves	Charadriiformes	Chroicocephalus_ridibundus
	Testudines	Chrysemys_picta_bellii
Mammalia		Chrysochloris_asiatica
Aves	Coliiformes	Colius_striatus
Aves	Columbiformes	Columba_livia
Aves	Passeriformes	Corapipo_altera
Aves	Passeriformes	Corvus_brachyrhynchos
Aves	Passeriformes	Corvus_cornix_cornix
Aves	Passeriformes	Corvus_hawaiiensis
Aves	Passeriformes	Corvus_kubaryi
Aves	Passeriformes	Corvus_moneduloides
Aves	Galliformes	Coturnix_japonica
Mammalia	Rodentia	Cricetulus_griseus
	Crocodylia	Crocodylus_porosus
Lepidosauria	Squamata	Crotalus_tigris
Aves	Anseriformes	Cygnus_atratus
Aves	Anseriformes	Cygnus_olor
Mammalia	Dermoptera	Cynocephalus_volans
Aves	Galliformes	Cyrtonyx_montezumae
Mammalia	Artiodactyla	Dama_dama
Mammalia	Cingulata	Dasypus_novemcinctus
Mammalia	Artiodactyla	Delphinapterus_leucas
Amphibia	Anura	Dendropsophus_ebraccatus
	Testudines	Dermochelys_coriacea
Mammalia	Chiroptera	Desmodus_rotundus
Mammalia	Perissodactyla	Diceros_bicornis_minor
Mammalia	Rodentia	Dipodomys_merriami
Mammalia	Rodentia	Dipodomys_ordii
Mammalia	Rodentia	Dipodomys_spectabilis
Aves	Casuariiformes	Dromaius_novaehollandiae
Mammalia	Microbiotheria	Dromiciops_gliroides
Mammalia		Echinops_telfairi
Mammalia	Macroscelidea	Elephantulus_edwardii
Mammalia	Proboscidea	Elephas_maximus_indicus
Amphibia	Anura	Eleutherodactylus_coqui
Lepidosauria	Squamata	Elgaria_multicarinata_webbii
	Testudines	Emys_orbicularis
Mammalia	Chiroptera	Eptesicus_fuscus
Mammalia	Perissodactyla	Equus_asinus
Mammalia	Perissodactyla	Equus_caballus
Mammalia	Perissodactyla	Equus_przewalskii
Mammalia	Perissodactyla	Equus_quagga
Mammalia	Eulipotyphla	Erinaceus_europaeus
Cladistia	Polypteriformes	Erpetoichthys_calabaricus
Lepidosauria	Squamata	Erythrolamprus_reginae
Mammalia	Artiodactyla	Eschrichtius_robustus
Mammalia	Artiodactyla	Eubalaena_glacialis
Lepidosauria	Squamata	Eublepharis_macularius
Mammalia	Primates	Eulemur_rufifrons
Lepidosauria	Squamata	Euleptes_europaea
Mammalia	Carnivora	Eumetopias_jubatus
Aves	Falconiformes	Falco_rusticolus
Mammalia	Carnivora	Felis_catus
Mammalia	Rodentia	Fukomys_damarensis
Aves	Galliformes	Gallus_gallus
