NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
102371760	Alligator sinensis	PUM1	XM_006030837.3	5317	XP_006030899.1	1190
102371760	Alligator sinensis	PUM1	XM_006030838.3	3702	XP_006030900.1	1188
102371760	Alligator sinensis	PUM1	XM_025212497.1	3705	XP_025068282.1	1189
102371760	Alligator sinensis	PUM1	XM_006030839.3	3696	XP_006030901.1	1186
102371760	Alligator sinensis	PUM1	XM_006030840.3	3693	XP_006030902.1	1185
102371760	Alligator sinensis	PUM1	XM_006030841.3	3687	XP_006030903.1	1183
102371760	Alligator sinensis	PUM1	XM_025212499.1	3270	XP_025068284.1	1044
102371760	Alligator sinensis	PUM1	XM_025212500.1	3258	XP_025068285.1	1040
102371760	Alligator sinensis	PUM1	XM_025212501.1	3255	XP_025068286.1	1039
102371760	Alligator sinensis	PUM1	XM_025212496.1	3705	XP_025068281.1	1189
102371760	Alligator sinensis	PUM1	XM_025212498.1	3296	XP_025068283.1	1070
102695334	Lepisosteus oculatus	pum1	XM_015348608.2	5309	XP_015204094.1	1184
102695334	Lepisosteus oculatus	pum1	XM_015348609.2	5312	XP_015204095.1	1185
102695334	Lepisosteus oculatus	pum1	XM_015348606.2	5324	XP_015204092.1	1189
102695334	Lepisosteus oculatus	pum1	XM_006631298.3	5312	XP_006631361.1	1185
102695334	Lepisosteus oculatus	pum1	XM_015348607.2	5315	XP_015204093.1	1186
102695334	Lepisosteus oculatus	pum1	XM_015348604.2	5327	XP_015204090.1	1190
102814958	Chrysochloris asiatica	PUM1	XM_006862188.1	5437	XP_006862250.1	1188
102814958	Chrysochloris asiatica	PUM1	XM_006862189.1	5431	XP_006862251.1	1186
102814958	Chrysochloris asiatica	PUM1	XM_006862192.1	3584	XP_006862254.1	1044
102814958	Chrysochloris asiatica	PUM1	XM_006862190.1	3929	XP_006862252.1	1162
102814958	Chrysochloris asiatica	PUM1	XM_006862187.1	3570	XP_006862249.1	1189
102814958	Chrysochloris asiatica	PUM1	XM_006862191.1	3279	XP_006862253.1	1092
103033393	Astyanax mexicanus	pum1	XM_007245671.4	4224	XP_007245733.2	1154
103033393	Astyanax mexicanus	pum1	XM_007245673.4	4218	XP_007245735.2	1152
