Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010458685.1	6.91e-37	1884	29
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010458685.1	4.36e-33	1884	29
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010458685.1	4.36e-14	1884	29
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010458685.1	0.038	1884	29
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU011119621.1	2.94e-35	1884	9
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010500023.1	1.17e-27	1884	7
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010000024.1	7.38e-24	1884	25
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010000024.1	1.33e-20	1884	25
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010000024.1	6.07e-06	1884	25
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010000024.1	0.001	1884	25
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010540236.1	8.99e-23	1884	7
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010000017.1	4.66e-20	1884	7
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU011095681.1	1.98e-18	1884	9
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010812759.1	1.03e-15	1884	5
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010424011.1	4.36e-14	1884	7
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010579752.1	5.32e-13	1884	6
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU011150063.1	4.98e-07	1884	4
Homo_sapiens_XM_054374520.1-LCP1	JBHZFU010423270.1	0.038	1884	2
