NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
101049645	Saimiri boliviensis	COG4	XM_003939926.3	2823	XP_003939975.2	789
101049645	Saimiri boliviensis	COG4	XM_010350649.2	2703	XP_010348951.2	647
101049645	Saimiri boliviensis	COG4	XM_010350650.2	2783	XP_010348952.2	626
101279724	Orcinus orca	COG4	XM_004273250.4	2710	XP_004273298.1	768
101279724	Orcinus orca	COG4	XM_004273249.4	2773	XP_004273297.1	789
101615068	Jaculus jaculus	Cog4	XM_045140631.1	3293	XP_044996566.1	788
101615068	Jaculus jaculus	Cog4	XM_045140640.1	3244	XP_044996575.1	712
102538806	Vicugna pacos	COG4	XM_031680815.1	2749	XP_031536675.1	789
102538806	Vicugna pacos	COG4	XM_031680814.1	2724	XP_031536674.1	789
102538806	Vicugna pacos	COG4	XM_006199692.2	2821	XP_006199754.1	789
102538806	Vicugna pacos	COG4	XM_031680816.1	2692	XP_031536676.1	746
103084903	Lipotes vexillifer	COG4	XM_007462960.1	2307	XP_007463022.1	768
103084903	Lipotes vexillifer	COG4	XM_007462959.1	2370	XP_007463021.1	789
107209809	Parus major	COG4	XM_015639883.3	2963	XP_015495369.1	781
110175267	Boleophthalmus pectinirostris	cog4	XM_020941409.2	2930	XP_020797068.2	773
116243972	Phasianus colchicus	COG4	XM_031615443.1	2938	XP_031471303.1	771
116243972	Phasianus colchicus	COG4	XM_031615442.1	3078	XP_031471302.1	771
116243972	Phasianus colchicus	COG4	XM_031615444.1	2193	XP_031471304.1	630
117425348	Acipenser ruthenus	cog4	XM_034042209.3	3023	XP_033898100.1	778
118691271	Molothrus ater	COG4	XM_036390405.2	2835	XP_036246298.1	746
118691271	Molothrus ater	COG4	XM_036390404.2	2936	XP_036246297.1	780
119798935	Cyprinodon tularosa	cog4	XM_038308606.1	2889	XP_038164534.1	779
120785153	Xiphias gladius	cog4	XM_040119709.1	2812	XP_039975643.1	773
120785153	Xiphias gladius	cog4	XM_040119796.1	3119	XP_039975730.1	773
120785153	Xiphias gladius	cog4	XM_040119621.1	4158	XP_039975555.1	773
121325418	Polyodon spathula	cog4	XM_041267879.1	2548	XP_041123813.1	778
121611072	Chelmon rostratus	cog4	XM_041943460.1	3126	XP_041799394.1	773
125309567	Alosa alosa	cog4	XM_048266584.1	3605	XP_048122541.1	772
125620770	Caretta caretta	COG4	XM_048816894.1	3169	XP_048672851.1	779
128467092	Spea bombifrons	COG4	XM_053448605.1	2796	XP_053304580.1	770
128467092	Spea bombifrons	COG4	XM_053448606.1	2335	XP_053304581.1	751
131499956	Neofelis nebulosa	COG4	XM_058708542.1	2826	XP_058564525.1	788
132217368	Myotis daubentonii	COG4	XM_059667491.1	2776	XP_059523474.1	784
133130820	Conger conger	cog4	XM_061245697.1	2713	XP_061101681.1	779
134863893	Eleginops maclovinus	cog4	XM_063882652.1	3604	XP_063738722.1	773
135888656	Emys orbicularis	COG4	XM_065416389.1	2924	XP_065272461.1	689
136295802	Chamaea fasciata	COG4	XM_066194448.1	2960	XP_066050545.1	781
136295802	Chamaea fasciata	COG4	XM_066194447.1	2801	XP_066050544.1	689
136561233	Molothrus aeneus	COG4	XM_066557447.1	2821	XP_066413544.1	741
136561233	Molothrus aeneus	COG4	XM_066557446.1	2836	XP_066413543.1	746
136561233	Molothrus aeneus	COG4	XM_066557445.1	2938	XP_066413542.1	780
