NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
100512547	Sus scrofa	UBA6	XM_003129053.6	7172	XP_003129101.4	1172
100512547	Sus scrofa	UBA6	XM_013978752.2	4010	XP_013834206.2	1012
101073561	Takifugu rubripes	uba6	XM_011619388.2	3751	XP_011617690.1	1025
101164029	Oryzias latipes	uba6	XM_023956437.1	4469	XP_023812205.1	1025
101164029	Oryzias latipes	uba6	XM_020702846.2	4457	XP_020558505.2	1025
101593639	Jaculus jaculus	Uba6	XM_045130449.1	3939	XP_044986384.1	1049
101924000	Falco peregrinus	UBA6	XM_005238028.4	6997	XP_005238085.2	1021
101924000	Falco peregrinus	UBA6	XM_027787715.2	7117	XP_027643516.2	1021
102959791	Panthera tigris	UBA6	XM_042984424.1	5181	XP_042840358.1	1052
102959791	Panthera tigris	UBA6	XM_042984425.1	5220	XP_042840359.1	997
103130667	Poecilia formosa	uba6	XM_007542120.2	4646	XP_007542182.1	1025
103198594	Orycteropus afer afer	UBA6	XM_042781213.1	3111	XP_042637147.1	1036
103273703	Carlito syrichta	UBA6	XM_008071146.2	4787	XP_008069337.1	1021
113162136	Anabas testudineus	uba6	XM_026360155.1	4680	XP_026215940.1	1025
113162136	Anabas testudineus	uba6	XM_026360153.1	3109	XP_026215938.1	1025
113162136	Anabas testudineus	uba6	XM_026360154.1	3308	XP_026215939.1	1025
113479735	Athene cunicularia	UBA6	XM_026847996.1	5002	XP_026703797.1	1021
113479735	Athene cunicularia	UBA6	XM_026847993.1	3233	XP_026703794.1	1021
113479735	Athene cunicularia	UBA6	XM_026847995.1	3396	XP_026703796.1	1021
115865685	Globicephala melas	UBA6	XR_009564029.1	3019		
115865685	Globicephala melas	UBA6	XM_030880679.2	6476	XP_030736539.1	1052
120862174	Oryx dammah	UBA6	XM_040238290.1	4886	XP_040094224.1	1057
122428065	Cervus canadensis	UBA6	XM_043447750.1	4921	XP_043303685.1	1057
125450839	Stegostoma tigrinum	uba6	XM_059643544.1	3460	XP_059499527.1	1018
127164349	Labeo rohita	uba6	XM_051108235.1	5688	XP_050964192.1	1027
129065542	Pteronotus mesoamericanus	UBA6	XM_054566811.1	5347	XP_054422786.1	1052
129065542	Pteronotus mesoamericanus	UBA6	XM_054566812.1	5306	XP_054422787.1	997
131757961	Kogia breviceps	UBA6	XM_067035714.1	4158	XP_066891815.1	1110
131757961	Kogia breviceps	UBA6	XM_059065733.2	4125	XP_058921716.1	1052
131757961	Kogia breviceps	UBA6	XM_067035716.1	3992	XP_066891817.1	938
131757961	Kogia breviceps	UBA6	XM_067035715.1	3336	XP_066891816.1	996
133249601	Bos javanicus	UBA6	XM_061420314.1	4113	XP_061276298.1	1057
135178066	Pogoniulus pusillus	UBA6	XM_064148561.1	3581	XP_064004631.1	1021
136766785	Amia calva	uba6	XM_066720594.1	3357	XP_066576691.1	1023
136766785	Amia calva	uba6	XM_066720595.1	3396	XP_066576692.1	1023
137856329	Anas acuta	UBA6	XM_068681605.1	4025	XP_068537706.1	1021
137856329	Anas acuta	UBA6	XM_068681603.1	4133	XP_068537704.1	1021
138175051	Petaurus breviceps papuanus	UBA6	XM_069105327.1	5599	XP_068961428.1	1057
140211755	Mobula birostris	uba6	XR_011889573.1	3937		
140211755	Mobula birostris	uba6	XM_072281896.1	5136	XP_072137997.1	1023
140211755	Mobula birostris	uba6	XM_072281895.1	5200	XP_072137996.1	1023
140211755	Mobula birostris	uba6	XM_072281897.1	5073	XP_072137998.1	1023
422655	Gallus gallus	UBA6	XM_420609.8	4083	XP_420609.5	1021
422655	Gallus gallus	UBA6	XM_040699753.2	4089	XP_040555687.1	1021
422655	Gallus gallus	UBA6	XM_015276395.4	4100	XP_015131881.2	1021
422655	Gallus gallus	UBA6	XM_040670908.2	4089	XP_040526842.1	1021
422655	Gallus gallus	UBA6	XM_040670910.2	4095	XP_040526844.1	1021
422655	Gallus gallus	UBA6	XM_040670909.2	4106	XP_040526843.1	1021
101623791	Condylura cristata	UBA6	XM_004681264.2	7430	XP_004681321.1	1052
102824814	Chrysochloris asiatica	UBA6	XM_006874816.1	3454	XP_006874878.1	1052
102880603	Pteropus alecto	UBA6	XM_006916516.3	5442	XP_006916578.1	1052
102880603	Pteropus alecto	UBA6	XM_025050041.1	5356	XP_024905809.1	984
102880603	Pteropus alecto	UBA6	XM_025050042.1	5164	XP_024905810.1	938
102880603	Pteropus alecto	UBA6	XM_025050040.1	5341	XP_024905808.1	997
103177690	Callorhinchus milii	uba6	XM_007891981.2	5470	XP_007890172.1	1033
103177690	Callorhinchus milii	uba6	XM_007891982.2	5440	XP_007890173.1	1023
104135546	Egretta garzetta	UBA6	XM_009649208.2	4599	XP_009647503.1	1021
104135546	Egretta garzetta	UBA6	XM_035888912.1	5287	XP_035744805.1	1021
104152063	Struthio camelus	UBA6	XM_068941126.1	3308	XP_068797227.1	1021
104152063	Struthio camelus	UBA6	XM_009687220.2	3249	XP_009685515.2	997
104473307	Chlamydotis macqueenii	UBA6	XM_010115984.1	1770	XP_010114286.1	583
104513657	Eurypyga helias	UBA6	XM_010157090.1	2163	XP_010155392.1	720
108444363	Pygocentrus nattereri	uba6	XM_037532768.1	4572	XP_037388665.1	1027
112157055	Oryzias melastigma	uba6	XM_024289512.2	4499	XP_024145280.1	1025
112157055	Oryzias melastigma	uba6	XM_036212984.1	4726	XP_036068877.1	1025
112950588	Nothoprocta perdicaria	UBA6	XM_026043168.1	3850	XP_025898953.1	1021
121331400	Onychostruthus taczanowskii	UBA6	XM_041395783.1	4174	XP_041251717.1	1021
121331400	Onychostruthus taczanowskii	UBA6	XM_041395782.1	4087	XP_041251716.1	1021
122830199	Gambusia affinis	uba6	XM_044115365.1	4656	XP_043971300.1	1025
127948758	Carassius gibelio	uba6	XR_008152180.1	4314		
127948758	Carassius gibelio	uba6	XM_052545440.1	4397	XP_052401400.1	1058
127948758	Carassius gibelio	uba6	XM_052545441.1	4372	XP_052401401.1	1027
129095239	Anoplopoma fimbria	uba6	XM_054603606.1	5192	XP_054459581.1	1025
129695364	Leucoraja erinaceus	uba6	XM_055632250.1	3445	XP_055488225.1	1022
129695364	Leucoraja erinaceus	uba6	XM_055632249.1	3448	XP_055488224.1	1023
130166029	Seriola aureovittata	uba6	XM_056371300.1	4976	XP_056227275.1	1025
130379141	Gadus chalcogrammus	uba6	XM_056585788.1	3207	XP_056441763.1	1027
131536865	Onychostoma macrolepis	uba6	XM_058770024.1	4636	XP_058626007.1	1073
131536865	Onychostoma macrolepis	uba6	XM_058770042.1	4637	XP_058626025.1	1025
131536865	Onychostoma macrolepis	uba6	XM_058770033.1	4603	XP_058626016.1	1025
134402071	Elgaria multicarinata webbii	UBA6	XM_063131403.1	6143	XP_062987473.1	1021
136405335	Saccopteryx leptura	UBA6	XM_066384644.1	5373	XP_066240741.1	1052
137158916	Emydura macquarii macquarii	UBA6	XM_067556911.1	5302	XP_067413012.1	1021
137158916	Emydura macquarii macquarii	UBA6	XM_067556912.1	5473	XP_067413013.1	1021
138296570	Pleurodeles waltl	UBA6	XM_069235825.1	3782	XP_069091926.1	1021
138296570	Pleurodeles waltl	UBA6	XM_069235816.1	3714	XP_069091917.1	1021
138296570	Pleurodeles waltl	UBA6	XM_069235844.1	3800	XP_069091945.1	1021
138296570	Pleurodeles waltl	UBA6	XM_069235835.1	3864	XP_069091936.1	1021
139153257	Erythrolamprus reginae	UBA6	XM_070726958.1	5598	XP_070583059.1	997
139153257	Erythrolamprus reginae	UBA6	XM_070726957.1	5658	XP_070583058.1	1021
139153257	Erythrolamprus reginae	UBA6	XM_070726959.1	5502	XP_070583060.1	917
139268126	Pristiophorus japonicus	uba6	XM_070886180.1	3403	XP_070742281.1	1023
139268126	Pristiophorus japonicus	uba6	XM_070886172.1	3513	XP_070742273.1	1023
139268126	Pristiophorus japonicus	uba6	XM_070886154.1	3562	XP_070742255.1	1023
139268126	Pristiophorus japonicus	uba6	XM_070886162.1	3657	XP_070742263.1	1023
100589290	Nomascus leucogenys	UBA6	XM_003268424.4	8277	XP_003268472.1	1052
102011376	Chinchilla lanigera	Uba6	XM_005392833.2	5421	XP_005392890.1	1052
102011376	Chinchilla lanigera	Uba6	XM_005392832.2	5588	XP_005392889.1	1071
102011376	Chinchilla lanigera	Uba6	XM_005392834.2	5052	XP_005392891.1	891
103301726	Eptesicus fuscus	UBA6	XM_008158731.3	5333	XP_008156953.2	1053
