Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	2.15e-27	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	9.13e-26	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	1.55e-16	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	5.39e-16	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	6.57e-15	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	9.75e-13	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	2.15e-08	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	2.15e-08	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	2.15e-08	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	2.15e-08	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	9.14e-07	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365965.1	1.36e-04	3966	35
Homo_sapiens_XM_054342996.1-KDM3A	OX365969.1	2.62e-07	3966	7
Homo_sapiens_XM_054342996.1-KDM3A	OX365969.1	4.73e-04	3966	7
