Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
1	1	10000.000	0.000	9.690	Negative	0.0019	treeoutput_fel
5	1	1.278	0.000	5.272	Negative	0.0217	treeoutput_fel
16	1	0.974	0.000	4.734	Negative	0.0296	treeoutput_fel
21	1	2.076	0.000	10.238	Negative	0.0014	treeoutput_fel
23	1	2.786	0.000	10.436	Negative	0.0012	treeoutput_fel
25	1	0.775	0.000	4.618	Negative	0.0316	treeoutput_fel
28	1	1.719	0.000	4.469	Negative	0.0345	treeoutput_fel
35	1	1.064	0.000	6.311	Negative	0.0120	treeoutput_fel
38	1	1.846	0.000	5.516	Negative	0.0188	treeoutput_fel
40	1	1.420	0.000	5.641	Negative	0.0175	treeoutput_fel
42	1	0.830	0.000	5.040	Negative	0.0248	treeoutput_fel
43	1	0.681	0.000	3.825	Negative	0.0505	treeoutput_fel
44	1	0.740	0.000	4.825	Negative	0.0281	treeoutput_fel
47	1	2.156	0.000	8.175	Negative	0.0042	treeoutput_fel
48	1	0.612	0.000	3.713	Negative	0.0540	treeoutput_fel
51	1	2.083	0.000	4.423	Negative	0.0355	treeoutput_fel
53	1	1.032	0.000	5.018	Negative	0.0251	treeoutput_fel
54	1	1.196	0.000	5.782	Negative	0.0162	treeoutput_fel
55	1	1.149	0.000	5.755	Negative	0.0164	treeoutput_fel
56	1	1.573	0.000	5.952	Negative	0.0147	treeoutput_fel
57	1	5.706	0.217	5.976	Negative	0.0145	treeoutput_fel
58	1	0.972	0.000	4.019	Negative	0.0450	treeoutput_fel
59	1	2.849	0.106	4.309	Negative	0.0379	treeoutput_fel
67	1	1.770	0.000	7.036	Negative	0.0080	treeoutput_fel
69	1	3.112	0.265	3.649	Negative	0.0561	treeoutput_fel
71	1	1.584	0.000	5.803	Negative	0.0160	treeoutput_fel
73	1	1.820	0.226	3.065	Negative	0.0800	treeoutput_fel
74	1	1.912	0.000	7.221	Negative	0.0072	treeoutput_fel
75	1	2.020	0.000	9.311	Negative	0.0023	treeoutput_fel
76	1	0.463	0.000	3.109	Negative	0.0778	treeoutput_fel
77	1	0.462	0.000	3.411	Negative	0.0647	treeoutput_fel
78	1	1.944	0.000	7.800	Negative	0.0052	treeoutput_fel
79	1	1.213	0.000	6.530	Negative	0.0106	treeoutput_fel
80	1	1.547	0.000	8.464	Negative	0.0036	treeoutput_fel
81	1	1.256	0.000	4.957	Negative	0.0260	treeoutput_fel
82	1	3.197	0.000	9.429	Negative	0.0021	treeoutput_fel
91	1	0.653	0.000	4.192	Negative	0.0406	treeoutput_fel
94	1	0.900	0.000	5.854	Negative	0.0155	treeoutput_fel
95	1	1.021	0.000	5.364	Negative	0.0206	treeoutput_fel
97	1	0.555	0.000	3.395	Negative	0.0654	treeoutput_fel
99	1	0.903	0.000	5.659	Negative	0.0174	treeoutput_fel
100	1	1.277	0.243	2.735	Negative	0.0982	treeoutput_fel
103	1	1.826	0.000	3.416	Negative	0.0646	treeoutput_fel
104	1	3.774	0.000	6.081	Negative	0.0137	treeoutput_fel
107	1	1.781	0.000	4.957	Negative	0.0260	treeoutput_fel
108	1	1.668	0.000	6.641	Negative	0.0100	treeoutput_fel
109	1	0.740	0.000	3.301	Negative	0.0693	treeoutput_fel
111	1	0.580	0.000	2.725	Negative	0.0988	treeoutput_fel
112	1	4.874	0.000	8.720	Negative	0.0031	treeoutput_fel
114	1	0.979	0.000	3.839	Negative	0.0501	treeoutput_fel
115	1	0.586	0.000	3.804	Negative	0.0511	treeoutput_fel
116	1	1.579	0.000	7.881	Negative	0.0050	treeoutput_fel
117	1	2.423	0.000	5.845	Negative	0.0156	treeoutput_fel
121	1	1.034	0.000	5.314	Negative	0.0212	treeoutput_fel
122	1	0.651	0.000	4.718	Negative	0.0298	treeoutput_fel
123	1	7.433	0.000	14.893	Negative	0.0001	treeoutput_fel
126	1	3.300	0.000	10.952	Negative	0.0009	treeoutput_fel
