species	ident
Accipiter_gentilis	75.7
Acinonyx_jubatus	87.6
Acomys_russatus	85.1
Agelaius_phoeniceus	77.0
Ailuropoda_melanoleuca	58.0
Alexandromys_fortis	84.4
Alligator_mississippiensis	75.4
Alligator_sinensis	69.9
Ambystoma_mexicanum	74.6
Ammospiza_caudacuta	71.5
Ammospiza_nelsoni	77.2
Anas_acuta	75.4
Anas_platyrhynchos	75.3
Anomalospiza_imberbis	77.0
Anser_cygnoides	75.4
Antechinus_flavipes	78.3
Aotus_nancymaae	93.8
Apaloderma_vittatum	74.7
Aphelocoma_coerulescens	76.6
Apodemus_sylvaticus	84.2
Apteryx_mantelli	75.6
Apteryx_rowi	75.6
Apus_apus	77.3
Aquila_chrysaetos_chrysaetos	75.6
Artibeus_jamaicensis	85.7
Arvicanthis_niloticus	84.8
Arvicola_amphibius	84.1
Athene_cunicularia	75.0
Aythya_fuligula	75.5
Balaenoptera_acutorostrata	84.0
Balaenoptera_musculus	84.2
Balaenoptera_ricei	81.2
Bison_bison_bison	79.5
Bombina_bombina	72.1
Bos_indicus_x_Bos_taurus	84.3
Bos_javanicus	83.9
Bos_mutus	83.7
Bos_taurus	83.7
Bubalus_bubalis	83.8
Bubalus_kerabau	83.7
Budorcas_taxicolor	84.5
Bufo_bufo	73.2
Bufo_gargarizans	73.4
Calidris_pugnax	75.2
Callithrix_jacchus	93.6
Callorhinus_ursinus	86.3
Caloenas_nicobarica	76.6
Calypte_anna	76.8
Camarhynchus_parvulus	77.0
Camelus_bactrianus	80.2
Camelus_dromedarius	83.0
Camelus_ferus	83.1
Canis_lupus_dingo	86.4
Canis_lupus_familiaris	86.5
Capra_hircus	83.5
Capricornis_sumatraensis	84.4
Caretta_caretta	76.8
Carlito_syrichta	88.7
Catharus_ustulatus	77.3
Cavia_porcellus	86.1
Cebus_imitator	93.9
Centrocercus_urophasianus	75.6
Ceratotherium_simum_simum	86.2
Cercocebus_atys	95.1
Cervus_canadensis	83.5
Cervus_elaphus	83.4
Chaetura_pelagica	74.8
Chamaea_fasciata	76.7
Charadrius_vociferus	73.8
Chelonia_mydas	76.8
Chelonoidis_abingdonii	70.4
Chinchilla_lanigera	86.1
Chionomys_nivalis	84.8
Chlorocebus_sabaeus	94.9
Choloepus_didactylus	83.6
Chroicocephalus_ridibundus	75.8
Chrysemys_picta_bellii	76.4
Chrysochloris_asiatica	81.6
Cinclus_cinclus	77.3
Colius_striatus	76.1
Colobus_angolensis_palliatus	92.9
Columba_livia	76.9
Corapipo_altera	75.7
Corvus_brachyrhynchos	71.4
Corvus_cornix_cornix	77.1
Corvus_hawaiiensis	76.9
Corvus_kubaryi	77.1
Corvus_moneduloides	77.1
Coturnix_japonica	75.9
Cricetulus_griseus	84.6
Crocodylus_porosus	69.9
Cuculus_canorus	74.8
Cyanistes_caeruleus	75.4
Cygnus_atratus	74.7
Cynocephalus_volans	88.8
Cyrtonyx_montezumae	75.2
Dama_dama	83.6
Dasypus_novemcinctus	82.4
Delphinapterus_leucas	81.2
Delphinus_delphis	83.9
Dendropsophus_ebraccatus	72.8
Dermochelys_coriacea	76.4
Desmodus_rotundus	85.5
Diceros_bicornis_minor	82.9
Dipodomys_ordii	81.8
Dipodomys_spectabilis	85.5
Dromaius_novaehollandiae	75.6
Dromiciops_gliroides	78.3
Dryobates_pubescens	75.9
Echinops_telfairi	81.2
Elephantulus_edwardii	84.1
Elephas_maximus_indicus	84.7
Eleutherodactylus_coqui	72.2
Empidonax_traillii	73.3
Emydura_macquarii_macquarii	76.2
Emys_orbicularis	76.1
Enhydra_lutris_kenyoni	84.7
Eptesicus_fuscus	85.7
Equus_asinus	88.0
Equus_caballus	87.9
Equus_przewalskii	88.0
Equus_quagga	87.4
Erinaceus_europaeus	82.7
Eschrichtius_robustus	84.3
Eubalaena_glacialis	84.6
Eulemur_rufifrons	89.4
Eumetopias_jubatus	86.3
Falco_biarmicus	76.3
Falco_cherrug	76.3
Falco_naumanni	76.2
Falco_peregrinus	76.3
Falco_rusticolus	76.4
Felis_catus	87.8
Ficedula_albicollis	74.9
Fukomys_damarensis	85.0
Galeopterus_variegatus	69.2
Gallus_gallus	73.9
Gavialis_gangeticus	70.2
Gavia_stellata	75.5
Geospiza_fortis	75.7
Globicephala_melas	83.9
Gopherus_evgoodei	76.0
Gopherus_flavomarginatus	75.9
Gorilla_gorilla_gorilla	97.1
Gracilinanus_agilis	50.2
Grammomys_surdaster	84.3
Grus_americana	75.9
Gymnogyps_californianus	75.6
Haemorhous_mexicanus	77.3
Haliaeetus_albicilla	75.6
Haliaeetus_leucocephalus	69.8
Harpia_harpyja	74.2
Heterocephalus_glaber	86.0
Hippopotamus_amphibius_kiboko	83.3
Hipposideros_armiger	81.3
Hirundo_rustica	77.3
Homo_sapiens	100.0
Hyaena_hyaena	86.7
Hyla_sarda	72.9
Hylobates_moloch	96.2
Hyperolius_riggenbachi	72.6
Ictidomys_tridecemlineatus	79.0
Indicator_indicator	75.8
Jaculus_jaculus	86.2
Kogia_breviceps	83.7
Lagenorhynchus_albirostris	81.0
Lagenorhynchus_obliquidens	82.6
Lagopus_leucura	76.1
Lagopus_muta	76.2
Lathamus_discolor	75.3
Lemur_catta	80.6
Leopardus_geoffroyi	87.6
Lepidothrix_coronata	75.1
Leptonychotes_weddellii	74.1
Lepus_europaeus	86.4
Lipotes_vexillifer	83.6
Lonchura_striata	77.1
Lontra_canadensis	85.3
Loxodonta_africana	84.6
Lutra_lutra	84.4
Lynx_canadensis	85.1
Lynx_rufus	85.2
Macaca_fascicularis	95.0
Macaca_mulatta	95.1
Macaca_nemestrina	92.0
Macaca_thibetana_thibetana	95.2
Malaclemys_terrapin_pileata	76.3
Manacus_candei	77.1
Manacus_vitellinus	75.7
Mandrillus_leucophaeus	87.7
Manis_javanica	82.0
Manis_pentadactyla	82.3
Marmota_flaviventris	85.1
Marmota_marmota_marmota	79.2
Marmota_monax	85.7
Mastomys_coucha	85.0
Mauremys_mutica	70.4
Mauremys_reevesii	75.9
Melanerpes_formicivorus	75.4
Meleagris_gallopavo	74.2
Meles_meles	84.5
Melopsittacus_undulatus	75.7
Melospiza_georgiana	77.8
Melospiza_melodia_melodia	77.7
Melozone_crissalis	77.9
Meriones_unguiculatus	83.2
Mesocricetus_auratus	83.5
Mesoplodon_densirostris	81.8
Microcebus_murinus	89.5
Microtus_ochrogaster	75.0
Microtus_oregoni	85.0
Miniopterus_natalensis	86.1
Mirounga_angustirostris	85.0
Mirounga_leonina	83.7
Molothrus_aeneus	77.6
Molothrus_ater	77.6
Monodon_monoceros	82.7
Moschus_berezovskii	83.1
Motacilla_alba_alba	77.3
Muntiacus_reevesi	83.6
Mus_caroli	85.0
Mus_musculus	84.9
Mus_pahari	84.9
Mustela_erminea	84.1
Mustela_lutreola	84.8
Mustela_nigripes	83.3
Mustela_putorius_furo	84.2
Myiozetetes_cayanensis	76.2
Myodes_glareolus	78.0
Myotis_brandtii	82.5
Myotis_daubentonii	85.8
Myotis_davidii	82.5
Myotis_lucifugus	85.9
Myotis_myotis	85.9
Myotis_yumanensis	86.4
Nannospalax_galili	84.0
Nanorana_parkeri	72.8
Neofelis_nebulosa	87.8
Neogale_vison	84.3
Neomonachus_schauinslandi	86.2
Neopelma_chrysocephalum	77.2
Neophocaena_asiaeorientalis_asiaeorientalis	78.1
Neopsephotus_bourkii	74.6
Nipponia_nippon	66.7
Nomascus_leucogenys	95.4
Nothoprocta_perdicaria	76.2
Numida_meleagris	73.2
Nyctereutes_procyonoides	86.5
Nyctibius_grandis	75.8
Nycticebus_coucang	87.7
Ochotona_curzoniae	83.0
Ochotona_princeps	83.5
Octodon_degus	82.5
Odobenus_rosmarus_divergens	86.3
Odocoileus_virginianus	84.3
Oenanthe_melanoleuca	76.6
Onychomys_torridus	84.7
Onychostruthus_taczanowskii	75.3
Opisthocomus_hoazin	73.2
Orcinus_orca	82.5
Ornithorhynchus_anatinus	77.0
Orycteropus_afer_afer	84.5
Oryctolagus_cuniculus	87.1
Oryx_dammah	83.6
Otolemur_garnettii	87.1
Ovis_aries	83.5
Ovis_canadensis	83.4
Oxyura_jamaicensis	75.7
Pan_paniscus	97.3
Panthera_leo	84.7
Panthera_onca	87.6
Panthera_pardus	87.7
Panthera_tigris	84.7
Panthera_uncia	87.1
Pan_troglodytes	96.4
Papio_anubis	95.1
Parus_major	77.1
Passer_domesticus	77.5
Passer_montanus	76.0
Patagioenas_fasciata	76.5
Pelobates_fuscus	72.1
Pelodiscus_sinensis	71.3
Perognathus_longimembris_pacificus	84.9
Peromyscus_californicus_insignis	85.2
Peromyscus_eremicus	81.6
Peromyscus_leucopus	85.0
Peromyscus_maniculatus_bairdii	85.0
Petaurus_breviceps_papuanus	78.1
Pezoporus_flaviventris	74.6
Pezoporus_occidentalis	74.6
Pezoporus_wallicus	74.6
Phacochoerus_africanus	83.2
Phaenicophaeus_curvirostris	74.6
Phalacrocorax_carbo	74.8
Phascolarctos_cinereus	77.6
Phasianus_colchicus	75.6
Phoca_vitulina	86.8
Phocoena_phocoena	84.0
Phodopus_roborovskii	84.6
Phyllostomus_discolor	86.5
Phyllostomus_hastatus	86.5
Physeter_macrocephalus	75.7
Piliocolobus_tephrosceles	94.4
Pipistrellus_kuhlii	86.2
Pipra_filicauda	77.0
Pleurodeles_waltl	73.3
Poecile_atricapillus	76.5
Pogoniulus_pusillus	75.6
Pongo_abelii	96.4
Pongo_pygmaeus	95.8
Prinia_subflava	76.8
Prionailurus_bengalensis	87.7
Prionailurus_viverrinus	87.1
Propithecus_coquereli	79.8
Psammomys_obesus	85.4
Pseudophryne_corroboree	74.1
Pseudopipra_pipra	73.5
Pseudopodoces_humilis	76.2
Pseudorca_crassidens	80.0
Pteronotus_mesoamericanus	85.9
Pteropus_alecto	80.7
Pteropus_giganteus
Puma_concolor	85.3
Puma_yagouaroundi	86.1
Pyrgilauda_ruficollis	76.5
Rana_temporaria	72.3
Ranitomeya_imitator	73.0
Rattus_norvegicus	84.5
Rattus_rattus	83.9
Rhea_pennata	76.0
Rhinolophus_ferrumequinum	84.0
Rhinopithecus_bieti	95.2
Rhinopithecus_roxellana	94.5
Rissa_tridactyla	75.2
