species	ident
Acanthochromis_polyacanthus	45.2
Acanthopagrus_latus	44.8
Accipiter_gentilis	52.2
Acinonyx_jubatus	67.8
Acipenser_ruthenus	53.3
Acomys_russatus	59.1
Ailuropoda_melanoleuca	62.3
Alexandromys_fortis	60.4
Alligator_mississippiensis	60.4
Alligator_sinensis	51.9
Alosa_alosa	50.2
Alosa_sapidissima	50.3
Amblyraja_radiata	53.4
Ambystoma_mexicanum	64.3
Amia_calva	48.1
Amphiprion_ocellaris	45.5
Anabas_testudineus	45.5
Anarrhichthys_ocellatus	47.3
Anas_acuta	50.0
Anas_platyrhynchos	49.7
Anoplopoma_fimbria	44.2
Anser_cygnoides	43.6
Antechinus_flavipes	37.9
Antennarius_striatus	49.9
Antrostomus_carolinensis	51.5
Aotus_nancymaae	69.2
Apodemus_sylvaticus	59.9
Aptenodytes_forsteri	51.7
Apteryx_mantelli	53.4
Apteryx_rowi	53.2
Apus_apus	46.0
Aquila_chrysaetos_chrysaetos	51.7
Archocentrus_centrarchus	46.6
Artibeus_jamaicensis	61.6
Arvicanthis_niloticus	59.9
Arvicola_amphibius	58.7
Astatotilapia_calliptera	47.6
Astyanax_mexicanus	45.0
Athene_cunicularia	51.1
Austrofundulus_limnaeus	49.8
Aythya_fuligula	52.0
Balaenoptera_acutorostrata	67.2
Balaenoptera_musculus	70.0
Balaenoptera_ricei	69.9
Betta_splendens	46.2
Bison_bison_bison	67.7
Boleophthalmus_pectinirostris	45.3
Bombina_bombina	51.4
Bos_indicus_x_Bos_taurus	67.7
Bos_javanicus	67.9
Bos_mutus	67.6
Bos_taurus	67.7
Brachionichthys_hirsutus	47.0
Brachyistius_frenatus	48.0
Brienomyrus_brachyistius	47.4
Bubalus_bubalis	67.9
Bubalus_kerabau	50.0
Budorcas_taxicolor	61.7
Bufo_bufo	49.1
Bufo_gargarizans	49.9
Calidris_pugnax	51.6
Callithrix_jacchus	52.5
Callorhinchus_milii	50.7
Callorhinus_ursinus	62.2
Caloenas_nicobarica	49.4
Calypte_anna	46.5
Camelus_bactrianus	55.6
Camelus_dromedarius	62.7
Camelus_ferus	55.6
Canis_lupus_dingo	62.2
Canis_lupus_familiaris	62.1
Capra_hircus	67.3
Capricornis_sumatraensis	66.9
Carassius_carassius	47.8
Carassius_gibelio	47.7
Carcharodon_carcharias	51.9
Caretta_caretta	41.0
Carlito_syrichta	62.5
Castor_canadensis	63.3
Cavia_porcellus	58.0
Cebidichthys_violaceus	49.3
Cebus_imitator	67.7
Centrocercus_urophasianus	42.9
Centropristis_striata	45.5
Ceratotherium_simum_simum	63.0
Cervus_canadensis	63.9
Cervus_elaphus	60.6
Chaetura_pelagica	44.9
Channa_argus	45.1
Chanodichthys_erythropterus	47.0
Chanos_chanos	47.5
Charadrius_vociferus	47.1
Cheilinus_undulatus	44.1
Chelmon_rostratus	44.8
Chelonia_mydas	52.6
Chiloscyllium_plagiosum	51.6
Chinchilla_lanigera	66.9
Chionomys_nivalis	58.8
Choloepus_didactylus	63.7
Chroicocephalus_ridibundus	52.4
Chrysemys_picta_bellii	53.7
Clarias_gariepinus	48.0
Clinocottus_analis	44.5
Clupea_harengus	48.9
Colius_striatus	48.1
Colobus_angolensis_palliatus	68.3
Cololabis_saira	47.9
Colossoma_macropomum	46.2
Columba_livia	49.7
Condylura_cristata	61.1
Corvus_hawaiiensis	44.1
Corvus_kubaryi	44.0
Corythoichthys_intestinalis	45.3
Cottoperca_gobio	44.8
Coturnix_japonica	52.0
Cricetulus_griseus	59.1
Crocodylus_porosus	48.0
Ctenopharyngodon_idella	52.2
Cuculus_canorus	45.4
Cyclopterus_lumpus	44.1
Cygnus_atratus	44.6
Cygnus_olor	44.6
Cynocephalus_volans	63.0
Cynoglossus_semilaevis	47.1
Cyprinodon_tularosa	48.9
Cyprinodon_variegatus	49.5
Cyprinus_carpio	51.5
Cyrtonyx_montezumae	51.1
Dama_dama	68.0
Danio_aesculapii	47.4
Danio_rerio	50.5
Dasypus_novemcinctus	63.5
Delphinapterus_leucas	69.1
Delphinus_delphis	70.2
Dendropsophus_ebraccatus	48.0
Denticeps_clupeoides	49.5
Dermochelys_coriacea	53.0
Desmodus_rotundus	62.3
Dicentrarchus_labrax	45.7
Diceros_bicornis_minor	63.2
Dipodomys_merriami	73.4
Dipodomys_ordii	61.6
Dipodomys_spectabilis	61.8
Doryrhamphus_excisus	48.6
Dromaius_novaehollandiae	46.6
Dromiciops_gliroides	51.7
Dryobates_pubescens	46.6
Dunckerocampus_dactyliophorus	39.7
Echeneis_naucrates	45.9
Echinops_telfairi	59.1
Egretta_garzetta	49.6
Electrophorus_electricus	47.1
Eleginops_maclovinus	47.6
Elephantulus_edwardii	54.3
Elephas_maximus_indicus	68.3
Eleutherodactylus_coqui	50.8
Embiotoca_jacksoni	49.3
Emys_orbicularis	54.1
Engraulis_encrasicolus	49.3
Enhydra_lutris_kenyoni	62.2
Entelurus_aequoreus	46.1
Epinephelus_fuscoguttatus	45.7
Epinephelus_lanceolatus	45.3
Epinephelus_moara	45.1
Eptesicus_fuscus	62.8
Equus_asinus	56.1
Equus_caballus	63.7
Equus_przewalskii	63.7
Equus_quagga	63.7
Erinaceus_europaeus	62.5
Erpetoichthys_calabaricus	51.3
Eschrichtius_robustus	72.9
Esox_lucius	46.8
Etheostoma_cragini	48.7
Etheostoma_spectabile	49.2
Eubalaena_glacialis	68.1
Eulemur_rufifrons	65.4
Eumetopias_jubatus	65.9
Eurypyga_helias	50.8
Falco_biarmicus	36.0
Falco_cherrug	46.7
Falco_naumanni	46.1
Falco_peregrinus	46.7
Falco_rusticolus	46.7
Felis_catus	74.6
Fukomys_damarensis	59.9
Fundulus_heteroclitus	48.8
Gadus_macrocephalus	47.7
Gadus_morhua	47.9
Gallus_gallus	49.2
Gasterosteus_aculeatus	46.0
Gavialis_gangeticus	61.0
Gavia_stellata	51.4
Geotrypetes_seraphini	51.3
Girardinichthys_multiradiatus	49.3
Globicephala_melas	70.1
Gopherus_evgoodei	53.2
Gopherus_flavomarginatus	55.5
Gorilla_gorilla_gorilla	75.1
Gouania_willdenowi	46.4
Gracilinanus_agilis	55.2
Grammomys_surdaster	59.6
Grus_americana	51.4
Gymnodraco_acuticeps	44.5
Gymnogyps_californianus	50.0
Haliaeetus_albicilla	52.4
Haliaeetus_leucocephalus	52.4
Halichoerus_grypus	63.3
Haplochromis_burtoni	47.6
Harpia_harpyja	52.1
Hemibagrus_wyckioides	44.5
Hemiscyllium_ocellatum	51.4
Heptranchias_perlo	52.1
Heterocephalus_glaber	63.9
Heterodontus_francisci	53.0
Hippocampus_comes	45.8
Hippocampus_zosterae	44.3
Hippoglossus_hippoglossus	44.0
Hippoglossus_stenolepis	44.0
Hippopotamus_amphibius_kiboko	59.4
Hipposideros_armiger	68.7
Hirundo_rustica	44.8
Homo_sapiens	100.0
Hoplias_malabaricus	49.3
Hyaena_hyaena	60.0
Hyla_sarda	46.3
Hypanus_sabinus	51.4
Hyperolius_riggenbachi	51.1
Hypomesus_transpacificus	47.1
Ictalurus_furcatus	45.2
Ictalurus_punctatus	47.9
Ictidomys_tridecemlineatus	49.5
Indicator_indicator	48.5
Jaculus_jaculus	58.4
Kogia_breviceps	68.5
Kryptolebias_marmoratus	45.9
Labeo_rohita	51.0
Labrus_bergylta	46.5
Labrus_mixtus	46.8
Lagenorhynchus_albirostris	71.2
Lagenorhynchus_obliquidens	68.8
Lagopus_leucura	43.2
Lagopus_muta	50.3
Lampris_incognitus	48.3
Larimichthys_crocea	44.5
Lates_calcarifer	45.3
Lathamus_discolor	50.2
Latimeria_chalumnae	53.0
Lemur_catta	65.1
Leopardus_geoffroyi	49.4
Lepisosteus_oculatus	54.2
Leptonychotes_weddellii	62.8
Lepus_europaeus	61.7
Leucoraja_erinaceus	53.4
Limanda_limanda	47.0
Lipotes_vexillifer	69.4
Loxodonta_africana	72.0
Lutra_lutra	61.9
Lynx_rufus	62.9
Malaclemys_terrapin_pileata	54.1
Manis_javanica	59.9
Manis_pentadactyla	59.7
Marmota_flaviventris	63.6
Marmota_marmota_marmota	62.0
Marmota_monax	72.6
Mastacembelus_armatus	45.9
Mastomys_coucha	59.2
Mauremys_mutica	53.9
Mauremys_reevesii	53.2
Maylandia_zebra	47.3
Megalobrama_amblycephala	50.3
Melanerpes_formicivorus	47.6
Melanotaenia_boesemani	47.1
Meleagris_gallopavo	50.1
Meles_meles	62.5
Melopsittacus_undulatus	51.4
Meriones_unguiculatus	60.7
Mesocricetus_auratus	62.3
Mesoplodon_densirostris	73.3
Microcaecilia_unicolor	52.6
Microcebus_murinus	63.6
Micropterus_dolomieu	45.0
Micropterus_salmoides	45.2
Microtus_ochrogaster	58.5
Microtus_oregoni	57.5
Miniopterus_natalensis	62.5
Mirounga_angustirostris	62.8
Mirounga_leonina	63.4
Misgurnus_anguillicaudatus	46.9
Mobula_hypostoma	54.9
Molossus_molossus	59.3
Monodelphis_domestica	56.9
Monodon_monoceros	70.3
Monopterus_albus	45.9
Morone_saxatilis	45.0
Moschus_berezovskii	68.1
Mugil_cephalus	45.9
Muntiacus_reevesi	68.0
Mus_caroli	59.3
Mus_musculus	59.0
Mus_pahari	58.2
Mustela_erminea	62.2
Mustela_lutreola	62.2
Mustela_nigripes	62.1
Mustela_putorius_furo	62.1
Myiozetetes_cayanensis	45.3
Myodes_glareolus	58.5
Myotis_brandtii	62.8
Myotis_daubentonii	67.9
Myotis_davidii	58.1
Myotis_lucifugus	62.5
Myotis_myotis	62.8
Myotis_yumanensis	62.6
Myripristis_murdjan	47.2
Myxocyprinus_asiaticus	48.9
Nanorana_parkeri	51.5
Narcine_bancroftii	51.4
Nematolebias_whitei	44.7
Neoarius_graeffei	44.5
Neofelis_nebulosa	75.0
Neogale_vison	62.2
Neolamprologus_brichardi	47.5
Neomonachus_schauinslandi	63.1
Neopelma_chrysocephalum	43.5
Neophocaena_asiaeorientalis_asiaeorientalis	71.1
Neopsephotus_bourkii	50.2
Nerophis_ophidion	46.7
Nipponia_nippon	50.6
Nomascus_leucogenys	74.0
Nothobranchius_furzeri	46.7
Nothoprocta_perdicaria	50.3
Notolabrus_celidotus	44.2
Notothenia_coriiceps	44.6
Numida_meleagris	50.8
Nyctereutes_procyonoides	62.1
Nyctibius_grandis	50.1
Nycticebus_coucang	61.9
Ochotona_curzoniae	61.5
Ochotona_princeps	61.8
Octodon_degus	61.1
Odobenus_rosmarus_divergens	62.2
Odocoileus_virginianus	61.7
Oncorhynchus_gorbuscha	48.7
Oncorhynchus_kisutch	47.7
Oncorhynchus_masou_masou	47.9
Oncorhynchus_mykiss	47.9
Oncorhynchus_tshawytscha	48.1
Onychomys_torridus	56.9
Onychostoma_macrolepis	47.2
Opisthocomus_hoazin	51.4
Orcinus_orca	73.3
Oreochromis_aureus	47.9
Oreochromis_niloticus	47.9
Orycteropus_afer_afer	63.1
Oryctolagus_cuniculus	63.6
Oryx_dammah	67.7
Oryzias_latipes	46.2
Oryzias_melastigma	47.4
Osmerus_eperlanus	47.0
Osmerus_mordax	47.0
Otolemur_garnettii	61.3
Ovis_aries	39.2
Ovis_canadensis	61.6
Oxyura_jamaicensis	49.4
Pangasianodon_hypophthalmus	43.3
Pan_paniscus	75.1
Panthera_onca	38.5
Panthera_tigris	63.2
Panthera_uncia	66.4
Pan_troglodytes	75.2
Paralichthys_olivaceus	45.3
Parambassis_ranga	47.4
Paramisgurnus_dabryanus	50.8
Paramormyrops_kingsleyae	44.3
Parus_major	44.4
Patagioenas_fasciata	49.7
Pelmatolapia_mariae	47.5
Pelobates_fuscus	50.2
Pelodiscus_sinensis	50.1
Perca_flavescens	48.9
Perca_fluviatilis	48.9
Periophthalmus_magnuspinnatus	45.3
Perognathus_longimembris_pacificus	61.0
Peromyscus_californicus_insignis	56.6
Peromyscus_eremicus	57.4
Peromyscus_leucopus	58.3
Peromyscus_maniculatus_bairdii	57.6
Petaurus_breviceps_papuanus	52.8
Pezoporus_flaviventris	49.8
Pezoporus_occidentalis	51.0
Pezoporus_wallicus	49.9
Phacochoerus_africanus	62.7
Phaenicophaeus_curvirostris	47.4
Phalacrocorax_carbo	51.9
Phascolarctos_cinereus	56.1
Phasianus_colchicus	50.6
Phoca_vitulina	66.3
Phocoena_phocoena	68.5
Phocoena_sinus	69.3
Phodopus_roborovskii	59.8
Phycodurus_eques	46.5
Phyllopteryx_taeniolatus	45.4
Phyllostomus_hastatus	62.2
Physeter_macrocephalus	69.1
Pimephales_promelas	47.8
Pipistrellus_kuhlii	61.3
Platichthys_flesus	47.3
Plectropomus_leopardus	44.8
Pleurodeles_waltl	52.7
Pleuronectes_platessa	46.8
Poecilia_formosa	48.0
Poecilia_latipinna	47.6
Poecilia_mexicana	47.8
Poecilia_reticulata	47.8
Poeciliopsis_prolifica	50.1
Pogoniulus_pusillus	48.0
Polyodon_spathula	48.5
Pongo_abelii	73.8
Pongo_pygmaeus	73.7
Prionailurus_viverrinus	63.2
Propithecus_coquereli	64.4
Protopterus_annectens	50.4
Psammomys_obesus	59.8
Pseudoliparis_swirei	45.2
Pseudophryne_corroboree	55.7
Pseudopodoces_humilis	44.0
Pseudorasbora_parva	47.1
Pseudorca_crassidens	71.0
Pteronotus_mesoamericanus	62.6
Pteropus_alecto	62.8
Pteropus_giganteus	62.8
Pteropus_vampyrus	62.9
Puma_yagouaroundi	62.9
Pundamilia_nyererei	47.7
Pungitius_pungitius	45.3
Puntigrus_tetrazona	45.7
Pygocentrus_nattereri	45.3
Pygoscelis_adeliae	51.3
Rana_temporaria	49.5
Ranitomeya_imitator	48.9
Rattus_norvegicus	60.1
Rattus_rattus	59.8
Rhea_pennata	52.8
Rhinatrema_bivittatum	52.3
Rhincodon_typus	53.6
Rhinichthys_klamathensis_goyatoka	48.4
Rhinolophus_ferrumequinum	60.8
Rhinopithecus_bieti	68.9
Rissa_tridactyla	52.1
Rousettus_aegyptiacus	63.0
Saccopteryx_leptura	64.4
Saimiri_boliviensis	68.6
