species	ident
Accipiter_gentilis	64.3
Acinonyx_jubatus	84.6
Acomys_russatus	69.9
Agelaius_phoeniceus	64.1
Ailuropoda_melanoleuca	65.9
Alexandromys_fortis	74.5
Alligator_mississippiensis	65.8
Alligator_sinensis	51.4
Amblyraja_radiata	60.5
Ammospiza_caudacuta	64.4
Ammospiza_nelsoni	64.5
Anas_acuta	66.1
Anas_platyrhynchos	66.1
Anomalospiza_imberbis	63.6
Anser_cygnoides	61.9
Antechinus_flavipes	76.0
Aotus_nancymaae	93.9
Aphelocoma_coerulescens	64.6
Apodemus_sylvaticus	83.8
Aptenodytes_forsteri	50.5
Apteryx_mantelli	65.5
Apteryx_rowi	51.6
Apus_apus	64.7
Aquila_chrysaetos_chrysaetos	64.4
Artibeus_jamaicensis	71.4
Arvicanthis_niloticus	81.4
Arvicola_amphibius	73.7
Athene_cunicularia	51.2
Aythya_fuligula	66.0
Balaenoptera_acutorostrata	84.0
Balaenoptera_musculus	83.3
Balaenoptera_ricei	82.7
Bison_bison_bison	85.4
Bombina_bombina	59.1
Bos_indicus_x_Bos_taurus	86.7
Bos_javanicus	83.4
Bos_mutus	86.9
Bos_taurus	86.7
Bubalus_bubalis	87.0
Bubalus_kerabau	87.1
Budorcas_taxicolor	79.3
Bufo_bufo	59.1
Calidris_pugnax	63.8
Callithrix_jacchus	88.7
Callorhinus_ursinus	77.9
Caloenas_nicobarica	65.5
Calypte_anna	65.0
Camarhynchus_parvulus	64.1
Camelus_bactrianus	70.7
Camelus_dromedarius	88.7
Camelus_ferus	88.7
Canis_lupus_dingo	84.8
Canis_lupus_familiaris	84.8
Capra_hircus	81.9
Capricornis_sumatraensis	86.8
Caretta_caretta	66.5
Cariama_cristata	61.1
Carlito_syrichta	72.6
Catharus_ustulatus	63.7
Cavia_porcellus	86.0
Cebus_imitator	88.7
Centrocercus_urophasianus	63.0
Ceratotherium_simum_simum	71.4
Cercocebus_atys	89.5
Cervus_canadensis	72.1
Cervus_elaphus	86.7
Chaetura_pelagica	50.2
Chamaea_fasciata	64.3
Charadrius_vociferus	51.4
Chelonia_mydas	66.5
Chinchilla_lanigera	79.3
Chionomys_nivalis	84.5
Chiroxiphia_lanceolata	63.2
Chlorocebus_sabaeus	95.8
Choloepus_didactylus	76.9
Chroicocephalus_ridibundus	65.0
Chrysemys_picta_bellii	66.8
Cinclus_cinclus	63.9
Colius_striatus	65.2
Colobus_angolensis_palliatus	56.7
Columba_livia	65.1
Condylura_cristata	86.4
Corapipo_altera	62.3
Corvus_brachyrhynchos	57.8
Corvus_cornix_cornix	64.3
Corvus_hawaiiensis	64.3
Corvus_kubaryi	64.3
Corvus_moneduloides	59.6
Coturnix_japonica	63.8
Cricetulus_griseus	74.7
Crocodylus_porosus	65.3
Cuculus_canorus	64.3
Cyanistes_caeruleus	59.3
Cygnus_atratus	65.2
Cygnus_olor	60.7
Cynocephalus_volans	90.5
Cyrtonyx_montezumae	64.1
Dama_dama	86.7
Dasypus_novemcinctus	71.1
Delphinapterus_leucas	88.3
Delphinus_delphis	88.2
Dendropsophus_ebraccatus	56.7
