species	ident
Accipiter_gentilis	52.2
Acinonyx_jubatus	71.8
Acomys_russatus	67.7
Agelaius_phoeniceus	49.6
Ailuropoda_melanoleuca	73.1
Alexandromys_fortis	69.0
Alligator_mississippiensis	51.7
Alosa_alosa	35.6
Alosa_sapidissima	35.3
Amblyraja_radiata	52.2
Ambystoma_mexicanum	49.1
Amia_calva	45.8
Ammospiza_caudacuta	49.0
Anas_acuta	45.9
Anas_platyrhynchos	47.6
Anguilla_anguilla	38.4
Anguilla_rostrata	37.0
Anomalospiza_imberbis	51.3
Anser_cygnoides	51.5
Antechinus_flavipes	56.2
Antrostomus_carolinensis	50.2
Aotus_nancymaae	90.5
Apaloderma_vittatum	51.1
Aphelocoma_coerulescens	44.4
Apodemus_sylvaticus	66.3
Aptenodytes_forsteri	51.1
Apteryx_mantelli	49.9
Apteryx_rowi	49.9
Apus_apus	45.1
Aquila_chrysaetos_chrysaetos	52.5
Artibeus_jamaicensis	61.5
Arvicanthis_niloticus	69.3
Arvicola_amphibius	68.6
Astyanax_mexicanus	44.2
Athene_cunicularia	48.6
Aythya_fuligula	51.6
Balaenoptera_acutorostrata	51.0
Balaenoptera_musculus	73.3
Balaenoptera_ricei	62.0
Bison_bison_bison	70.3
Bos_indicus	70.4
Bos_indicus_x_Bos_taurus	70.0
Bos_javanicus	56.3
Bos_mutus	70.0
Bos_taurus	56.3
Brienomyrus_brachyistius	42.5
Bubalus_bubalis	70.1
Bubalus_kerabau	70.2
Buceros_rhinoceros_silvestris	47.7
Budorcas_taxicolor	70.6
Bufo_bufo	44.8
Bufo_gargarizans	47.3
Calidris_pugnax	50.9
Callithrix_jacchus	90.2
Callorhinchus_milii	48.7
Callorhinus_ursinus	72.0
Caloenas_nicobarica	51.2
Camarhynchus_parvulus	48.9
Camelus_bactrianus	66.3
Camelus_dromedarius	66.3
Camelus_ferus	66.3
Canis_lupus_dingo	71.4
Canis_lupus_familiaris	52.2
Capra_hircus	70.6
Capricornis_sumatraensis	63.0
Carassius_auratus	43.7
Carassius_carassius	44.1
Carassius_gibelio	43.1
Carcharodon_carcharias	38.8
Caretta_caretta	53.0
Carlito_syrichta	79.8
Castor_canadensis	72.4
Catharus_ustulatus	51.0
Cavia_porcellus	68.6
Cebus_imitator	90.5
Centrocercus_urophasianus	50.1
Ceratotherium_simum_simum	72.7
Cercocebus_atys	94.3
Cervus_canadensis	70.3
Cervus_elaphus	70.4
Chamaea_fasciata	48.2
Chanodichthys_erythropterus	41.8
Chanos_chanos	39.9
Charadrius_vociferus	52.6
Chelonia_mydas	51.1
Chelonoidis_abingdonii	53.4
Chiloscyllium_plagiosum	42.4
Chinchilla_lanigera	70.4
Chionomys_nivalis	66.5
Chiroxiphia_lanceolata	48.8
Chlorocebus_sabaeus	92.8
Choloepus_didactylus	69.4
Chroicocephalus_ridibundus	52.1
Chrysemys_picta_bellii	53.0
Chrysochloris_asiatica	67.5
Cinclus_cinclus	49.7
Clarias_gariepinus	43.1
Clupea_harengus	42.4
Colius_striatus	55.6
Colobus_angolensis_palliatus	93.2
Colossoma_macropomum	41.6
Columba_livia	45.7
Condylura_cristata	71.5
Conger_conger	36.9
Corapipo_altera	49.2
Coregonus_clupeaformis	45.4
Corvus_brachyrhynchos	52.4
Corvus_cornix_cornix	44.3
Corvus_hawaiiensis	44.0
Corvus_kubaryi	43.8
Corvus_moneduloides	44.5
Coturnix_japonica	50.4
Cricetulus_griseus	67.1
Crocodylus_porosus	42.2
Ctenopharyngodon_idella	42.4
Cuculus_canorus	48.4
Cyanistes_caeruleus	51.6
Cygnus_atratus	48.0
Cygnus_olor	52.4
Cynocephalus_volans	72.0
Cyprinus_carpio	43.6
Cyrtonyx_montezumae	53.8
Dama_dama	70.6
Danio_aesculapii	44.7
Danio_rerio	44.1
Dasypus_novemcinctus	64.8
Delphinapterus_leucas	71.7
Delphinus_delphis	71.0
Dendropsophus_ebraccatus	43.2
Dermochelys_coriacea	48.8
Desmodus_rotundus	68.6
Diceros_bicornis_minor	73.0
Dipodomys_merriami	68.1
Dipodomys_ordii	68.5
Dipodomys_spectabilis	69.5
Dromaius_novaehollandiae	46.0
Dromiciops_gliroides	55.2
Dryobates_pubescens	47.6
Echinops_telfairi	67.4
Egretta_garzetta	52.5
Electrophorus_electricus	41.3
Elephantulus_edwardii	69.3
Elephas_maximus_indicus	72.6
Eleutherodactylus_coqui	45.6
Empidonax_traillii	53.9
Emys_orbicularis	52.6
Engraulis_encrasicolus	41.3
Enhydra_lutris_kenyoni	71.2
Eptesicus_fuscus	69.6
Equus_asinus	70.4
Equus_caballus	70.1
Equus_przewalskii	70.0
Equus_quagga	58.8
Erinaceus_europaeus	69.2
Erpetoichthys_calabaricus	45.5
Eschrichtius_robustus	62.1
Eubalaena_glacialis	63.1
Eulemur_rufifrons	75.1
Eumetopias_jubatus	71.9
Falco_biarmicus	49.0
Falco_cherrug	49.0
Falco_naumanni	48.8
Falco_peregrinus	49.0
Falco_rusticolus	49.1
Felis_catus	71.4
Ficedula_albicollis	52.1
Fukomys_damarensis	68.8
Fulmarus_glacialis	42.5
Galeopterus_variegatus	84.4
Gallus_gallus	52.4
Gavialis_gangeticus	54.2
Gavia_stellata	50.4
Geospiza_fortis	48.9
Geotrypetes_seraphini	47.3
Globicephala_melas	70.9
Gopherus_evgoodei	53.8
Gopherus_flavomarginatus	53.9
Gorilla_gorilla_gorilla	99.1
Gracilinanus_agilis	55.7
Grammomys_surdaster	67.8
Grus_americana	41.6
Gymnogyps_californianus	51.2
Haemorhous_mexicanus	49.5
Haliaeetus_albicilla	51.9
Haliaeetus_leucocephalus	51.9
Halichoerus_grypus	70.5
Harpia_harpyja	52.7
Hemibagrus_wyckioides	45.6
Hemiscyllium_ocellatum	44.5
Heptranchias_perlo	51.5
Heterocephalus_glaber	69.0
Heterodontus_francisci	32.5
Hippopotamus_amphibius_kiboko	72.1
Hirundo_rustica	50.1
Homo_sapiens	100.0
Hoplias_malabaricus	38.0
Hyaena_hyaena	72.4
Hyla_sarda	38.9
Hylobates_moloch	97.4
Hypanus_sabinus	48.0
Hyperolius_riggenbachi	44.1
Hypomesus_transpacificus	34.3
Ictalurus_furcatus	38.2
Ictalurus_punctatus	42.5
Ictidomys_tridecemlineatus	72.3
Indicator_indicator	50.3
Jaculus_jaculus	68.7
Kogia_breviceps	69.6
Labeo_rohita	41.9
Lagenorhynchus_albirostris	71.4
Lagenorhynchus_obliquidens	60.4
Lagopus_leucura	49.1
Lagopus_muta	52.6
Lathamus_discolor	50.1
Latimeria_chalumnae	48.0
Lemur_catta	74.7
Leopardus_geoffroyi	71.4
Lepidothrix_coronata	50.1
Lepisosteus_oculatus	40.4
Lepus_europaeus	61.3
Leucoraja_erinaceus	48.8
Lipotes_vexillifer	72.5
Lonchura_striata	52.0
Lontra_canadensis	70.1
Loxodonta_africana	72.4
Lutra_lutra	70.3
Lynx_canadensis	71.8
Lynx_rufus	71.2
Macaca_fascicularis	94.3
Macaca_mulatta	94.3
Macaca_thibetana_thibetana	94.1
Malaclemys_terrapin_pileata	52.9
Manacus_candei	53.1
Manacus_vitellinus	49.0
Mandrillus_leucophaeus	93.7
Manis_javanica	49.3
Manis_pentadactyla	70.0
Marmota_flaviventris	71.4
Marmota_marmota_marmota	71.4
Marmota_monax	71.2
Mastomys_coucha	70.1
Mauremys_mutica	53.2
Mauremys_reevesii	40.5
Megalobrama_amblycephala	41.8
Melanerpes_formicivorus	37.1
Meleagris_gallopavo	49.6
Meles_meles	70.6
Melopsittacus_undulatus	51.0
Melospiza_georgiana	46.4
Melospiza_melodia_melodia	46.8
Melozone_crissalis	50.2
Meriones_unguiculatus	66.4
Mesitornis_unicolor	51.6
Mesocricetus_auratus	67.4
Mesoplodon_densirostris	72.4
Microcaecilia_unicolor	49.5
Microcebus_murinus	74.3
Microtus_ochrogaster	65.3
Microtus_oregoni	69.3
Miniopterus_natalensis	69.7
Mirounga_angustirostris	71.4
Mirounga_leonina	71.6
Misgurnus_anguillicaudatus	46.0
Mobula_hypostoma	49.0
Molossus_molossus	61.8
Monodelphis_domestica	52.8
Monodon_monoceros	71.7
Moschus_berezovskii	56.7
Motacilla_alba_alba	49.8
Muntiacus_reevesi	70.7
Mus_caroli	68.7
Mus_musculus	68.6
Mus_pahari	67.5
Mustela_erminea	68.3
Mustela_lutreola	69.0
Mustela_nigripes	69.1
Mustela_putorius_furo	69.7
Myiozetetes_cayanensis	54.0
Myodes_glareolus	53.2
Myotis_brandtii	70.0
Myotis_daubentonii	62.5
Myotis_davidii	66.5
Myotis_lucifugus	69.7
Myotis_myotis	69.0
Myotis_yumanensis	69.5
Myxocyprinus_asiaticus	44.1
Nannospalax_galili	67.3
Nanorana_parkeri	46.3
Neoarius_graeffei	41.2
Neofelis_nebulosa	71.2
Neogale_vison	70.0
Neomonachus_schauinslandi	71.3
Neopelma_chrysocephalum	47.6
Neophocaena_asiaeorientalis_asiaeorientalis	71.7
Nestor_notabilis	50.2
Nipponia_nippon	51.3
Nomascus_leucogenys	96.7
Numida_meleagris	49.4
Nyctereutes_procyonoides	71.4
Nyctibius_grandis	42.7
Nycticebus_coucang	70.1
Ochotona_curzoniae	62.8
Ochotona_princeps	64.6
Octodon_degus	66.1
Odobenus_rosmarus_divergens	72.0
Odocoileus_virginianus	71.3
Oenanthe_melanoleuca	50.0
Oncorhynchus_gorbuscha	41.8
Oncorhynchus_keta	42.0
Oncorhynchus_kisutch	43.8
Oncorhynchus_masou_masou	46.2
Oncorhynchus_mykiss	40.7
Oncorhynchus_nerka	41.3
Oncorhynchus_tshawytscha	41.6
Onychomys_torridus	69.4
Onychostoma_macrolepis	41.4
Onychostruthus_taczanowskii	49.1
Opisthocomus_hoazin	47.9
Orcinus_orca	71.0
