species	ident
Acanthisitta_chloris	79.6
Acanthochromis_polyacanthus	75.1
Acanthopagrus_latus	76.8
Accipiter_gentilis	79.2
Acinonyx_jubatus	94.3
Acomys_russatus	89.8
Agelaius_phoeniceus	79.2
Ailuropoda_melanoleuca	94.3
Alexandromys_fortis	89.4
Alligator_mississippiensis	72.7
Alligator_sinensis	72.5
Alosa_alosa	78.3
Alosa_sapidissima	78.1
Amblyraja_radiata	71.8
Ambystoma_mexicanum	72.6
Amia_calva	74.1
Ammospiza_caudacuta	81.0
Ammospiza_nelsoni	80.8
Amphiprion_ocellaris	75.1
Anabas_testudineus	75.8
Anarrhichthys_ocellatus	74.6
Anas_acuta	79.8
Anas_platyrhynchos	78.9
Anguilla_anguilla	75.1
Anguilla_rostrata	75.8
Anomalospiza_imberbis	80.3
Anoplopoma_fimbria	74.1
Anser_cygnoides	80.2
Antechinus_flavipes	79.0
Antennarius_striatus	74.9
Aotus_nancymaae	95.8
Apaloderma_vittatum	80.0
Aphelocoma_coerulescens	79.3
Apodemus_sylvaticus	90.5
Aptenodytes_forsteri	79.6
Apteryx_mantelli	79.4
Apteryx_rowi	79.4
Apus_apus	79.7
Aquila_chrysaetos_chrysaetos	79.0
Archocentrus_centrarchus	73.0
Artibeus_jamaicensis	91.0
Arvicanthis_niloticus	89.2
Arvicola_amphibius	89.8
Astatotilapia_calliptera	75.5
Astyanax_mexicanus	77.2
Athene_cunicularia	79.3
Aythya_fuligula	80.0
Balaenoptera_acutorostrata	93.6
Balaenoptera_musculus	93.4
Balaenoptera_ricei	93.6
Balearica_regulorum_gibbericeps	78.7
Betta_splendens	79.8
Bison_bison_bison	94.0
Bos_indicus_x_Bos_taurus	93.8
Bos_javanicus	93.2
Bos_mutus	93.4
Bos_taurus	93.6
Brachionichthys_hirsutus	74.9
Brachyistius_frenatus	78.7
Bubalus_bubalis	94.0
Bubalus_kerabau	94.0
Buceros_rhinoceros_silvestris	79.1
Budorcas_taxicolor	94.0
Bufo_bufo	73.7
Bufo_gargarizans	74.0
Calidris_pugnax	79.6
Callithrix_jacchus	71.0
Callorhinchus_milii	72.0
Callorhinus_ursinus	92.9
Caloenas_nicobarica	80.9
Calypte_anna	79.8
Camarhynchus_parvulus	81.0
Camelus_bactrianus	93.4
Camelus_dromedarius	93.4
Camelus_ferus	93.4
Canis_lupus_dingo	93.6
Canis_lupus_familiaris	93.6
Capra_hircus	94.3
Capricornis_sumatraensis	94.7
Carcharodon_carcharias	68.1
Caretta_caretta	73.7
Carlito_syrichta	94.7
Castor_canadensis	72.9
Catharus_ustulatus	79.3
Cavia_porcellus	92.8
Cebidichthys_violaceus	76.6
Cebus_imitator	94.5
Centrocercus_urophasianus	79.7
Centropristis_striata	72.9
Ceratotherium_simum_simum	93.8
Cercocebus_atys	96.7
Cervus_canadensis	93.2
Cervus_elaphus	92.9
Chaetura_pelagica	80.7
Chamaea_fasciata	80.3
Channa_argus	75.6
Chanodichthys_erythropterus	75.3
Chanos_chanos	75.9
Charadrius_vociferus	79.8
Cheilinus_undulatus	75.3
Chelmon_rostratus	76.4
Chelonia_mydas	73.9
Chelonoidis_abingdonii	70.7
Chinchilla_lanigera	92.3
Chionomys_nivalis	89.6
Chiroxiphia_lanceolata	79.2
Chlorocebus_sabaeus	96.2
Choloepus_didactylus	92.3
Chroicocephalus_ridibundus	79.1
Chrysemys_picta_bellii	72.8
Chrysochloris_asiatica	91.5
Cinclus_cinclus	79.7
Clarias_gariepinus	74.0
Clinocottus_analis	73.3
Clupea_harengus	78.2
Colius_striatus	79.5
Colobus_angolensis_palliatus	96.7
Cololabis_saira	73.9
Colossoma_macropomum	76.3
Columba_livia	80.5
Conger_conger	77.2
Corapipo_altera	79.2
Corvus_brachyrhynchos	79.6
Corvus_cornix_cornix	79.6
Corvus_hawaiiensis	79.6
Corvus_kubaryi	79.6
Corvus_moneduloides	79.6
Corythoichthys_intestinalis	73.7
Cottoperca_gobio	75.9
Coturnix_japonica	77.6
Cricetulus_griseus	89.4
Crocodylus_porosus	73.4
Ctenopharyngodon_idella	75.1
Cuculus_canorus	80.7
Cyanistes_caeruleus	79.1
Cyclopterus_lumpus	74.4
Cygnus_atratus	79.4
Cygnus_olor	78.9
Cynocephalus_volans	94.9
Cynoglossus_semilaevis	79.3
Cyprinodon_tularosa	75.4
Cyprinodon_variegatus	75.6
Cyrtonyx_montezumae	78.6
Dama_dama	92.9
Danio_aesculapii	76.5
Danio_rerio	75.8
Dasypus_novemcinctus	92.5
Delphinapterus_leucas	93.2
Delphinus_delphis	93.2
Dendropsophus_ebraccatus	71.5
Denticeps_clupeoides	79.4
Dermochelys_coriacea	73.7
Desmodus_rotundus	91.6
Dicentrarchus_labrax	74.7
Diceros_bicornis_minor	93.8
Dipodomys_merriami	91.4
Dipodomys_ordii	90.9
Dipodomys_spectabilis	91.2
Doryrhamphus_excisus	77.3
Dromaius_novaehollandiae	78.8
Dromiciops_gliroides	82.6
Dryobates_pubescens	80.5
Dunckerocampus_dactyliophorus	77.6
Echeneis_naucrates	73.9
Echinops_telfairi	91.1
Egretta_garzetta	62.2
Electrophorus_electricus	74.7
Eleginops_maclovinus	73.7
Elephantulus_edwardii	88.7
Elephas_maximus_indicus	93.0
Eleutherodactylus_coqui	73.1
Embiotoca_jacksoni	79.2
Empidonax_traillii	78.3
Emydura_macquarii_macquarii	70.9
Emys_orbicularis	72.6
Engraulis_encrasicolus	79.8
Enhydra_lutris_kenyoni	92.1
Entelurus_aequoreus	76.8
Epinephelus_fuscoguttatus	75.8
Epinephelus_lanceolatus	76.2
Epinephelus_moara	75.8
Eptesicus_fuscus	93.4
Equus_asinus	93.2
Equus_caballus	93.2
Equus_przewalskii	93.2
Equus_quagga	93.2
Erinaceus_europaeus	44.9
Erpetoichthys_calabaricus	69.5
Eschrichtius_robustus	93.6
Esox_lucius	74.5
Etheostoma_cragini	73.1
Etheostoma_spectabile	71.7
Eubalaena_glacialis	93.6
