species	ident
Acanthochromis_polyacanthus	62.7
Acanthopagrus_latus	62.7
Accipiter_gentilis	75.6
Acinonyx_jubatus	86.8
Acomys_russatus	84.2
Agelaius_phoeniceus	76.4
Ailuropoda_melanoleuca	87.3
Alexandromys_fortis	84.6
Alligator_mississippiensis	76.1
Alligator_sinensis	47.9
Alosa_alosa	62.4
Alosa_sapidissima	62.8
Amblyraja_radiata	65.0
Amia_calva	67.0
Ammospiza_caudacuta	75.3
Ammospiza_nelsoni	75.3
Amphiprion_ocellaris	63.5
Anabas_testudineus	63.8
Anarrhichthys_ocellatus	62.2
Anas_acuta	77.0
Anas_platyrhynchos	73.1
Anguilla_anguilla	67.2
Anguilla_rostrata	67.4
Anomalospiza_imberbis	76.7
Anoplopoma_fimbria	62.7
Anser_cygnoides	76.9
Antechinus_flavipes	82.4
Antennarius_striatus	59.9
Aotus_nancymaae	92.0
Aphelocoma_coerulescens	76.5
Apodemus_sylvaticus	84.5
Aptenodytes_forsteri	69.4
Apteryx_mantelli	75.9
Apteryx_rowi	72.5
Apus_apus	72.9
Aquila_chrysaetos_chrysaetos	77.0
Archocentrus_centrarchus	62.9
Artibeus_jamaicensis	81.8
Arvicanthis_niloticus	84.4
Arvicola_amphibius	80.8
Astatotilapia_calliptera	62.9
Astyanax_mexicanus	65.8
Aythya_fuligula	76.6
Balaenoptera_acutorostrata	87.4
Balaenoptera_musculus	87.8
Balaenoptera_ricei	87.4
Betta_splendens	60.2
Bison_bison_bison	87.3
Boleophthalmus_pectinirostris	62.4
Bos_indicus	84.1
Bos_indicus_x_Bos_taurus	87.2
Bos_javanicus	86.6
Bos_mutus	86.8
Bos_taurus	86.7
Brachyistius_frenatus	61.7
Brienomyrus_brachyistius	66.7
Bubalus_bubalis	87.4
Bubalus_kerabau	86.9
Buceros_rhinoceros_silvestris	70.8
Budorcas_taxicolor	85.4
Calidris_pugnax	77.1
Callithrix_jacchus	92.0
Callorhinchus_milii	68.2
Callorhinus_ursinus	85.2
Calypte_anna	72.6
Camarhynchus_parvulus	76.1
Camelus_bactrianus	87.3
Camelus_dromedarius	87.0
Camelus_ferus	87.4
Canis_lupus_dingo	86.5
Canis_lupus_familiaris	86.9
Capra_hircus	87.1
Capricornis_sumatraensis	86.6
Carassius_auratus	65.8
Carcharodon_carcharias	68.6
Caretta_caretta	77.7
Carlito_syrichta	74.4
Catharus_ustulatus	76.2
Cavia_porcellus	86.2
Cebus_imitator	92.1
Centrocercus_urophasianus	71.2
Centropristis_striata	63.7
Ceratotherium_simum_simum	87.2
Cercocebus_atys	93.1
Cervus_canadensis	87.3
Cervus_elaphus	87.3
Chamaea_fasciata	76.1
Channa_argus	62.5
Chanodichthys_erythropterus	65.2
Chanos_chanos	65.1
Charadrius_vociferus	77.4
Cheilinus_undulatus	61.9
Chelmon_rostratus	63.1
Chelonia_mydas	78.0
Chinchilla_lanigera	87.2
Chionomys_nivalis	84.7
Chiroxiphia_lanceolata	77.3
Chlamydotis_macqueenii	18.8
Chlorocebus_sabaeus	92.9
Choloepus_didactylus	88.5
Chroicocephalus_ridibundus	75.3
Chrysemys_picta_bellii	77.1
Chrysochloris_asiatica	87.0
Cinclus_cinclus	71.0
Clarias_gariepinus	63.8
Clinocottus_analis	61.1
Colius_striatus	76.9
Colobus_angolensis_palliatus	92.8
Cololabis_saira	61.1
Colossoma_macropomum	66.6
Columba_livia	66.1
