species	ident
Acanthochromis_polyacanthus	60.1
Acanthopagrus_latus	61.4
Accipiter_gentilis	62.7
Acipenser_ruthenus	62.1
Acomys_russatus	78.3
Agelaius_phoeniceus	64.9
Alexandromys_fortis	78.8
Alligator_mississippiensis	61.6
Alligator_sinensis	63.2
Alosa_alosa	61.4
Alosa_sapidissima	61.2
Amblyraja_radiata	58.5
Ambystoma_mexicanum	61.6
Amia_calva	62.7
Ammospiza_caudacuta	64.6
Ammospiza_nelsoni	64.6
Amphiprion_ocellaris	60.3
Anabas_testudineus	61.2
Anarrhichthys_ocellatus	62.4
Anas_acuta	61.9
Anas_platyrhynchos	63.5
Anguilla_anguilla	64.2
Anguilla_rostrata	64.6
Anomalospiza_imberbis	63.9
Anoplopoma_fimbria	61.0
Anser_cygnoides	61.4
Antechinus_flavipes	68.9
Antennarius_striatus	62.4
Aotus_nancymaae	93.3
Apaloderma_vittatum	61.0
Aphelocoma_coerulescens	63.6
Apodemus_sylvaticus	79.4
Aptenodytes_forsteri	61.3
Apteryx_mantelli	63.7
Apteryx_rowi	60.5
Apus_apus	63.9
Aquila_chrysaetos_chrysaetos	62.8
Artibeus_jamaicensis	77.2
Arvicanthis_niloticus	77.7
Arvicola_amphibius	77.1
Astatotilapia_calliptera	61.8
Astyanax_mexicanus	60.3
Aythya_fuligula	61.0
Betta_splendens	63.0
Bison_bison_bison	75.2
Boleophthalmus_pectinirostris	57.5
Bombina_bombina	57.4
Brachionichthys_hirsutus	60.9
Brachyistius_frenatus	60.6
Brienomyrus_brachyistius	62.6
Buceros_rhinoceros_silvestris	61.3
Bufo_bufo	61.5
Bufo_gargarizans	61.2
Calidris_pugnax	63.9
Callithrix_jacchus	92.7
Callorhinchus_milii	61.6
Callorhinus_ursinus	56.3
Caloenas_nicobarica	63.3
Calypte_anna	64.9
Camarhynchus_parvulus	64.2
Camelus_ferus	78.6
Canis_lupus_dingo	74.4
Canis_lupus_familiaris	71.9
Carassius_auratus	59.6
Carassius_carassius	60.1
Carassius_gibelio	59.5
Carcharodon_carcharias	61.1
Caretta_caretta	62.6
Cariama_cristata	61.0
Carlito_syrichta	81.4
Castor_canadensis	83.3
Catharus_ustulatus	64.2
Cavia_porcellus	80.2
Cebus_imitator	93.2
Centropristis_striata	62.9
Ceratotherium_simum_simum	80.9
Cercocebus_atys	96.0
Chaetura_pelagica	59.8
Chamaea_fasciata	63.3
Channa_argus	59.0
Chanodichthys_erythropterus	59.1
Chanos_chanos	61.4
Charadrius_vociferus	60.6
Cheilinus_undulatus	60.1
Chelmon_rostratus	61.8
Chelonia_mydas	62.2
Chelonoidis_abingdonii	53.4
Chiloscyllium_plagiosum	61.3
Chinchilla_lanigera	80.6
Chionomys_nivalis	78.5
Chlorocebus_sabaeus	96.1
Choloepus_didactylus	80.4
Chroicocephalus_ridibundus	61.1
Chrysemys_picta_bellii	61.6
Cinclus_cinclus	63.4
Clarias_gariepinus	59.1
Clinocottus_analis	62.2
Clupea_harengus	62.5
Colius_striatus	63.3
Colobus_angolensis_palliatus	95.9
Cololabis_saira	61.9
Colossoma_macropomum	61.2
Columba_livia	61.2
Conger_conger	64.5
Corapipo_altera	63.7
Corvus_brachyrhynchos	60.7
Corvus_cornix_cornix	63.4
Corvus_hawaiiensis	63.7
Corvus_kubaryi	63.7
Corvus_moneduloides	63.9
Cottoperca_gobio	61.8
Coturnix_japonica	60.5
Cricetulus_griseus	78.4
Crocodylus_porosus	63.1
Ctenopharyngodon_idella	58.0
Cuculus_canorus	60.3
Cyanistes_caeruleus	63.9
Cyclopterus_lumpus	61.5
Cygnus_atratus	63.4
Cygnus_olor	62.2
Cynocephalus_volans	86.7
Cyprinodon_tularosa	61.9
Cyprinodon_variegatus	61.3
Cyprinus_carpio	60.1
Cyrtonyx_montezumae	61.7
Danio_aesculapii	59.2
Danio_rerio	59.6
Dasypus_novemcinctus	83.0
Dendropsophus_ebraccatus	59.9
Denticeps_clupeoides	63.8
Dermochelys_coriacea	62.1
Desmodus_rotundus	76.8
Dicentrarchus_labrax	61.3
Diceros_bicornis_minor	81.1
Dipodomys_ordii	76.3
Dipodomys_spectabilis	80.8
Doryrhamphus_excisus	61.4
Dromaius_novaehollandiae	63.5
Dryobates_pubescens	64.6
Dunckerocampus_dactyliophorus	61.7
Echeneis_naucrates	60.5
Egretta_garzetta	60.9
Electrophorus_electricus	60.0
Eleginops_maclovinus	62.2
Elephantulus_edwardii	77.2
Elephas_maximus_indicus	81.3
Eleutherodactylus_coqui	60.4
Embiotoca_jacksoni	60.3
Empidonax_traillii	64.3
Emydura_macquarii_macquarii	58.9
Emys_orbicularis	62.8
Engraulis_encrasicolus	62.2
Entelurus_aequoreus	61.1
Epinephelus_fuscoguttatus	61.3
Epinephelus_lanceolatus	61.5
Epinephelus_moara	61.8
Eptesicus_fuscus	74.7
Equus_asinus	77.4
Equus_caballus	77.5
Equus_przewalskii	77.4
Equus_quagga	77.3
Erinaceus_europaeus	11.1
Erpetoichthys_calabaricus	57.1
Esox_lucius	61.0
Etheostoma_cragini	61.5
Etheostoma_spectabile	61.6
Eulemur_rufifrons	87.9
Eumetopias_jubatus	32.3
Eurypyga_helias	45.1
Falco_biarmicus	63.2
Falco_cherrug	63.2
Falco_naumanni	63.3
Falco_peregrinus	63.1
Falco_rusticolus	63.1
Ficedula_albicollis	62.3
Fukomys_damarensis	68.6
Fulmarus_glacialis	60.6
Fundulus_heteroclitus	63.0
Gadus_chalcogrammus	62.0
Gadus_macrocephalus	61.5
Gadus_morhua	61.3
Galeopterus_variegatus	87.0
Gallus_gallus	61.8
Gambusia_affinis	62.7
Gasterosteus_aculeatus	61.3
Gavia_stellata	63.7
Geotrypetes_seraphini	62.3
Girardinichthys_multiradiatus	61.2
Gopherus_evgoodei	52.7
Gopherus_flavomarginatus	61.5
Gorilla_gorilla_gorilla	99.1
Gouania_willdenowi	59.9
Gracilinanus_agilis	64.5
Grammomys_surdaster	78.7
Grus_americana	63.7
Gymnodraco_acuticeps	62.5
Gymnogyps_californianus	61.4
Haemorhous_mexicanus	64.3
Haliaeetus_albicilla	63.1
Haliaeetus_leucocephalus	62.7
Halichoerus_grypus	77.2
Haplochromis_burtoni	61.5
Harpia_harpyja	62.5
Hemibagrus_wyckioides	59.6
Hemiscyllium_ocellatum	60.1
Heptranchias_perlo	59.5
Heterocephalus_glaber	79.5
Heterodontus_francisci	59.5
Hippocampus_comes	59.3
Hippocampus_zosterae	60.6
Hippoglossus_hippoglossus	62.1
Hippoglossus_stenolepis	62.4
Hippopotamus_amphibius_kiboko	75.3
Hirundo_rustica	63.4
Homo_sapiens	100.0
Hoplias_malabaricus	58.6
Hyla_sarda	60.2
Hylobates_moloch	97.2
Hypanus_sabinus	58.1
Hyperolius_riggenbachi	61.5
Ictalurus_furcatus	58.5
Ictalurus_punctatus	58.3
Ictidomys_tridecemlineatus	77.4
Indicator_indicator	63.7
Kryptolebias_marmoratus	62.5
Labeo_rohita	60.5
Labrus_bergylta	59.8
Labrus_mixtus	60.5
Lampris_incognitus	61.9
Larimichthys_crocea	61.0
Lates_calcarifer	61.6
Lathamus_discolor	61.6
Latimeria_chalumnae	59.9
Lemur_catta	87.8
Lepidothrix_coronata	64.3
Lepisosteus_oculatus	61.9
Leptonychotes_weddellii	51.6
Lepus_europaeus	81.0
Lethenteron_reissneri	60.0
Leucoraja_erinaceus	52.6
Limanda_limanda	61.9
Lonchura_striata	65.0
Lontra_canadensis	75.1
Loxodonta_africana	72.0
Macaca_fascicularis	92.9
Macaca_mulatta	96.0
Macaca_nemestrina	88.4
Macaca_thibetana_thibetana	96.0
Malaclemys_terrapin_pileata	61.6
Manacus_candei	64.2
Manacus_vitellinus	63.8
Mandrillus_leucophaeus	96.2
Marmota_flaviventris	80.2
Marmota_monax	80.6
Mastacembelus_armatus	59.8
Mastomys_coucha	79.7
Mauremys_mutica	62.7
Mauremys_reevesii	62.1
Maylandia_zebra	61.9
Megalobrama_amblycephala	58.6
Megalops_cyprinoides	65.7
Melanerpes_formicivorus	64.5
Melanotaenia_boesemani	60.7
Melopsittacus_undulatus	63.4
Melospiza_georgiana	64.4
Melospiza_melodia_melodia	64.7
Melozone_crissalis	64.9
Meriones_unguiculatus	78.1
Merops_nubicus	61.0
Mesitornis_unicolor	60.4
Mesocricetus_auratus	79.1
Microcaecilia_unicolor	62.1
Microcebus_murinus	82.1
Micropterus_dolomieu	61.4
Micropterus_salmoides	61.1
Microtus_ochrogaster	78.8
Microtus_oregoni	78.2
Miniopterus_natalensis	72.7
Mirounga_angustirostris	75.5
Misgurnus_anguillicaudatus	58.7
Mobula_hypostoma	59.6
Molossus_molossus	72.5
Molothrus_aeneus	65.0
Molothrus_ater	64.6
Monodelphis_domestica	68.6
Monopterus_albus	60.0
Morone_saxatilis	62.5
Moschus_berezovskii	72.8
Motacilla_alba_alba	63.5
Mugil_cephalus	61.8
Mus_caroli	78.6
Mus_musculus	79.0
Mus_pahari	78.9
Myiozetetes_cayanensis	64.5
Myodes_glareolus	78.0
Myotis_brandtii	70.5
Myotis_daubentonii	74.2
Myotis_myotis	72.5
Myotis_yumanensis	73.2
Myripristis_murdjan	62.9
Myxocyprinus_asiaticus	59.6
Nannospalax_galili	81.3
Nanorana_parkeri	60.2
Narcine_bancroftii	58.7
Nematolebias_whitei	61.9
Neoarius_graeffei	59.6
Neolamprologus_brichardi	60.8
Neopelma_chrysocephalum	63.4
Neopsephotus_bourkii	63.0
Nerophis_ophidion	60.6
Nipponia_nippon	61.1
Nomascus_leucogenys	97.0
Nothobranchius_furzeri	60.7
Nothoprocta_perdicaria	63.3
Notolabrus_celidotus	60.3
Notothenia_coriiceps	62.7
Numida_meleagris	62.6
Nyctibius_grandis	63.6
Nycticebus_coucang	83.9
Ochotona_curzoniae	79.6
Ochotona_princeps	79.4
Octodon_degus	79.9
Odobenus_rosmarus_divergens	50.5
Oenanthe_melanoleuca	64.1
Oncorhynchus_gorbuscha	63.3
Oncorhynchus_keta	56.7
Oncorhynchus_kisutch	62.9
Oncorhynchus_masou_masou	61.9
Oncorhynchus_mykiss	63.1
Oncorhynchus_tshawytscha	62.9
Onychomys_torridus	80.0
Onychostoma_macrolepis	59.8
Onychostruthus_taczanowskii	63.9
Opisthocomus_hoazin	59.9
Oreochromis_aureus	57.8
Oreochromis_niloticus	61.9
Ornithorhynchus_anatinus	67.8
Orycteropus_afer_afer	75.8
Oryctolagus_cuniculus	80.4
Oryzias_latipes	63.0
Oryzias_melastigma	62.1
Otolemur_garnettii	83.8
Oxyura_jamaicensis	61.8
Pangasianodon_hypophthalmus	60.5
Pan_paniscus	93.7
Pan_troglodytes	96.1
Papio_anubis	95.6
Paralichthys_olivaceus	62.1
