species	ident
Accipiter_gentilis	78.0
Acinonyx_jubatus	94.8
Acomys_russatus	75.1
Agelaius_phoeniceus	76.7
Ailuropoda_melanoleuca	95.2
Alexandromys_fortis	65.3
Alligator_mississippiensis	72.8
Alligator_sinensis	71.6
Amblyraja_radiata	60.9
Ambystoma_mexicanum	69.1
Ammospiza_caudacuta	57.3
Ammospiza_nelsoni	77.7
Anas_acuta	73.7
Anas_platyrhynchos	76.1
Anomalospiza_imberbis	77.1
Anser_cygnoides	74.0
Antechinus_flavipes	88.3
Antrostomus_carolinensis	49.8
Aotus_nancymaae	97.4
Aphelocoma_coerulescens	77.6
Apodemus_sylvaticus	74.8
Aptenodytes_forsteri	75.3
Apteryx_mantelli	78.9
Apteryx_rowi	76.1
Apus_apus	78.1
Aquila_chrysaetos_chrysaetos	79.1
Artibeus_jamaicensis	94.6
Arvicanthis_niloticus	75.5
Arvicola_amphibius	74.7
Athene_cunicularia	50.3
Aythya_fuligula	77.9
Balaenoptera_acutorostrata	79.7
Balaenoptera_musculus	94.2
Balaenoptera_ricei	94.2
Bison_bison_bison	88.1
Bombina_bombina	72.1
Bos_indicus_x_Bos_taurus	71.2
Bos_javanicus	88.1
Bos_mutus	88.1
Bos_taurus	71.3
Bubalus_bubalis	94.1
Bubalus_kerabau	88.0
Budorcas_taxicolor	94.4
Bufo_bufo	70.0
Bufo_gargarizans	70.3
Calidris_pugnax	74.2
Callithrix_jacchus	93.7
Callorhinus_ursinus	91.2
Caloenas_nicobarica	78.2
Calypte_anna	77.4
Camarhynchus_parvulus	77.6
Camelus_bactrianus	80.2
Camelus_dromedarius	80.4
Camelus_ferus	69.1
Canis_lupus_dingo	81.2
Capra_hircus	94.4
Capricornis_sumatraensis	94.2
Caretta_caretta	78.0
Carlito_syrichta	80.8
Castor_canadensis	94.2
Catharus_ustulatus	76.6
Cebus_imitator	97.2
Centrocercus_urophasianus	78.6
Ceratotherium_simum_simum	95.7
Cercocebus_atys	98.9
Cervus_canadensis	70.8
Cervus_elaphus	70.8
Chaetura_pelagica	60.6
Chamaea_fasciata	77.6
Charadrius_vociferus	76.0
Chelonia_mydas	76.6
Chelonoidis_abingdonii	79.7
Chinchilla_lanigera	93.3
Chionomys_nivalis	74.9
Chiroxiphia_lanceolata	77.4
Chlorocebus_sabaeus	90.8
Choloepus_didactylus	93.9
Chroicocephalus_ridibundus	77.9
Chrysemys_picta_bellii	72.5
Chrysochloris_asiatica	93.7
Cinclus_cinclus	76.9
Colius_striatus	78.4
Colobus_angolensis_palliatus	84.1
Columba_livia	78.0
Condylura_cristata	68.7
Corapipo_altera	77.5
Corvus_brachyrhynchos	49.0
Corvus_cornix_cornix	77.6
Corvus_hawaiiensis	77.6
Corvus_kubaryi	77.6
Corvus_moneduloides	77.6
Coturnix_japonica	77.9
Cricetulus_griseus	88.4
Crocodylus_porosus	78.1
Cuculus_canorus	77.5
Cyanistes_caeruleus	57.7
Cygnus_atratus	73.7
Cygnus_olor	73.8
Cynocephalus_volans	95.1
Cyrtonyx_montezumae	79.1
Dama_dama	93.5
Dasypus_novemcinctus	93.2
Delphinapterus_leucas	79.6
Delphinus_delphis	74.5
Dendropsophus_ebraccatus	70.5
Dermochelys_coriacea	77.1
Desmodus_rotundus	94.5
Diceros_bicornis_minor	95.7
Dipodomys_merriami	83.3
Dipodomys_ordii	83.1
Dipodomys_spectabilis	89.9
Dromaius_novaehollandiae	79.1
Dromiciops_gliroides	88.2
Dryobates_pubescens	77.1
Echinops_telfairi	77.7
Egretta_garzetta	77.8
Elephantulus_edwardii	92.9
Elephas_maximus_indicus	94.1
Eleutherodactylus_coqui	70.3
Empidonax_traillii	73.1
Emydura_macquarii_macquarii	79.6
Emys_orbicularis	79.4
Enhydra_lutris_kenyoni	67.4
Eptesicus_fuscus	95.3
Equus_asinus	93.2
Equus_caballus	73.2
