species	ident
Acanthopagrus_latus	49.8
Accipiter_gentilis	53.6
Acinonyx_jubatus	69.5
Acipenser_ruthenus	51.0
Acomys_russatus	69.6
Agelaius_phoeniceus	56.0
Alexandromys_fortis	73.4
Alligator_mississippiensis	56.6
Alligator_sinensis	56.5
Ambystoma_mexicanum	53.4
Amia_calva	52.8
Ammospiza_caudacuta	57.5
Ammospiza_nelsoni	57.9
Amphiprion_ocellaris	46.4
Anabas_testudineus	44.3
Anarrhichthys_ocellatus	51.0
Anas_acuta	57.2
Anas_platyrhynchos	52.1
Anguilla_anguilla	53.0
Anguilla_rostrata	53.5
Anomalospiza_imberbis	55.9
Anoplopoma_fimbria	51.7
Anser_cygnoides	57.3
Antechinus_flavipes	62.3
Antennarius_striatus	46.0
Aotus_nancymaae	85.4
Aphelocoma_coerulescens	56.1
Apodemus_sylvaticus	67.4
Aptenodytes_forsteri	58.0
Apteryx_mantelli	59.1
Apus_apus	52.6
Aquila_chrysaetos_chrysaetos	51.3
Archocentrus_centrarchus	50.0
Artibeus_jamaicensis	64.0
Arvicanthis_niloticus	65.2
Arvicola_amphibius	72.6
Astatotilapia_calliptera	44.9
Astyanax_mexicanus	50.2
Aythya_fuligula	57.6
Balaenoptera_acutorostrata	78.3
Balaenoptera_musculus	78.4
Balaenoptera_ricei	78.4
Betta_splendens	53.4
Bison_bison_bison	77.2
Boleophthalmus_pectinirostris	50.9
Bombina_bombina	52.0
Bos_indicus_x_Bos_taurus	77.4
Bos_javanicus	76.8
Bos_mutus	77.1
Bos_taurus	77.4
Brachionichthys_hirsutus	53.8
Brachyistius_frenatus	49.6
Brienomyrus_brachyistius	53.9
Bubalus_bubalis	75.6
Bubalus_kerabau	77.3
Budorcas_taxicolor	77.0
Bufo_bufo	48.3
Bufo_gargarizans	48.3
Calidris_pugnax	56.6
Callorhinus_ursinus	58.4
Caloenas_nicobarica	55.6
Camarhynchus_parvulus	54.6
Camelus_bactrianus	72.2
Camelus_dromedarius	71.8
Camelus_ferus	72.2
Canis_lupus_dingo	55.3
Canis_lupus_familiaris	77.4
Capra_hircus	67.5
Capricornis_sumatraensis	77.2
Carassius_carassius	49.5
Carassius_gibelio	50.1
Caretta_caretta	58.0
Carlito_syrichta	47.2
Castor_canadensis	74.5
Catharus_ustulatus	55.9
Cavia_porcellus	67.8
Cebidichthys_violaceus	52.3
Cebus_imitator	84.1
Centrocercus_urophasianus	57.4
Centropristis_striata	51.1
Ceratotherium_simum_simum	80.6
Cercocebus_atys	77.0
Cervus_canadensis	68.7
Cervus_elaphus	68.7
Chamaea_fasciata	56.8
Channa_argus	51.1
Chanodichthys_erythropterus	50.5
Chanos_chanos	52.8
Cheilinus_undulatus	47.0
Chelmon_rostratus	50.3
Chelonia_mydas	52.5
Chelonoidis_abingdonii	57.1
Chinchilla_lanigera	74.2
Chionomys_nivalis	72.0
Chiroxiphia_lanceolata	56.2
Chlorocebus_sabaeus	93.1
Choloepus_didactylus	76.2
Chrysemys_picta_bellii	57.2
Chrysochloris_asiatica	72.3
Cinclus_cinclus	56.1
Clarias_gariepinus	50.5
Clinocottus_analis	51.0
