species	ident
Acanthochromis_polyacanthus	30.8
Acanthopagrus_latus	29.6
Accipiter_gentilis	44.8
Acinonyx_jubatus	39.2
Acipenser_ruthenus	32.3
Acomys_russatus	39.0
Agelaius_phoeniceus	40.0
Ailuropoda_melanoleuca	39.0
Alexandromys_fortis	35.6
Alligator_mississippiensis	33.9
Alosa_alosa	31.8
Alosa_sapidissima	31.5
Amblyraja_radiata	40.7
Ambystoma_mexicanum	36.5
Amia_calva	37.0
Ammospiza_caudacuta	37.3
Ammospiza_nelsoni	36.9
Amphiprion_ocellaris	32.2
Anabas_testudineus	33.9
Anarrhichthys_ocellatus	31.9
Anas_acuta	40.9
Anas_platyrhynchos	40.9
Anguilla_anguilla	30.9
Anguilla_rostrata	32.5
Anoplopoma_fimbria	32.5
Anser_cygnoides	47.0
Antennarius_striatus	32.0
Antrostomus_carolinensis	23.3
Aphelocoma_coerulescens	37.0
Apodemus_sylvaticus	38.1
Aptenodytes_forsteri	37.3
Apteryx_mantelli	36.6
Apteryx_rowi	43.2
Apus_apus	39.1
Aquila_chrysaetos_chrysaetos	40.5
Archocentrus_centrarchus	31.2
Artibeus_jamaicensis	40.6
Arvicanthis_niloticus	39.4
Arvicola_amphibius	36.0
Astatotilapia_calliptera	30.8
Astyanax_mexicanus	29.8
Athene_cunicularia	37.6
Austrofundulus_limnaeus	31.8
Aythya_fuligula	31.4
Balaenoptera_acutorostrata	43.2
Balaenoptera_musculus	43.4
Balaenoptera_ricei	67.9
Balearica_regulorum_gibbericeps	40.1
Betta_splendens	31.9
Bison_bison_bison	65.4
Boleophthalmus_pectinirostris	29.3
Bombina_bombina	35.5
Bos_indicus	65.4
Bos_indicus_x_Bos_taurus	65.6
Bos_javanicus	62.7
Bos_mutus	65.4
Bos_taurus	40.6
Brachionichthys_hirsutus	32.6
Brachyistius_frenatus	33.0
Brienomyrus_brachyistius	35.9
Bubalus_bubalis	57.2
Bubalus_kerabau	58.6
Budorcas_taxicolor	42.4
Bufo_bufo	35.3
Bufo_gargarizans	35.4
Calidris_pugnax	30.8
Caloenas_nicobarica	42.1
Calypte_anna	41.9
Camarhynchus_parvulus	36.2
Canis_lupus_dingo	52.3
Canis_lupus_familiaris	38.3
Capra_hircus	65.4
Capricornis_sumatraensis	42.9
Carassius_auratus	31.0
Carassius_gibelio	31.0
Carcharodon_carcharias	35.4
Catharus_ustulatus	40.5
Cavia_porcellus	41.3
Cebidichthys_violaceus	30.8
Cebus_imitator	44.9
Centrocercus_urophasianus	37.0
Centropristis_striata	32.7
Ceratotherium_simum_simum	41.8
Cercocebus_atys	84.3
Cervus_canadensis	42.5
Cervus_elaphus	42.5
Channa_argus	30.3
Chanodichthys_erythropterus	31.8
Chanos_chanos	34.8
Charadrius_vociferus	39.2
Cheilinus_undulatus	32.8
Chelmon_rostratus	31.6
Chelonia_mydas	38.4
Chelonoidis_abingdonii	25.5
Chiloscyllium_plagiosum	32.3
Chinchilla_lanigera	42.1
Chionomys_nivalis	35.8
Chiroxiphia_lanceolata	42.3
Chlorocebus_sabaeus	70.8
Choloepus_didactylus	33.4
Chroicocephalus_ridibundus	40.6
Chrysemys_picta_bellii	38.4
Cinclus_cinclus	36.4
Clarias_gariepinus	34.1
Clinocottus_analis	30.3
Clupea_harengus	30.3
Colius_striatus	42.1
Colobus_angolensis_palliatus	84.1
Cololabis_saira	32.1
Colossoma_macropomum	33.1
Columba_livia	36.7
Condylura_cristata	41.6
Conger_conger	30.8
Corapipo_altera	53.0
Corvus_hawaiiensis	36.2
Cottoperca_gobio	31.5
Coturnix_japonica	37.3
Cricetulus_griseus	39.0
Cuculus_canorus	39.2
Cyclopterus_lumpus	31.3
Cygnus_atratus	40.0
Cygnus_olor	39.5
Cynocephalus_volans	42.9
Cynoglossus_semilaevis	32.5
Cyprinodon_tularosa	30.5
Cyprinodon_variegatus	31.3
Cyprinus_carpio	30.9
Cyrtonyx_montezumae	37.3
Dama_dama	42.8
Danio_aesculapii	30.1
Danio_rerio	32.1
Dasypus_novemcinctus	41.1
Delphinapterus_leucas	43.3
Delphinus_delphis	67.7
Dendropsophus_ebraccatus	34.4
Denticeps_clupeoides	45.5
Dermochelys_coriacea	37.4
Desmodus_rotundus	40.9
Dicentrarchus_labrax	31.7
Diceros_bicornis_minor	42.0
Dipodomys_merriami	37.8
Dipodomys_ordii	40.7
Dipodomys_spectabilis	40.4
Doryrhamphus_excisus	33.1
Dromaius_novaehollandiae	37.3
Dryobates_pubescens	36.5
Dunckerocampus_dactyliophorus	30.8
Echeneis_naucrates	33.3
Echinops_telfairi	40.4
Electrophorus_electricus	30.7
Eleginops_maclovinus	31.8
Elephantulus_edwardii	59.3
Elephas_maximus_indicus	41.0
Eleutherodactylus_coqui	34.2
Embiotoca_jacksoni	33.0
Empidonax_traillii	54.3
Emys_orbicularis	38.0
Engraulis_encrasicolus	32.1
Enhydra_lutris_kenyoni	39.1
Entelurus_aequoreus	32.4
Epinephelus_fuscoguttatus	33.2
Epinephelus_lanceolatus	33.3
Epinephelus_moara	33.2
Eptesicus_fuscus	42.0
Equus_asinus	43.5
Equus_caballus	42.0
Equus_przewalskii	42.0
Equus_quagga	42.2
Erinaceus_europaeus	37.6
Erpetoichthys_calabaricus	41.8
Eschrichtius_robustus	43.3
Esox_lucius	30.0
Etheostoma_cragini	32.7
Etheostoma_spectabile	29.8
Eubalaena_glacialis	68.4
Eulemur_rufifrons	41.0
Eumetopias_jubatus	39.1
Falco_biarmicus	40.5
Falco_cherrug	41.5
Falco_naumanni	37.9
Falco_peregrinus	41.5
Falco_rusticolus	22.2
Felis_catus	38.8
Ficedula_albicollis	16.2
Fukomys_damarensis	40.4
Fulmarus_glacialis	43.3
Fundulus_heteroclitus	37.0
Gadus_chalcogrammus	29.8
Gadus_macrocephalus	35.9
Gadus_morhua	29.8
Gallus_gallus	37.3
Gambusia_affinis	30.7
Gasterosteus_aculeatus	33.8
Gavia_stellata	40.8
Geospiza_fortis	36.1
Girardinichthys_multiradiatus	29.9
Globicephala_melas	67.9
Gopherus_evgoodei	38.8
Gopherus_flavomarginatus	38.7
Gorilla_gorilla_gorilla	88.2
Gouania_willdenowi	30.7
