species	ident
Accipiter_gentilis	59.2
Agelaius_phoeniceus	58.5
Alligator_mississippiensis	58.7
Alligator_sinensis	59.0
Ambystoma_mexicanum	58.8
Anas_acuta	59.2
Anas_platyrhynchos	59.2
Anomalospiza_imberbis	58.1
Anser_cygnoides	59.2
Antechinus_flavipes	64.1
Aotus_nancymaae	83.1
Aphelocoma_coerulescens	58.5
Aptenodytes_forsteri	59.0
Apteryx_mantelli	58.6
Apteryx_rowi	58.6
Apus_apus	58.7
Aquila_chrysaetos_chrysaetos	58.8
Athene_cunicularia	58.7
Aythya_fuligula	59.0
Bombina_bombina	51.9
Bos_taurus	33.2
Bufo_bufo	55.0
Calidris_pugnax	58.5
Callithrix_jacchus	82.2
Caloenas_nicobarica	59.6
Calypte_anna	59.0
Camarhynchus_parvulus	58.2
Caretta_caretta	59.4
Castor_canadensis	58.2
Cebus_imitator	82.4
Centrocercus_urophasianus	59.3
Cercocebus_atys	92.7
Chaetura_pelagica	58.9
Charadrius_vociferus	58.1
Chelonia_mydas	59.7
Chelonoidis_abingdonii	58.6
Chiroxiphia_lanceolata	58.0
Chlorocebus_sabaeus	93.2
Chroicocephalus_ridibundus	56.3
Chrysemys_picta_bellii	58.6
Cinclus_cinclus	58.1
Colius_striatus	59.4
Colobus_angolensis_palliatus	92.9
Columba_livia	59.4
Corapipo_altera	58.0
Corvus_cornix_cornix	58.3
Corvus_hawaiiensis	58.1
Corvus_kubaryi	58.4
Corvus_moneduloides	58.3
Coturnix_japonica	58.2
Crocodylus_porosus	58.9
Cuculus_canorus	59.2
Cyanistes_caeruleus	58.5
Cygnus_atratus	59.3
Cygnus_olor	59.2
Cyrtonyx_montezumae	58.3
Dendropsophus_ebraccatus	36.2
Dermochelys_coriacea	59.4
Dromaius_novaehollandiae	58.5
Dromiciops_gliroides	64.9
Dryobates_pubescens	59.3
Eleutherodactylus_coqui	54.1
Emydura_macquarii_macquarii	58.8
Emys_orbicularis	58.2
Falco_biarmicus	58.4
Falco_cherrug	58.4
Falco_naumanni	58.2
Falco_peregrinus	58.4
Falco_rusticolus	58.4
Ficedula_albicollis	58.6
Gallus_gallus	58.7
Gavialis_gangeticus	58.8
Gavia_stellata	58.8
Geospiza_fortis	58.2
Geotrypetes_seraphini	54.3
Gopherus_evgoodei	57.8
Gopherus_flavomarginatus	58.4
Gorilla_gorilla_gorilla	98.3
Gracilinanus_agilis	64.6
Grus_americana	59.1
Gymnogyps_californianus	58.7
Haemorhous_mexicanus	58.3
Haliaeetus_albicilla	58.7
Haliaeetus_leucocephalus	58.7
Halichoerus_grypus	54.6
Harpia_harpyja	58.9
Hirundo_rustica	59.2
Homo_sapiens	100.0
Hyla_sarda	55.8
Hylobates_moloch	96.1
Indicator_indicator	60.4
Lagopus_leucura	59.4
Lagopus_muta	59.3
Lathamus_discolor	59.5
Lepidothrix_coronata	58.0
Lonchura_striata	58.0
Loxodonta_africana	53.2
Macaca_fascicularis	93.0
Macaca_mulatta	93.2
Macaca_nemestrina	93.3
Macaca_thibetana_thibetana	93.0
Malaclemys_terrapin_pileata	58.2
Manacus_candei	57.8
Manacus_vitellinus	58.0
Mandrillus_leucophaeus	93.1
Mauremys_mutica	58.6
Mauremys_reevesii	58.3
Melanerpes_formicivorus	59.4
Melopsittacus_undulatus	58.9
Microcaecilia_unicolor	54.2
Molothrus_aeneus	59.4
Molothrus_ater	59.0
Monodelphis_domestica	65.1
Motacilla_alba_alba	58.0
Myiozetetes_cayanensis	58.2
Nanorana_parkeri	56.6
Neomonachus_schauinslandi	54.3
Neopelma_chrysocephalum	58.0
Neopsephotus_bourkii	58.8
Nipponia_nippon	58.6
Nomascus_leucogenys	96.2
Nothoprocta_perdicaria	60.4
Numida_meleagris	59.3
Nyctibius_grandis	58.4
Oenanthe_melanoleuca	58.3
Onychostruthus_taczanowskii	58.4
Opisthocomus_hoazin	58.3
Ornithorhynchus_anatinus	63.5
Oxyura_jamaicensis	58.7
Pan_paniscus	99.1
Pan_troglodytes	99.1
Papio_anubis	92.9
Parus_major	58.7
Passer_domesticus	59.1
Passer_montanus	58.8
Patagioenas_fasciata	59.4
Pelobates_fuscus	55.5
Pelodiscus_sinensis	58.0
Petaurus_breviceps_papuanus	63.0
Pezoporus_flaviventris	59.2
Pezoporus_occidentalis	59.1
