species	ident
Accipiter_gentilis	57.1
Acinonyx_jubatus	90.1
Agelaius_phoeniceus	56.3
Ailuropoda_melanoleuca	86.2
Alligator_mississippiensis	60.0
Ammospiza_caudacuta	56.6
Ammospiza_nelsoni	56.6
Anas_acuta	59.6
Anomalospiza_imberbis	53.2
Anser_cygnoides	57.9
Antechinus_flavipes	69.3
Antrostomus_carolinensis	45.3
Aotus_nancymaae	95.7
Aphelocoma_coerulescens	55.1
Aptenodytes_forsteri	49.1
Apteryx_mantelli	56.3
Apteryx_rowi	56.3
Apus_apus	57.3
Aquila_chrysaetos_chrysaetos	55.9
Artibeus_jamaicensis	87.5
Aythya_fuligula	34.4
Balaenoptera_acutorostrata	86.0
Balaenoptera_musculus	85.4
Balaenoptera_ricei	85.1
Bison_bison_bison	89.3
Bos_indicus	89.1
Bos_indicus_x_Bos_taurus	89.3
Bos_javanicus	89.1
Bos_mutus	89.1
Bos_taurus	89.3
Bubalus_bubalis	89.3
Bubalus_kerabau	89.3
Budorcas_taxicolor	88.9
Bufo_gargarizans	44.8
Calidris_pugnax	52.3
Callithrix_jacchus	80.5
Callorhinus_ursinus	89.9
Caloenas_nicobarica	56.8
Camarhynchus_parvulus	35.3
Camelus_bactrianus	73.0
Camelus_dromedarius	73.0
Camelus_ferus	70.6
Canis_lupus_dingo	86.6
Canis_lupus_familiaris	86.6
Capra_hircus	88.0
Capricornis_sumatraensis	89.3
Caretta_caretta	62.6
Castor_canadensis	82.8
Catharus_ustulatus	53.3
Cavia_porcellus	80.8
Cebus_imitator	95.1
Centrocercus_urophasianus	57.9
Ceratotherium_simum_simum	88.9
Cercocebus_atys	95.9
Cervus_canadensis	89.1
Cervus_elaphus	89.1
Chamaea_fasciata	54.4
Chelonia_mydas	61.5
Chinchilla_lanigera	81.2
Chiroxiphia_lanceolata	37.2
Chlorocebus_sabaeus	95.9
Choloepus_didactylus	90.1
Chroicocephalus_ridibundus	58.0
Chrysemys_picta_bellii	64.3
Chrysochloris_asiatica	85.5
Cinclus_cinclus	52.6
Colius_striatus	58.7
Colobus_angolensis_palliatus	96.5
Columba_livia	57.4
Condylura_cristata	67.9
Corapipo_altera	37.6
Corvus_brachyrhynchos	53.5
Corvus_cornix_cornix	53.7
Corvus_hawaiiensis	53.7
Corvus_kubaryi	53.7
Corvus_moneduloides	44.3
Cuculus_canorus	59.5
Cyanistes_caeruleus	43.7
Cygnus_atratus	59.5
Cygnus_olor	59.8
Cynocephalus_volans	91.6
Cyrtonyx_montezumae	56.7
Dama_dama	88.9
Dasypus_novemcinctus	89.0
Delphinapterus_leucas	89.3
Delphinus_delphis	89.1
Dermochelys_coriacea	62.7
Desmodus_rotundus	87.2
Diceros_bicornis_minor	88.3
Dromaius_novaehollandiae	56.0
Dromiciops_gliroides	64.2
Dryobates_pubescens	56.6
Echinops_telfairi	67.6
Elephantulus_edwardii	80.4
Empidonax_traillii	43.1
Emydura_macquarii_macquarii	63.5
Emys_orbicularis	65.3
Enhydra_lutris_kenyoni	88.1
Eptesicus_fuscus	88.9
Erinaceus_europaeus	81.1
Eubalaena_glacialis	51.8
Eulemur_rufifrons	92.4
Eumetopias_jubatus	89.5
Falco_biarmicus	56.3
Falco_cherrug	56.1
Falco_naumanni	57.1
Falco_peregrinus	56.3
Felis_catus	89.5
Ficedula_albicollis	44.5
Fukomys_damarensis	83.3
Gallus_gallus	57.8
Gavia_stellata	57.1
Geospiza_fortis	43.4
Geotrypetes_seraphini	31.5
Globicephala_melas	88.9
Gopherus_evgoodei	65.1
Gopherus_flavomarginatus	65.3
Gorilla_gorilla_gorilla	99.2
Gracilinanus_agilis	70.3
Grus_americana	58.9
Gymnogyps_californianus	55.5
Haemorhous_mexicanus	55.8
Haliaeetus_albicilla	55.8
Halichoerus_grypus	88.7
Harpia_harpyja	55.9
Heterocephalus_glaber	82.6
Hippopotamus_amphibius_kiboko	86.4
Hipposideros_armiger	88.9
Hirundo_rustica	52.8
Homo_sapiens	100.0
Hyaena_hyaena	88.1
Hylobates_moloch	98.4
Hyperolius_riggenbachi	46.2
Ictidomys_tridecemlineatus	85.1
Indicator_indicator	57.7
Jaculus_jaculus	79.5
Kogia_breviceps	64.0
Lagenorhynchus_albirostris	88.3
Lagenorhynchus_obliquidens	88.7
Lagopus_leucura	57.5
Lagopus_muta	57.9
Lathamus_discolor	61.0
Lemur_catta	91.4
Leopardus_geoffroyi	89.1
Lepidothrix_coronata	38.5
Leptonychotes_weddellii	88.1
Lepus_europaeus	78.4
Lipotes_vexillifer	88.0
Lonchura_striata	46.4
Lontra_canadensis	88.0
Lutra_lutra	87.5
Lynx_canadensis	89.5
Lynx_rufus	89.5
Macaca_fascicularis	96.3
Macaca_mulatta	96.1
Macaca_nemestrina	96.1
Macaca_thibetana_thibetana	96.3
Malaclemys_terrapin_pileata	65.2
Manacus_candei	54.7
Manacus_vitellinus	45.6
Mandrillus_leucophaeus	96.1
Manis_javanica	88.5
Manis_pentadactyla	87.9
Marmota_marmota_marmota	69.9
Marmota_monax	68.3
Mauremys_mutica	63.8
Mauremys_reevesii	63.8
Melanerpes_formicivorus	56.6
Meleagris_gallopavo	56.9
Meles_meles	88.1
Melopsittacus_undulatus	47.5
Melospiza_georgiana	55.3
Melospiza_melodia_melodia	56.7
Melozone_crissalis	57.1
Mesoplodon_densirostris	88.4
Microcebus_murinus	91.6
Miniopterus_natalensis	88.9
Mirounga_angustirostris	78.7
Molossus_molossus	88.9
Molothrus_aeneus	56.3
Molothrus_ater	55.9
Monodelphis_domestica	64.3
Monodon_monoceros	89.3
Moschus_berezovskii	89.9
Motacilla_alba_alba	44.9
Muntiacus_reevesi	88.5
Mustela_erminea	88.5
Mustela_lutreola	88.5
Mustela_nigripes	88.7
Mustela_putorius_furo	88.7
Myiozetetes_cayanensis	54.8
Myotis_brandtii	87.8
Myotis_daubentonii	87.9
Myotis_davidii	88.0
Myotis_lucifugus	87.7
Myotis_myotis	88.2
Myotis_yumanensis	87.9
Neofelis_nebulosa	71.7
Neogale_vison	88.9
Neomonachus_schauinslandi	88.5
Neopelma_chrysocephalum	38.7
Neophocaena_asiaeorientalis_asiaeorientalis	89.7
Neopsephotus_bourkii	60.3
Nomascus_leucogenys	98.2
Numida_meleagris	35.1
Nyctereutes_procyonoides	86.8
Nyctibius_grandis	53.4
Nycticebus_coucang	89.5
Octodon_degus	79.6
Odocoileus_virginianus	89.3
Oenanthe_melanoleuca	56.1
Onychostruthus_taczanowskii	52.2
Orcinus_orca	89.5
Ornithorhynchus_anatinus	63.1
Orycteropus_afer_afer	82.2
Oryctolagus_cuniculus	78.5
Oryx_dammah	88.9
Otolemur_garnettii	89.5
Ovis_aries	88.3
Ovis_canadensis	88.7
Pan_paniscus	99.8
Panthera_leo	89.7
Panthera_onca	71.9
Panthera_pardus	89.5
Panthera_tigris	89.7
Panthera_uncia	89.3
Pan_troglodytes	99.8
Papio_anubis	95.7
Passer_domesticus	52.9
Passer_montanus	53.0
Patagioenas_fasciata	54.7
Pelodiscus_sinensis	58.7
Petaurus_breviceps_papuanus	70.8
Pezoporus_flaviventris	61.1
Pezoporus_occidentalis	60.9
Pezoporus_wallicus	61.3
Phacochoerus_africanus	89.3
Phaenicophaeus_curvirostris	56.4
Phalacrocorax_carbo	56.5
Phascolarctos_cinereus	61.8
Phocoena_phocoena	89.5
Phocoena_sinus	89.5
Phyllostomus_discolor	87.5
Phyllostomus_hastatus	87.5
Physeter_macrocephalus	87.9
Piliocolobus_tephrosceles	96.5
Pipistrellus_kuhlii	88.5
Pipra_filicauda	54.2
Pogoniulus_pusillus	57.0
