species	ident
Accipiter_gentilis	29.8
Acinonyx_jubatus	33.5
Acomys_russatus	45.7
Agelaius_phoeniceus	34.3
Alexandromys_fortis	53.2
Alligator_mississippiensis	31.4
Alligator_sinensis	35.6
Amblyraja_radiata	27.3
Anas_acuta	31.1
Anas_platyrhynchos	31.1
Anomalospiza_imberbis	27.7
Anser_cygnoides	31.2
Antechinus_flavipes	35.4
Aotus_nancymaae	51.3
Aphelocoma_coerulescens	29.1
Apodemus_sylvaticus	32.9
Aptenodytes_forsteri	24.1
Apteryx_mantelli	26.8
Apteryx_rowi	26.8
Apus_apus	39.4
Aquila_chrysaetos_chrysaetos	30.8
Artibeus_jamaicensis	37.3
Arvicanthis_niloticus	38.0
Arvicola_amphibius	39.3
Athene_cunicularia	28.8
Aythya_fuligula	31.1
Balaenoptera_acutorostrata	35.4
Balaenoptera_musculus	53.8
Balaenoptera_ricei	33.0
Bison_bison_bison	53.8
Bombina_bombina	34.4
Bos_indicus	42.8
Bos_indicus_x_Bos_taurus	42.8
Bos_javanicus	49.2
Bos_mutus	43.3
Bos_taurus	49.1
Bubalus_bubalis	42.1
Bubalus_kerabau	24.6
Budorcas_taxicolor	51.0
Callithrix_jacchus	78.7
Callorhinus_ursinus	54.6
Camarhynchus_parvulus	25.5
Camelus_bactrianus	41.5
Camelus_dromedarius	40.8
Canis_lupus_dingo	42.3
Canis_lupus_familiaris	42.5
Capra_hircus	44.9
Caretta_caretta	33.0
Carlito_syrichta	34.4
Castor_canadensis	34.0
Cavia_porcellus	51.0
Cebus_imitator	53.0
Centrocercus_urophasianus	32.3
Cercocebus_atys	48.0
Cervus_canadensis	51.0
Cervus_elaphus	51.0
Chaetura_pelagica	42.6
Chamaea_fasciata	32.8
Charadrius_vociferus	24.9
Chelonia_mydas	42.0
Chelonoidis_abingdonii	41.1
Chinchilla_lanigera	39.2
Chionomys_nivalis	38.8
Chiroxiphia_lanceolata	30.7
Chlorocebus_sabaeus	46.8
Chroicocephalus_ridibundus	31.8
Chrysemys_picta_bellii	26.6
Cinclus_cinclus	23.7
Colobus_angolensis_palliatus	80.6
Corapipo_altera	30.0
Cricetulus_griseus	36.4
Crocodylus_porosus	31.8
Cuculus_canorus	39.5
Cyanistes_caeruleus	24.6
Cygnus_atratus	31.2
Cygnus_olor	31.2
Cynocephalus_volans	39.0
Cyrtonyx_montezumae	31.8
Dama_dama	44.3
Delphinapterus_leucas	53.3
Delphinus_delphis	50.4
Dermochelys_coriacea	41.5
Desmodus_rotundus	39.4
Diceros_bicornis_minor	42.8
Dipodomys_merriami	38.9
Dipodomys_ordii	38.3
Dipodomys_spectabilis	46.9
Dromaius_novaehollandiae	28.8
Egretta_garzetta	31.7
Elephas_maximus_indicus	35.6
Eleutherodactylus_coqui	40.2
Empidonax_traillii	30.2
Emydura_macquarii_macquarii	36.8
Emys_orbicularis	26.8
Enhydra_lutris_kenyoni	40.0
Eptesicus_fuscus	40.6
Equus_asinus	47.3
Equus_caballus	37.9
Equus_przewalskii	37.9
Equus_quagga	37.9
Erinaceus_europaeus	43.1
Eschrichtius_robustus	49.6
Eubalaena_glacialis	41.7
Eumetopias_jubatus	54.8
Felis_catus	33.7
Ficedula_albicollis	25.7
Fukomys_damarensis	31.6
Galeopterus_variegatus	39.3
Gallus_gallus	39.6
