species	ident
Accipiter_gentilis	40.2
Acinonyx_jubatus	76.7
Acomys_russatus	60.3
Alexandromys_fortis	60.9
Alligator_mississippiensis	41.7
Alligator_sinensis	42.9
Amblyraja_radiata	44.1
Ambystoma_mexicanum	47.8
Amia_calva	39.2
Anas_acuta	40.3
Anas_platyrhynchos	29.8
Anguilla_anguilla	43.1
Anguilla_rostrata	41.9
Anser_cygnoides	41.5
Antrostomus_carolinensis	41.1
Aotus_nancymaae	75.8
Apaloderma_vittatum	41.5
Aphelocoma_coerulescens	33.0
Apodemus_sylvaticus	61.3
Aptenodytes_forsteri	41.4
Apteryx_mantelli	39.8
Apteryx_rowi	40.0
Apus_apus	36.9
Artibeus_jamaicensis	68.7
Arvicanthis_niloticus	61.2
Arvicola_amphibius	60.7
Astyanax_mexicanus	37.3
Athene_cunicularia	41.2
Aythya_fuligula	40.7
Balaenoptera_acutorostrata	43.4
Balaenoptera_musculus	73.2
Balaenoptera_ricei	73.4
Balearica_regulorum_gibbericeps	43.0
Bison_bison_bison	71.5
Bombina_bombina	43.6
Bos_indicus_x_Bos_taurus	71.9
Bos_javanicus	72.3
Bos_mutus	59.0
Bos_taurus	72.1
Brienomyrus_brachyistius	42.7
Bubalus_bubalis	71.9
Bubalus_kerabau	71.6
Budorcas_taxicolor	71.0
Bufo_bufo	47.0
Bufo_gargarizans	44.5
Calidris_pugnax	40.3
Callithrix_jacchus	74.7
Callorhinchus_milii	43.2
Callorhinus_ursinus	75.6
Caloenas_nicobarica	42.0
Calypte_anna	31.0
Camelus_bactrianus	69.9
Camelus_dromedarius	69.6
Camelus_ferus	69.9
Canis_lupus_dingo	73.4
Canis_lupus_familiaris	73.3
Capra_hircus	39.9
Carassius_auratus	36.9
Carassius_carassius	37.7
Carassius_gibelio	36.1
Carcharodon_carcharias	42.8
Caretta_caretta	39.1
Cariama_cristata	42.9
Castor_canadensis	63.0
Catharus_ustulatus	44.0
Cavia_porcellus	46.2
Cebus_imitator	75.0
Centrocercus_urophasianus	40.0
Ceratotherium_simum_simum	78.9
Cercocebus_atys	92.6
Cervus_canadensis	44.8
Cervus_elaphus	44.8
Chaetura_pelagica	42.4
Chanodichthys_erythropterus	33.2
Charadrius_vociferus	42.6
Chelonia_mydas	39.1
Chelonoidis_abingdonii	39.7
Chiloscyllium_plagiosum	42.9
Chinchilla_lanigera	62.4
Chionomys_nivalis	70.0
Chlamydotis_macqueenii	41.7
Chlorocebus_sabaeus	77.0
Choloepus_didactylus	66.3
Chroicocephalus_ridibundus	33.7
Chrysemys_picta_bellii	40.5
Chrysochloris_asiatica	69.8
Cinclus_cinclus	36.8
Colius_striatus	40.6
Colobus_angolensis_palliatus	78.5
Columba_livia	42.0
Condylura_cristata	60.0
Conger_conger	35.0
Corapipo_altera	39.0
Corvus_brachyrhynchos	41.7
Corvus_cornix_cornix	35.5
Corvus_hawaiiensis	35.1
Corvus_moneduloides	35.2
Coturnix_japonica	42.0
Crocodylus_porosus	38.6
Cuculus_canorus	39.7
Cygnus_atratus	41.0
Cynocephalus_volans	80.9
Cyrtonyx_montezumae	40.7
Dama_dama	69.3
Danio_aesculapii	36.6
Danio_rerio	37.7
Dasypus_novemcinctus	36.1
Delphinapterus_leucas	74.2
Delphinus_delphis	73.7
Dendropsophus_ebraccatus	45.0
Denticeps_clupeoides	40.4
Dermochelys_coriacea	39.3
Desmodus_rotundus	72.6
Diceros_bicornis_minor	79.2
Dipodomys_merriami	64.0
Dipodomys_ordii	49.3
Dipodomys_spectabilis	64.0
Dromaius_novaehollandiae	38.5
Dryobates_pubescens	41.5
Echinops_telfairi	65.2
Elephantulus_edwardii	65.8
Elephas_maximus_indicus	65.2
Eleutherodactylus_coqui	49.2
Embiotoca_jacksoni	40.5
Emys_orbicularis	40.3
Enhydra_lutris_kenyoni	64.8
Eptesicus_fuscus	70.8
Equus_asinus	64.3
Equus_caballus	64.6
Equus_przewalskii	64.5
Erinaceus_europaeus	52.8
Erpetoichthys_calabaricus	45.4
Eschrichtius_robustus	73.8
Eubalaena_glacialis	72.8
Eulemur_rufifrons	78.5
Eumetopias_jubatus	75.6
Eurypyga_helias	42.2
Falco_biarmicus	41.5
Falco_cherrug	41.5
Falco_peregrinus	41.5
Felis_catus	53.5
Fukomys_damarensis	34.7
Fulmarus_glacialis	41.5
Gallus_gallus	40.9
Gavialis_gangeticus	42.3
Gavia_stellata	42.5
Geotrypetes_seraphini	50.7
Globicephala_melas	73.9
Gopherus_evgoodei	43.8
Gopherus_flavomarginatus	41.1
Gorilla_gorilla_gorilla	99.5
Grammomys_surdaster	59.8
Grus_americana	42.2
Gymnogyps_californianus	36.8
Haliaeetus_albicilla	29.6
Haliaeetus_leucocephalus	40.0
Halichoerus_grypus	75.9
