species	ident
Acanthisitta_chloris	65.9
Accipiter_gentilis	62.2
Acinonyx_jubatus	88.8
Acomys_russatus	83.8
Agelaius_phoeniceus	66.8
Alexandromys_fortis	84.6
Alligator_mississippiensis	63.8
Alligator_sinensis	64.8
Amblyraja_radiata	51.9
Ambystoma_mexicanum	61.9
Ammospiza_caudacuta	66.0
Ammospiza_nelsoni	66.0
Anas_acuta	60.2
Anas_platyrhynchos	59.9
Anomalospiza_imberbis	65.5
Anser_cygnoides	62.1
Antechinus_flavipes	72.7
Aotus_nancymaae	90.8
Aphelocoma_coerulescens	63.5
Apodemus_sylvaticus	84.8
Aptenodytes_forsteri	62.0
Apteryx_mantelli	62.0
Apus_apus	61.1
Aquila_chrysaetos_chrysaetos	61.4
Artibeus_jamaicensis	87.0
Arvicanthis_niloticus	84.8
Arvicola_amphibius	85.6
Athene_cunicularia	61.7
Aythya_fuligula	61.0
Balaenoptera_acutorostrata	88.4
Balaenoptera_musculus	88.5
Balaenoptera_ricei	88.5
Balearica_regulorum_gibbericeps	61.7
Bison_bison_bison	72.8
Bos_indicus_x_Bos_taurus	87.2
Bos_javanicus	87.2
Bos_taurus	87.2
Bubalus_bubalis	87.4
Bubalus_kerabau	87.5
Buceros_rhinoceros_silvestris	60.4
Budorcas_taxicolor	87.6
Bufo_bufo	54.9
Bufo_gargarizans	53.9
Calidris_pugnax	61.2
Callithrix_jacchus	90.2
Callorhinus_ursinus	88.9
Caloenas_nicobarica	61.4
Calypte_anna	61.4
Camarhynchus_parvulus	65.6
Camelus_dromedarius	88.7
Camelus_ferus	89.1
Canis_lupus_dingo	86.2
Canis_lupus_familiaris	86.5
Capra_hircus	87.4
Capricornis_sumatraensis	87.5
Caretta_caretta	62.0
Cariama_cristata	61.3
Carlito_syrichta	66.3
Castor_canadensis	85.6
Catharus_ustulatus	65.5
Cavia_porcellus	86.4
Cebus_imitator	91.0
Centrocercus_urophasianus	61.9
Ceratotherium_simum_simum	88.3
Cercocebus_atys	91.8
Cervus_canadensis	87.4
Cervus_elaphus	87.5
Chaetura_pelagica	61.0
Chamaea_fasciata	65.7
Charadrius_vociferus	61.3
Chelonia_mydas	62.5
Chelonoidis_abingdonii	62.6
Chinchilla_lanigera	86.7
Chionomys_nivalis	84.7
Chiroxiphia_lanceolata	62.3
Chlamydotis_macqueenii	61.6
Chlorocebus_sabaeus	91.7
Choloepus_didactylus	86.5
Chroicocephalus_ridibundus	61.3
Chrysemys_picta_bellii	62.2
Chrysochloris_asiatica	86.9
Cinclus_cinclus	65.7
Colius_striatus	61.8
Colobus_angolensis_palliatus	58.4
Columba_livia	62.1
Condylura_cristata	87.3
Corapipo_altera	62.5
Corvus_brachyrhynchos	56.2
Corvus_cornix_cornix	63.3
Corvus_hawaiiensis	63.3
Corvus_moneduloides	63.2
Coturnix_japonica	61.6
Cricetulus_griseus	84.5
Crocodylus_porosus	63.7
Cuculus_canorus	61.0
Cyanistes_caeruleus	64.6
Cygnus_atratus	61.5
Cygnus_olor	61.8
Cynocephalus_volans	88.0
Cyrtonyx_montezumae	59.3
Dama_dama	87.5
Dasypus_novemcinctus	86.2
Delphinapterus_leucas	87.9
Delphinus_delphis	88.1
Dendropsophus_ebraccatus	57.3
Dermochelys_coriacea	62.8
Desmodus_rotundus	87.2
Diceros_bicornis_minor	88.3
Dipodomys_merriami	77.1
Dipodomys_ordii	60.8
Dipodomys_spectabilis	77.0
Dromaius_novaehollandiae	62.0
Dromiciops_gliroides	73.5
Dryobates_pubescens	60.9
Echinops_telfairi	63.4
Egretta_garzetta	61.4
Elephantulus_edwardii	86.1
Elephas_maximus_indicus	87.3
Eleutherodactylus_coqui	54.4
Empidonax_traillii	63.8
Emydura_macquarii_macquarii	62.4
Emys_orbicularis	62.7
Enhydra_lutris_kenyoni	88.4
Eptesicus_fuscus	87.0
Equus_asinus	87.4
Equus_caballus	87.4
Equus_przewalskii	87.4
Equus_quagga	87.3
Erinaceus_europaeus	84.4
Eubalaena_glacialis	88.6
Eulemur_rufifrons	89.3
Eumetopias_jubatus	88.8
Falco_biarmicus	61.2
Falco_cherrug	61.2
Falco_naumanni	61.3
Falco_peregrinus	61.2
Falco_rusticolus	61.2
Felis_catus	88.9
Ficedula_albicollis	65.3
Fukomys_damarensis	57.6
Fulmarus_glacialis	61.5
Gallus_gallus	60.5
Gavialis_gangeticus	64.2
Gavia_stellata	61.6
Geotrypetes_seraphini	58.6
Globicephala_melas	88.1
Gopherus_evgoodei	62.4
Gopherus_flavomarginatus	62.8
Gorilla_gorilla_gorilla	92.5
Gracilinanus_agilis	72.6
Grammomys_surdaster	84.5
Grus_americana	61.4
Gymnogyps_californianus	61.6
Haemorhous_mexicanus	66.3
Haliaeetus_albicilla	62.5
Haliaeetus_leucocephalus	62.3
Halichoerus_grypus	89.1
Harpia_harpyja	61.9
Heterocephalus_glaber	88.0
Hippopotamus_amphibius_kiboko	88.1
Hipposideros_armiger	87.5
Hirundo_rustica	65.3
Homo_sapiens	100.0
Hyaena_hyaena	88.4
Hyla_sarda	55.3
Hylobates_moloch	98.6
Hyperolius_riggenbachi	56.0
Ictidomys_tridecemlineatus	88.2
Indicator_indicator	61.9
Jaculus_jaculus	84.8
Kogia_breviceps	87.6
Lagenorhynchus_albirostris	88.0
Lagenorhynchus_obliquidens	88.1
Lagopus_leucura	62.3
Lagopus_muta	62.2
Lathamus_discolor	61.7
Lemur_catta	88.2
Leopardus_geoffroyi	88.7
Lepidothrix_coronata	62.5
Leptonychotes_weddellii	57.6
Leptosomus_discolor	62.0
Lepus_europaeus	87.6
Lipotes_vexillifer	88.1
Lonchura_striata	65.8
Lontra_canadensis	88.5
Loxodonta_africana	87.2
Lutra_lutra	88.3
Lynx_canadensis	88.8
Lynx_rufus	88.8
Macaca_fascicularis	91.9
Macaca_mulatta	98.2
Macaca_nemestrina	98.2
Macaca_thibetana_thibetana	91.8
Manacus_candei	62.4
Manacus_vitellinus	62.4
Mandrillus_leucophaeus	61.4
Manis_javanica	88.1
Manis_pentadactyla	88.4
Marmota_flaviventris	88.1
Marmota_marmota_marmota	54.4
Marmota_monax	89.2
Mastomys_coucha	84.1
Mauremys_mutica	62.8
Mauremys_reevesii	62.7
Meleagris_gallopavo	57.4
Meles_meles	88.7
Melopsittacus_undulatus	61.1
Melospiza_georgiana	66.4
Melospiza_melodia_melodia	66.3
Melozone_crissalis	66.2
Meriones_unguiculatus	84.6
Merops_nubicus	62.7
Mesitornis_unicolor	61.8
Mesocricetus_auratus	83.9
Mesoplodon_densirostris	88.0
Microcebus_murinus	88.3
Microtus_ochrogaster	84.6
Microtus_oregoni	84.5
Miniopterus_natalensis	54.0
Mirounga_angustirostris	89.0
Mirounga_leonina	88.8
Molossus_molossus	87.4
Molothrus_aeneus	66.7
Molothrus_ater	66.7
Monodelphis_domestica	72.6
Monodon_monoceros	88.0
Moschus_berezovskii	87.3
Motacilla_alba_alba	66.5
Muntiacus_reevesi	87.4
Mus_caroli	84.2
Mus_musculus	84.1
Mus_pahari	84.4
Mustela_erminea	88.4
Mustela_lutreola	88.4
Mustela_nigripes	88.5
Mustela_putorius_furo	88.5
Myiozetetes_cayanensis	63.2
Myodes_glareolus	84.2
Myotis_brandtii	62.1
Myotis_daubentonii	86.8
Myotis_lucifugus	81.5
Myotis_myotis	87.3
Myotis_yumanensis	87.3
Nannospalax_galili	84.2
Nanorana_parkeri	55.5
Neofelis_nebulosa	88.6
Neogale_vison	88.5
Neomonachus_schauinslandi	88.7
Neopelma_chrysocephalum	62.8
Neophocaena_asiaeorientalis_asiaeorientalis	69.4
Neopsephotus_bourkii	64.5
Nestor_notabilis	61.5
Nipponia_nippon	61.9
Nomascus_leucogenys	92.1
Nothoprocta_perdicaria	61.9
Numida_meleagris	61.0
Nyctereutes_procyonoides	87.0
Nyctibius_grandis	61.2
Nycticebus_coucang	86.7
Ochotona_curzoniae	85.8
Ochotona_princeps	86.0
Octodon_degus	86.4
Odobenus_rosmarus_divergens	88.8
Odocoileus_virginianus	87.4
Oenanthe_melanoleuca	64.8
Onychomys_torridus	84.5
Onychostruthus_taczanowskii	66.0
Opisthocomus_hoazin	61.3
Orcinus_orca	88.0
Ornithorhynchus_anatinus	70.5
Orycteropus_afer_afer	86.5
Oryctolagus_cuniculus	87.4
Oryx_dammah	87.4
Otolemur_garnettii	87.6
Ovis_aries	87.5
Ovis_canadensis	87.4
Oxyura_jamaicensis	59.8
Pan_paniscus	92.7
Panthera_leo	88.7
Panthera_onca	88.8
Panthera_pardus	88.7
Panthera_tigris	88.7
Panthera_uncia	88.7
Pan_troglodytes	99.1
Papio_anubis	91.8
Parus_major	64.1
Passer_domesticus	66.5
Passer_montanus	66.6
Patagioenas_fasciata	62.1
Pelecanus_crispus	61.9
Pelobates_fuscus	52.0
Pelodiscus_sinensis	59.8
Perognathus_longimembris_pacificus	62.2
Peromyscus_californicus_insignis	84.8
Peromyscus_eremicus	84.8
Peromyscus_leucopus	84.9
Peromyscus_maniculatus_bairdii	84.8
Petaurus_breviceps_papuanus	72.8
Pezoporus_flaviventris	63.9
Pezoporus_occidentalis	63.0
Pezoporus_wallicus	63.8
