species	ident
Accipiter_gentilis	63.2
Acinonyx_jubatus	79.6
Acomys_russatus	76.8
Ailuropoda_melanoleuca	80.0
Alexandromys_fortis	76.9
Alligator_mississippiensis	67.8
Alligator_sinensis	63.4
Anas_acuta	69.9
Anas_platyrhynchos	70.0
Anser_cygnoides	68.3
Antechinus_flavipes	67.0
Aotus_nancymaae	81.8
Aphelocoma_coerulescens	65.8
Apodemus_sylvaticus	77.0
Apteryx_mantelli	67.8
Apteryx_rowi	68.7
Apus_apus	66.2
Aquila_chrysaetos_chrysaetos	68.0
Artibeus_jamaicensis	80.0
Arvicanthis_niloticus	77.5
Arvicola_amphibius	75.8
Athene_cunicularia	67.9
Aythya_fuligula	68.4
Balaenoptera_acutorostrata	80.1
Balaenoptera_musculus	80.1
Balaenoptera_ricei	80.3
Bison_bison_bison	79.5
Bombina_bombina	68.8
Bos_indicus_x_Bos_taurus	79.5
Bos_javanicus	79.5
Bos_mutus	79.5
Bos_taurus	79.5
Bubalus_bubalis	79.6
Bubalus_kerabau	79.6
Budorcas_taxicolor	79.9
Bufo_bufo	68.9
Calidris_pugnax	69.3
Callithrix_jacchus	82.1
Callorhinus_ursinus	80.0
Caloenas_nicobarica	66.5
Camelus_bactrianus	80.1
Camelus_dromedarius	80.1
Camelus_ferus	80.1
Canis_lupus_dingo	80.4
Canis_lupus_familiaris	80.5
Capra_hircus	80.0
Capricornis_sumatraensis	79.9
Caretta_caretta	72.3
Carlito_syrichta	80.1
Castor_canadensis	80.0
Catharus_ustulatus	66.0
Cavia_porcellus	77.7
Cebus_imitator	81.9
Centrocercus_urophasianus	68.6
Ceratotherium_simum_simum	80.4
Cercocebus_atys	82.3
Cervus_canadensis	79.9
Cervus_elaphus	80.0
Chaetura_pelagica	68.1
Chamaea_fasciata	65.6
Charadrius_vociferus	71.2
Chelonia_mydas	63.3
Chelonoidis_abingdonii	72.4
Chinchilla_lanigera	76.8
Chionomys_nivalis	76.6
Chiroxiphia_lanceolata	65.6
Chlorocebus_sabaeus	98.3
Choloepus_didactylus	80.0
Chroicocephalus_ridibundus	68.3
Chrysemys_picta_bellii	72.7
Cinclus_cinclus	66.3
Colobus_angolensis_palliatus	82.5
Columba_livia	66.1
Condylura_cristata	78.6
Corvus_brachyrhynchos	62.8
Corvus_cornix_cornix	65.8
Corvus_hawaiiensis	65.9
Corvus_moneduloides	66.2
Coturnix_japonica	66.8
Cricetulus_griseus	76.9
Crocodylus_porosus	68.0
Cuculus_canorus	69.8
Cyanistes_caeruleus	67.0
Cygnus_atratus	68.6
Cygnus_olor	68.2
Cynocephalus_volans	80.1
Cyrtonyx_montezumae	68.4
Dama_dama	80.0
Dasypus_novemcinctus	81.9
Delphinapterus_leucas	80.4
Delphinus_delphis	80.4
Dendropsophus_ebraccatus	68.3
Desmodus_rotundus	79.6
Diceros_bicornis_minor	80.5
Dipodomys_merriami	78.7
Dipodomys_ordii	79.0
Dipodomys_spectabilis	79.1
Dromaius_novaehollandiae	67.5
Dromiciops_gliroides	67.2
Dryobates_pubescens	66.8
Echinops_telfairi	77.0
Elephantulus_edwardii	71.9
Elephas_maximus_indicus	79.5
Eleutherodactylus_coqui	67.2
Empidonax_traillii	65.4
Emydura_macquarii_macquarii	71.9
Emys_orbicularis	73.0
Enhydra_lutris_kenyoni	79.5
Eptesicus_fuscus	80.5
Equus_asinus	79.9
Equus_caballus	79.7
Equus_przewalskii	79.7
Equus_quagga	79.9
Erinaceus_europaeus	78.4
Eschrichtius_robustus	80.3
Eubalaena_glacialis	80.3
Eulemur_rufifrons	88.1
Eumetopias_jubatus	73.1
Falco_biarmicus	67.4
Falco_cherrug	71.7
Falco_naumanni	67.3
Falco_peregrinus	66.7
Falco_rusticolus	67.3
Felis_catus	79.6
Ficedula_albicollis	66.3
Fukomys_damarensis	70.2
Galeopterus_variegatus	80.3
Gallus_gallus	68.8
Gavialis_gangeticus	68.0
Gavia_stellata	67.7
Geotrypetes_seraphini	71.6
Globicephala_melas	80.4
Gopherus_evgoodei	72.6
Gopherus_flavomarginatus	72.6
Gorilla_gorilla_gorilla	99.7
Gracilinanus_agilis	66.3
Grammomys_surdaster	77.8
Grus_americana	67.9
Gymnogyps_californianus	71.7
Haliaeetus_albicilla	67.8
Haliaeetus_leucocephalus	62.1
Halichoerus_grypus	80.1
Harpia_harpyja	63.8
Heterocephalus_glaber	79.1
Hippopotamus_amphibius_kiboko	80.1
Hipposideros_armiger	70.4
Hirundo_rustica	65.7
Homo_sapiens	100.0
Hyaena_hyaena	79.4
Hylobates_moloch	99.2
Ictidomys_tridecemlineatus	79.4
Indicator_indicator	66.8
Jaculus_jaculus	78.7
Kogia_breviceps	80.1
Lagenorhynchus_albirostris	80.4
Lagenorhynchus_obliquidens	80.3
Lagopus_leucura	68.7
Lagopus_muta	68.8
Lathamus_discolor	67.9
Lemur_catta	80.4
Leopardus_geoffroyi	79.5
Lepidothrix_coronata	66.9
Leptonychotes_weddellii	53.5
Lepus_europaeus	79.0
Lipotes_vexillifer	80.4
Lontra_canadensis	79.5
Loxodonta_africana	79.4
Lutra_lutra	79.4
Lynx_canadensis	79.6
Lynx_rufus	79.4
Macaca_fascicularis	82.3
Macaca_mulatta	98.6
Macaca_nemestrina	98.4
Macaca_thibetana_thibetana	98.6
Malaclemys_terrapin_pileata	72.6
Manacus_candei	67.6
Manacus_vitellinus	53.3
Mandrillus_leucophaeus	64.6
Manis_javanica	79.7
Manis_pentadactyla	80.0
Marmota_flaviventris	79.5
Marmota_marmota_marmota	72.3
Marmota_monax	79.4
Mastomys_coucha	77.2
Mauremys_mutica	72.0
Mauremys_reevesii	71.9
Melanerpes_formicivorus	66.5
Meles_meles	79.2
Meriones_unguiculatus	77.9
Mesocricetus_auratus	77.2
Mesoplodon_densirostris	80.1
Microcaecilia_unicolor	71.7
Microcebus_murinus	90.7
Microtus_ochrogaster	77.2
Microtus_oregoni	77.2
Miniopterus_natalensis	80.6
Mirounga_angustirostris	80.1
Mirounga_leonina	80.1
Molossus_molossus	81.0
Monodelphis_domestica	65.9
Monodon_monoceros	80.3
Moschus_berezovskii	77.3
Muntiacus_reevesi	79.6
Mus_caroli	77.4
Mus_musculus	77.3
Mus_pahari	78.1
Mustela_erminea	79.1
Mustela_lutreola	79.0
Mustela_nigripes	79.0
Mustela_putorius_furo	79.0
Myodes_glareolus	76.9
Myotis_brandtii	80.1
Myotis_daubentonii	80.4
Myotis_davidii	80.3
Myotis_lucifugus	80.4
Myotis_myotis	80.3
Myotis_yumanensis	80.1
Nannospalax_galili	79.1
Nanorana_parkeri	67.4
Neofelis_nebulosa	79.5
Neogale_vison	78.8
Neomonachus_schauinslandi	73.1
Neopelma_chrysocephalum	65.4
Neophocaena_asiaeorientalis_asiaeorientalis	80.4
Neopsephotus_bourkii	67.8
Nomascus_leucogenys	99.1
Nothoprocta_perdicaria	65.8
Numida_meleagris	72.1
Nyctereutes_procyonoides	80.1
Nyctibius_grandis	66.5
Nycticebus_coucang	80.9
Ochotona_curzoniae	77.5
Ochotona_princeps	77.8
Octodon_degus	78.6
Odobenus_rosmarus_divergens	80.0
Odocoileus_virginianus	79.9
Oenanthe_melanoleuca	66.4
Onychomys_torridus	76.9
Orcinus_orca	80.4
Ornithorhynchus_anatinus	68.3
Oryctolagus_cuniculus	79.2
Oryx_dammah	80.0
Otolemur_garnettii	80.8
Ovis_aries	79.9
Ovis_canadensis	79.9
Oxyura_jamaicensis	68.7
Pan_paniscus	99.9
Panthera_leo	79.6
Panthera_onca	79.6
Panthera_pardus	79.5
Panthera_tigris	79.6
Panthera_uncia	79.6
Pan_troglodytes	99.9
Papio_anubis	82.3
Patagioenas_fasciata	66.3
Pelobates_fuscus	70.0
Perognathus_longimembris_pacificus	79.1
Peromyscus_californicus_insignis	76.5
Peromyscus_eremicus	76.6
Peromyscus_leucopus	77.4
Petaurus_breviceps_papuanus	65.3
Pezoporus_flaviventris	68.3
Pezoporus_occidentalis	68.3
Pezoporus_wallicus	68.3
Phacochoerus_africanus	79.1
Phaenicophaeus_curvirostris	67.4
Phalacrocorax_carbo	67.9
Phascolarctos_cinereus	67.2
Phasianus_colchicus	70.7
Phoca_vitulina	80.0
Phocoena_phocoena	80.4
Phocoena_sinus	80.4
Phodopus_roborovskii	76.6
Phyllostomus_discolor	80.0
Phyllostomus_hastatus	80.1
Physeter_macrocephalus	77.6
Piliocolobus_tephrosceles	82.3
Pipistrellus_kuhlii	80.0
Pipra_filicauda	62.7
Poecile_atricapillus	66.5
Pogoniulus_pusillus	66.4
Pongo_abelii	99.2
Pongo_pygmaeus	82.6
Prinia_subflava	65.6
Prionailurus_bengalensis	79.5
Prionailurus_viverrinus	79.4
Propithecus_coquereli	41.3
Psammomys_obesus	78.1
Pseudophryne_corroboree	69.1
Pseudopipra_pipra	66.7
Pseudopodoces_humilis	66.3
Pseudorca_crassidens	80.4
Pteronotus_mesoamericanus	80.4
Pteropus_alecto	63.8
Pteropus_giganteus	80.0
Pteropus_vampyrus	80.0
Puma_concolor	79.6
Puma_yagouaroundi	79.5
Pygoscelis_adeliae	70.4
Ranitomeya_imitator	66.8
Rattus_norvegicus	77.0
Rattus_rattus	77.2
Rhea_pennata	68.0
Rhinatrema_bivittatum	70.7
Rhinolophus_ferrumequinum	80.6
Rhinopithecus_bieti	73.1
Rhinopithecus_roxellana	82.5
Rissa_tridactyla	68.3
Rousettus_aegyptiacus	79.9
Saccopteryx_bilineata	79.7
Saccopteryx_leptura	79.7
Saimiri_boliviensis	81.8
Sapajus_apella	81.9
Sciurus_carolinensis	79.1
Sorex_araneus	77.0
Sorex_fumeus	77.5
Spea_bombifrons	67.5
Strigops_habroptila	68.2
Struthio_camelus	68.4
Sturnira_hondurensis	79.7
Sturnus_vulgaris	66.5
Suncus_etruscus	78.2
Suricata_suricatta	79.7
Sus_scrofa	79.0
Sylvia_atricapilla	65.7
Symphalangus_syndactylus	99.1
Tachyglossus_aculeatus	67.6
Talpa_occidentalis	78.6
Terrapene_triunguis	73.0
Theropithecus_gelada	82.5
Tinamus_guttatus	64.0
Trachemys_scripta_elegans	73.0
Trachypithecus_francoisi	82.5
Trichechus_manatus_latirostris	79.4
Trichosurus_vulpecula	68.4
Tupaia_chinensis	62.7
Tursiops_truncatus	80.3
Tympanuchus_pallidicinctus	68.4
Tyto_alba	67.4
Urocitellus_parryii	79.1
Ursus_americanus	82.7
Ursus_arctos	79.9
Ursus_maritimus	80.0
Vicugna_pacos	80.0
Vombatus_ursinus	66.7
Vulpes_lagopus	80.4
Vulpes_vulpes	80.4
Xenopus_tropicalis	71.4
Zalophus_californianus	73.9
