species	ident
Acanthochromis_polyacanthus	57.3
Acanthopagrus_latus	54.0
Accipiter_gentilis	67.8
Acinonyx_jubatus	91.1
Acomys_russatus	85.3
Agelaius_phoeniceus	67.7
Ailuropoda_melanoleuca	91.9
Alligator_mississippiensis	74.0
Alligator_sinensis	56.3
Alosa_alosa	52.7
Alosa_sapidissima	53.9
Amblyraja_radiata	54.3
Ambystoma_mexicanum	64.4
Amia_calva	60.7
Ammospiza_caudacuta	63.9
Ammospiza_nelsoni	64.0
Amphiprion_ocellaris	57.3
Anabas_testudineus	56.5
Anarrhichthys_ocellatus	56.7
Anas_acuta	63.0
Anas_platyrhynchos	71.8
Anomalospiza_imberbis	67.6
Anoplopoma_fimbria	55.8
Anser_cygnoides	67.3
Antechinus_flavipes	83.4
Aotus_nancymaae	96.8
Aphelocoma_coerulescens	63.6
Apodemus_sylvaticus	84.3
Aptenodytes_forsteri	61.5
Apteryx_mantelli	64.3
Apteryx_rowi	63.3
Apus_apus	67.2
Aquila_chrysaetos_chrysaetos	66.3
Archocentrus_centrarchus	58.4
Artibeus_jamaicensis	81.9
Arvicanthis_niloticus	80.3
Arvicola_amphibius	74.1
Astatotilapia_calliptera	56.1
Astyanax_mexicanus	56.6
Athene_cunicularia	61.8
Aythya_fuligula	71.3
Balaenoptera_acutorostrata	90.9
Balaenoptera_musculus	90.8
Balaenoptera_ricei	86.4
Betta_splendens	56.6
Bison_bison_bison	69.1
Boleophthalmus_pectinirostris	56.9
Bombina_bombina	60.0
Bos_indicus	80.0
Bos_indicus_x_Bos_taurus	88.9
Bos_javanicus	89.3
Bos_mutus	85.1
Bos_taurus	88.6
Brachyistius_frenatus	55.3
Brienomyrus_brachyistius	56.9
Bubalus_bubalis	88.8
Bubalus_kerabau	84.6
Budorcas_taxicolor	85.0
Bufo_bufo	56.0
Bufo_gargarizans	53.3
Calidris_pugnax	55.5
Callithrix_jacchus	96.3
Callorhinchus_milii	56.8
Callorhinus_ursinus	87.7
Caloenas_nicobarica	63.3
Calypte_anna	63.1
Camarhynchus_parvulus	68.3
Camelus_bactrianus	68.1
Camelus_dromedarius	91.0
Camelus_ferus	90.8
Canis_lupus_dingo	90.1
Canis_lupus_familiaris	90.1
Capra_hircus	84.4
Capricornis_sumatraensis	79.7
Carassius_gibelio	56.4
Carcharodon_carcharias	56.2
Caretta_caretta	68.3
Catharus_ustulatus	67.5
Cavia_porcellus	89.3
Cebidichthys_violaceus	54.1
Cebus_imitator	96.6
Centrocercus_urophasianus	71.3
Centropristis_striata	57.5
Ceratotherium_simum_simum	92.3
Cercocebus_atys	97.5
Cervus_canadensis	89.6
Cervus_elaphus	89.4
Chaetura_pelagica	59.7
Chamaea_fasciata	72.6
Channa_argus	55.8
Chanodichthys_erythropterus	56.7
Chanos_chanos	55.4
Charadrius_vociferus	60.3
Cheilinus_undulatus	55.5
Chelmon_rostratus	55.6
Chelonia_mydas	68.2
Chiloscyllium_plagiosum	59.9
Chinchilla_lanigera	74.0
Chionomys_nivalis	84.0
Chiroxiphia_lanceolata	72.4
Chlorocebus_sabaeus	97.6
Choloepus_didactylus	89.7
Chroicocephalus_ridibundus	71.9
Chrysemys_picta_bellii	68.3
Chrysochloris_asiatica	87.9
Clarias_gariepinus	52.5
Clinocottus_analis	56.3
Clupea_harengus	53.1
Colius_striatus	64.7
Colobus_angolensis_palliatus	83.7
Cololabis_saira	57.0
Colossoma_macropomum	57.6
Columba_livia	59.8
Condylura_cristata	88.8
Corapipo_altera	72.2
Corvus_brachyrhynchos	61.2
Corvus_cornix_cornix	65.6
Corvus_hawaiiensis	67.9
Corvus_kubaryi	67.7
Corvus_moneduloides	67.8
Corythoichthys_intestinalis	56.5
Cottoperca_gobio	27.3
Coturnix_japonica	66.8
Cricetulus_griseus	76.3
