Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
CUBN	Aves	Anseriformes	Anas_platyrhynchos	10805	10805	1
CUBN	Lepidosauria	Squamata	Anolis_carolinensis	10438	10805	0.966034
CUBN	Lepidosauria	Squamata	Anolis_sagrei	10745	10805	0.994447
CUBN	Aves	Anseriformes	Anser_brachyrhynchus	10805	10805	1
CUBN	Aves	Accipitriformes	Aquila_chrysaetos	10805	10805	1
CUBN	Reptilia	Testudines	Chelonoidis_abingdonii	10805	10805	1
CUBN	Reptilia	Testudines	Chrysemys_picta	10805	10805	1
CUBN	Aves	Galliformes	Coturnix_japonica	10805	10805	1
CUBN	Reptilia	Crocodylia	Crocodylus_porosus	10805	10805	1
CUBN	Lepidosauria	Squamata	Eublepharis_macularius	10736	10805	0.993614
CUBN	Lepidosauria	Squamata	Euleptes_europaea	10697	10805	0.990005
CUBN	Aves	Passeriformes	Ficedula_albicollis	10805	10805	1
CUBN	Aves	Passeriformes	Geospiza_fortis	10805	10805	1
CUBN	Reptilia	Testudines	Gopherus_evgoodei	10644	10805	0.985099
CUBN	Lepidosauria	Squamata	Laticauda_laticaudata	6316	10805	0.584544
CUBN	Actinistia	Coelacanthiformes	Latimeria_chalumnae	10181	10805	0.942249
CUBN	Aves	Galliformes	Meleagris_gallopavo	10805	10805	1
CUBN	Lepidosauria	Squamata	Naja_naja	5444	10805	0.503841
CUBN	Lepidosauria	Squamata	Notechis_scutatus	6278	10805	0.581027
CUBN	Aves	Passeriformes	Parus_major	10805	10805	1
CUBN	Reptilia	Testudines	Pelodiscus_sinensis	10584	10805	0.979547
CUBN	Lepidosauria	Squamata	Podarcis_muralis	10470	10805	0.968996
CUBN	Lepidosauria	Squamata	Podarcis_raffonei	10728	10805	0.992874
CUBN	Lepidosauria	Squamata	Pogona_vitticeps_zw	10556	10805	0.976955
CUBN	Lepidosauria	Squamata	Pogona_vitticeps_zz	10556	10805	0.976955
CUBN	Lepidosauria	Squamata	Pseudonaja_textilis	5404	10805	0.500139
CUBN	Lepidosauria	Squamata	Rhineura_floridana	10725	10805	0.992596
CUBN	Lepidosauria	Squamata	Salvator_merianae	10319	10805	0.955021
CUBN	Aves	Passeriformes	Serinus_canaria	10805	10805	1
CUBN	Lepidosauria	Sphenodontia	Sphenodon_punctatus	10400	10805	0.962517
CUBN	Aves	Psittaciformes	Strigops_habroptila	10805	10805	1
CUBN	Aves	Struthioniformes	Struthio_camelus	10805	10805	1
CUBN	Aves	Passeriformes	Taeniopygia_guttata	10805	10805	1
CUBN	Reptilia	Testudines	Terrapene_carolina	10805	10805	1
RSU1	Aves	Anseriformes	Anas_platyrhynchos	852	852	1
RSU1	Lepidosauria	Squamata	Anolis_carolinensis	832	852	0.976526
RSU1	Lepidosauria	Squamata	Anolis_sagrei	832	852	0.976526
RSU1	Aves	Anseriformes	Anser_brachyrhynchus	852	852	1
RSU1	Aves	Accipitriformes	Aquila_chrysaetos	852	852	1
RSU1	Reptilia	Testudines	Chelonoidis_abingdonii	852	852	1
RSU1	Reptilia	Testudines	Chrysemys_picta	852	852	1
RSU1	Aves	Galliformes	Coturnix_japonica	852	852	1
RSU1	Reptilia	Crocodylia	Crocodylus_porosus	834	852	0.978873
RSU1	Lepidosauria	Squamata	Eublepharis_macularius	834	852	0.978873
RSU1	Lepidosauria	Squamata	Euleptes_europaea	834	852	0.978873
RSU1	Aves	Passeriformes	Ficedula_albicollis	852	852	1
RSU1	Aves	Passeriformes	Geospiza_fortis	740	852	0.868545
RSU1	Reptilia	Testudines	Gopherus_evgoodei	852	852	1
RSU1	Lepidosauria	Squamata	Laticauda_laticaudata	834	852	0.978873
RSU1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	852	852	1
RSU1	Aves	Galliformes	Meleagris_gallopavo	740	852	0.868545
RSU1	Lepidosauria	Squamata	Naja_naja	722	852	0.847418
RSU1	Lepidosauria	Squamata	Notechis_scutatus	834	852	0.978873
RSU1	Aves	Passeriformes	Parus_major	852	852	1
RSU1	Reptilia	Testudines	Pelodiscus_sinensis	852	852	1
RSU1	Lepidosauria	Squamata	Podarcis_muralis	834	852	0.978873
RSU1	Lepidosauria	Squamata	Podarcis_raffonei	834	852	0.978873
RSU1	Lepidosauria	Squamata	Pogona_vitticeps_zw	834	852	0.978873
RSU1	Lepidosauria	Squamata	Pogona_vitticeps_zz	834	852	0.978873
RSU1	Lepidosauria	Squamata	Pseudonaja_textilis	834	852	0.978873
RSU1	Lepidosauria	Squamata	Rhineura_floridana	834	852	0.978873
RSU1	Lepidosauria	Squamata	Salvator_merianae	834	852	0.978873
RSU1	Aves	Passeriformes	Serinus_canaria	852	852	1
RSU1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	731	852	0.857981
RSU1	Aves	Psittaciformes	Strigops_habroptila	852	852	1
RSU1	Aves	Struthioniformes	Struthio_camelus	740	852	0.868545
RSU1	Aves	Passeriformes	Taeniopygia_guttata	852	852	1
RSU1	Reptilia	Testudines	Terrapene_carolina	834	852	0.978873
C1QL3	Aves	Anseriformes	Anas_platyrhynchos	765	765	1
C1QL3	Lepidosauria	Squamata	Anolis_carolinensis	765	765	1
C1QL3	Lepidosauria	Squamata	Anolis_sagrei	765	765	1
C1QL3	Aves	Anseriformes	Anser_brachyrhynchus	765	765	1
C1QL3	Aves	Accipitriformes	Aquila_chrysaetos	765	765	1
C1QL3	Reptilia	Testudines	Chelonoidis_abingdonii	765	765	1
C1QL3	Reptilia	Testudines	Chrysemys_picta	765	765	1
C1QL3	Aves	Galliformes	Coturnix_japonica	765	765	1
C1QL3	Reptilia	Crocodylia	Crocodylus_porosus	765	765	1
C1QL3	Lepidosauria	Squamata	Eublepharis_macularius	765	765	1
C1QL3	Lepidosauria	Squamata	Euleptes_europaea	765	765	1
C1QL3	Aves	Passeriformes	Ficedula_albicollis	765	765	1
C1QL3	Aves	Passeriformes	Geospiza_fortis	765	765	1
C1QL3	Reptilia	Testudines	Gopherus_evgoodei	765	765	1
C1QL3	Lepidosauria	Squamata	Laticauda_laticaudata	765	765	1
C1QL3	Actinistia	Coelacanthiformes	Latimeria_chalumnae	765	765	1
