Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
TMED11	Aves	Anseriformes	Anas_platyrhynchos	651	651	1
TMED11	Lepidosauria	Squamata	Anolis_carolinensis	420	651	0.645161
TMED11	Lepidosauria	Squamata	Anolis_sagrei	497	651	0.763441
TMED11	Aves	Anseriformes	Anser_brachyrhynchus	651	651	1
TMED11	Aves	Accipitriformes	Aquila_chrysaetos	651	651	1
TMED11	Reptilia	Testudines	Chelonoidis_abingdonii	651	651	1
TMED11	Reptilia	Testudines	Chrysemys_picta	651	651	1
TMED11	Aves	Galliformes	Coturnix_japonica	651	651	1
TMED11	Reptilia	Crocodylia	Crocodylus_porosus	651	651	1
TMED11	Lepidosauria	Squamata	Eublepharis_macularius	497	651	0.763441
TMED11	Lepidosauria	Squamata	Euleptes_europaea	521	651	0.800307
TMED11	Aves	Passeriformes	Ficedula_albicollis	651	651	1
TMED11	Aves	Passeriformes	Geospiza_fortis	651	651	1
TMED11	Reptilia	Testudines	Gopherus_evgoodei	651	651	1
TMED11	Lepidosauria	Squamata	Laticauda_laticaudata	420	651	0.645161
TMED11	Actinistia	Coelacanthiformes	Latimeria_chalumnae	550	651	0.844854
TMED11	Aves	Galliformes	Meleagris_gallopavo	651	651	1
TMED11	Lepidosauria	Squamata	Naja_naja	420	651	0.645161
TMED11	Lepidosauria	Squamata	Notechis_scutatus	420	651	0.645161
TMED11	Aves	Passeriformes	Parus_major	651	651	1
TMED11	Reptilia	Testudines	Pelodiscus_sinensis	651	651	1
TMED11	Lepidosauria	Squamata	Podarcis_muralis	420	651	0.645161
TMED11	Lepidosauria	Squamata	Podarcis_raffonei	497	651	0.763441
TMED11	Lepidosauria	Squamata	Pogona_vitticeps_zw	420	651	0.645161
TMED11	Lepidosauria	Squamata	Pogona_vitticeps_zz	420	651	0.645161
TMED11	Lepidosauria	Squamata	Pseudonaja_textilis	420	651	0.645161
TMED11	Lepidosauria	Squamata	Rhineura_floridana	521	651	0.800307
TMED11	Lepidosauria	Squamata	Salvator_merianae	0	651	0
TMED11	Aves	Passeriformes	Serinus_canaria	651	651	1
