Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
PROK2	Aves	Anseriformes	Anas_platyrhynchos	327	327	1
PROK2	Lepidosauria	Squamata	Anolis_carolinensis	126	327	0.385321
PROK2	Lepidosauria	Squamata	Anolis_sagrei	249	327	0.761468
PROK2	Aves	Anseriformes	Anser_brachyrhynchus	327	327	1
PROK2	Aves	Accipitriformes	Aquila_chrysaetos	327	327	1
PROK2	Reptilia	Testudines	Chelonoidis_abingdonii	242	327	0.740061
PROK2	Reptilia	Testudines	Chrysemys_picta	249	327	0.761468
PROK2	Aves	Galliformes	Coturnix_japonica	327	327	1
PROK2	Reptilia	Crocodylia	Crocodylus_porosus	249	327	0.761468
PROK2	Lepidosauria	Squamata	Eublepharis_macularius	249	327	0.761468
PROK2	Lepidosauria	Squamata	Euleptes_europaea	249	327	0.761468
PROK2	Aves	Passeriformes	Ficedula_albicollis	327	327	1
PROK2	Aves	Passeriformes	Geospiza_fortis	327	327	1
PROK2	Reptilia	Testudines	Gopherus_evgoodei	249	327	0.761468
PROK2	Lepidosauria	Squamata	Laticauda_laticaudata	249	327	0.761468
PROK2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	249	327	0.761468
PROK2	Aves	Galliformes	Meleagris_gallopavo	255	327	0.779817
PROK2	Lepidosauria	Squamata	Naja_naja	249	327	0.761468
PROK2	Lepidosauria	Squamata	Notechis_scutatus	249	327	0.761468
PROK2	Aves	Passeriformes	Parus_major	327	327	1
PROK2	Reptilia	Testudines	Pelodiscus_sinensis	249	327	0.761468
PROK2	Lepidosauria	Squamata	Podarcis_muralis	249	327	0.761468
PROK2	Lepidosauria	Squamata	Podarcis_raffonei	126	327	0.385321
PROK2	Lepidosauria	Squamata	Pogona_vitticeps_zw	249	327	0.761468
PROK2	Lepidosauria	Squamata	Pogona_vitticeps_zz	249	327	0.761468
PROK2	Lepidosauria	Squamata	Pseudonaja_textilis	249	327	0.761468
PROK2	Lepidosauria	Squamata	Rhineura_floridana	249	327	0.761468
PROK2	Lepidosauria	Squamata	Salvator_merianae	123	327	0.376147
PROK2	Aves	Passeriformes	Serinus_canaria	327	327	1
PROK2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	249	327	0.761468
PROK2	Aves	Psittaciformes	Strigops_habroptila	327	327	1
PROK2	Aves	Struthioniformes	Struthio_camelus	249	327	0.761468
PROK2	Aves	Passeriformes	Taeniopygia_guttata	327	327	1
PROK2	Reptilia	Testudines	Terrapene_carolina	249	327	0.761468
RYBP	Aves	Anseriformes	Anas_platyrhynchos	684	684	1
RYBP	Lepidosauria	Squamata	Anolis_carolinensis	684	684	1
RYBP	Lepidosauria	Squamata	Anolis_sagrei	652	684	0.953216
RYBP	Aves	Anseriformes	Anser_brachyrhynchus	684	684	1
RYBP	Aves	Accipitriformes	Aquila_chrysaetos	684	684	1
RYBP	Reptilia	Testudines	Chelonoidis_abingdonii	684	684	1
RYBP	Reptilia	Testudines	Chrysemys_picta	684	684	1
RYBP	Aves	Galliformes	Coturnix_japonica	684	684	1
RYBP	Reptilia	Crocodylia	Crocodylus_porosus	652	684	0.953216
RYBP	Lepidosauria	Squamata	Eublepharis_macularius	684	684	1
RYBP	Lepidosauria	Squamata	Euleptes_europaea	684	684	1
RYBP	Aves	Passeriformes	Ficedula_albicollis	684	684	1
RYBP	Aves	Passeriformes	Geospiza_fortis	684	684	1
RYBP	Reptilia	Testudines	Gopherus_evgoodei	684	684	1
RYBP	Lepidosauria	Squamata	Laticauda_laticaudata	684	684	1
RYBP	Actinistia	Coelacanthiformes	Latimeria_chalumnae	684	684	1
RYBP	Aves	Galliformes	Meleagris_gallopavo	684	684	1
RYBP	Lepidosauria	Squamata	Naja_naja	684	684	1
RYBP	Lepidosauria	Squamata	Notechis_scutatus	684	684	1
RYBP	Aves	Passeriformes	Parus_major	684	684	1
RYBP	Reptilia	Testudines	Pelodiscus_sinensis	652	684	0.953216
RYBP	Lepidosauria	Squamata	Podarcis_muralis	684	684	1
RYBP	Lepidosauria	Squamata	Podarcis_raffonei	684	684	1
RYBP	Lepidosauria	Squamata	Pogona_vitticeps_zw	684	684	1
RYBP	Lepidosauria	Squamata	Pogona_vitticeps_zz	684	684	1
RYBP	Lepidosauria	Squamata	Pseudonaja_textilis	684	684	1
RYBP	Lepidosauria	Squamata	Rhineura_floridana	684	684	1
RYBP	Lepidosauria	Squamata	Salvator_merianae	684	684	1
RYBP	Aves	Passeriformes	Serinus_canaria	652	684	0.953216
RYBP	Lepidosauria	Sphenodontia	Sphenodon_punctatus	684	684	1
RYBP	Aves	Psittaciformes	Strigops_habroptila	684	684	1
RYBP	Aves	Struthioniformes	Struthio_camelus	684	684	1
RYBP	Aves	Passeriformes	Taeniopygia_guttata	684	684	1
RYBP	Reptilia	Testudines	Terrapene_carolina	652	684	0.953216
SHQ1	Aves	Anseriformes	Anas_platyrhynchos	1824	1824	1
SHQ1	Lepidosauria	Squamata	Anolis_carolinensis	1601	1824	0.877741
SHQ1	Lepidosauria	Squamata	Anolis_sagrei	1808	1824	0.991228
SHQ1	Aves	Anseriformes	Anser_brachyrhynchus	1824	1824	1
SHQ1	Aves	Accipitriformes	Aquila_chrysaetos	1824	1824	1
SHQ1	Reptilia	Testudines	Chelonoidis_abingdonii	1824	1824	1
SHQ1	Reptilia	Testudines	Chrysemys_picta	1824	1824	1
SHQ1	Aves	Galliformes	Coturnix_japonica	1824	1824	1
SHQ1	Reptilia	Crocodylia	Crocodylus_porosus	1824	1824	1
SHQ1	Lepidosauria	Squamata	Eublepharis_macularius	1787	1824	0.979715
SHQ1	Lepidosauria	Squamata	Euleptes_europaea	1772	1824	0.971491
SHQ1	Aves	Passeriformes	Ficedula_albicollis	1824	1824	1
SHQ1	Aves	Passeriformes	Geospiza_fortis	1824	1824	1
