Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
MSX1	Aves	Anseriformes	Anas_platyrhynchos	864	864	1
MSX1	Lepidosauria	Squamata	Anolis_carolinensis	864	864	1
MSX1	Lepidosauria	Squamata	Anolis_sagrei	864	864	1
MSX1	Aves	Anseriformes	Anser_brachyrhynchus	864	864	1
MSX1	Aves	Accipitriformes	Aquila_chrysaetos	864	864	1
MSX1	Reptilia	Testudines	Chelonoidis_abingdonii	864	864	1
MSX1	Reptilia	Testudines	Chrysemys_picta	864	864	1
MSX1	Aves	Galliformes	Coturnix_japonica	864	864	1
MSX1	Reptilia	Crocodylia	Crocodylus_porosus	864	864	1
MSX1	Lepidosauria	Squamata	Eublepharis_macularius	864	864	1
MSX1	Lepidosauria	Squamata	Euleptes_europaea	864	864	1
MSX1	Aves	Passeriformes	Ficedula_albicollis	630	864	0.729167
MSX1	Aves	Passeriformes	Geospiza_fortis	864	864	1
MSX1	Reptilia	Testudines	Gopherus_evgoodei	864	864	1
MSX1	Lepidosauria	Squamata	Laticauda_laticaudata	864	864	1
MSX1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	756	864	0.875
MSX1	Aves	Galliformes	Meleagris_gallopavo	798	864	0.923611
MSX1	Lepidosauria	Squamata	Naja_naja	864	864	1
MSX1	Lepidosauria	Squamata	Notechis_scutatus	864	864	1
MSX1	Aves	Passeriformes	Parus_major	864	864	1
MSX1	Reptilia	Testudines	Pelodiscus_sinensis	864	864	1
MSX1	Lepidosauria	Squamata	Podarcis_muralis	864	864	1
MSX1	Lepidosauria	Squamata	Podarcis_raffonei	864	864	1
MSX1	Lepidosauria	Squamata	Pogona_vitticeps_zw	864	864	1
MSX1	Lepidosauria	Squamata	Pogona_vitticeps_zz	864	864	1
MSX1	Lepidosauria	Squamata	Pseudonaja_textilis	864	864	1
MSX1	Lepidosauria	Squamata	Rhineura_floridana	864	864	1
MSX1	Lepidosauria	Squamata	Salvator_merianae	864	864	1
MSX1	Aves	Passeriformes	Serinus_canaria	864	864	1
MSX1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	864	864	1
MSX1	Aves	Psittaciformes	Strigops_habroptila	864	864	1
MSX1	Aves	Struthioniformes	Struthio_camelus	428	864	0.49537
MSX1	Aves	Passeriformes	Taeniopygia_guttata	864	864	1
MSX1	Reptilia	Testudines	Terrapene_carolina	864	864	1
CYTL1	Aves	Anseriformes	Anas_platyrhynchos	396	396	1
CYTL1	Lepidosauria	Squamata	Anolis_carolinensis	0	396	0
CYTL1	Lepidosauria	Squamata	Anolis_sagrei	0	396	0
CYTL1	Aves	Anseriformes	Anser_brachyrhynchus	396	396	1
CYTL1	Aves	Accipitriformes	Aquila_chrysaetos	396	396	1
CYTL1	Reptilia	Testudines	Chelonoidis_abingdonii	396	396	1
CYTL1	Reptilia	Testudines	Chrysemys_picta	396	396	1
