Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
CCDC3	Aves	Anseriformes	Anas_platyrhynchos	613	861	0.711963
CCDC3	Lepidosauria	Squamata	Anolis_carolinensis	787	861	0.914053
CCDC3	Lepidosauria	Squamata	Anolis_sagrei	787	861	0.914053
CCDC3	Aves	Anseriformes	Anser_brachyrhynchus	861	861	1
CCDC3	Aves	Accipitriformes	Aquila_chrysaetos	861	861	1
CCDC3	Reptilia	Testudines	Chelonoidis_abingdonii	844	861	0.980256
CCDC3	Reptilia	Testudines	Chrysemys_picta	839	861	0.974448
CCDC3	Aves	Galliformes	Coturnix_japonica	861	861	1
CCDC3	Reptilia	Crocodylia	Crocodylus_porosus	861	861	1
CCDC3	Lepidosauria	Squamata	Eublepharis_macularius	861	861	1
CCDC3	Lepidosauria	Squamata	Euleptes_europaea	841	861	0.976771
CCDC3	Aves	Passeriformes	Ficedula_albicollis	861	861	1
CCDC3	Aves	Passeriformes	Geospiza_fortis	861	861	1
CCDC3	Reptilia	Testudines	Gopherus_evgoodei	841	861	0.976771
CCDC3	Lepidosauria	Squamata	Laticauda_laticaudata	787	861	0.914053
CCDC3	Actinistia	Coelacanthiformes	Latimeria_chalumnae	836	861	0.970964
CCDC3	Aves	Galliformes	Meleagris_gallopavo	788	861	0.915215
CCDC3	Lepidosauria	Squamata	Naja_naja	448	861	0.520325
CCDC3	Lepidosauria	Squamata	Notechis_scutatus	787	861	0.914053
CCDC3	Aves	Passeriformes	Parus_major	861	861	1
CCDC3	Reptilia	Testudines	Pelodiscus_sinensis	856	861	0.994193
CCDC3	Lepidosauria	Squamata	Podarcis_muralis	787	861	0.914053
CCDC3	Lepidosauria	Squamata	Podarcis_raffonei	856	861	0.994193
CCDC3	Lepidosauria	Squamata	Pogona_vitticeps_zw	861	861	1
CCDC3	Lepidosauria	Squamata	Pogona_vitticeps_zz	861	861	1
CCDC3	Lepidosauria	Squamata	Pseudonaja_textilis	787	861	0.914053
CCDC3	Lepidosauria	Squamata	Rhineura_floridana	844	861	0.980256
CCDC3	Lepidosauria	Squamata	Salvator_merianae	840	861	0.97561
CCDC3	Aves	Passeriformes	Serinus_canaria	861	861	1
CCDC3	Lepidosauria	Sphenodontia	Sphenodon_punctatus	861	861	1
CCDC3	Aves	Psittaciformes	Strigops_habroptila	861	861	1
CCDC3	Aves	Struthioniformes	Struthio_camelus	861	861	1
CCDC3	Aves	Passeriformes	Taeniopygia_guttata	861	861	1
CCDC3	Reptilia	Testudines	Terrapene_carolina	839	861	0.974448
OPTN	Aves	Anseriformes	Anas_platyrhynchos	1668	1668	1
OPTN	Lepidosauria	Squamata	Anolis_carolinensis	1490	1668	0.893285
OPTN	Lepidosauria	Squamata	Anolis_sagrei	1504	1668	0.901679
OPTN	Aves	Anseriformes	Anser_brachyrhynchus	1668	1668	1
OPTN	Aves	Accipitriformes	Aquila_chrysaetos	1668	1668	1
OPTN	Reptilia	Testudines	Chelonoidis_abingdonii	1586	1668	0.950839
OPTN	Reptilia	Testudines	Chrysemys_picta	1512	1668	0.906475
OPTN	Aves	Galliformes	Coturnix_japonica	1668	1668	1
OPTN	Reptilia	Crocodylia	Crocodylus_porosus	1668	1668	1
OPTN	Lepidosauria	Squamata	Eublepharis_macularius	1643	1668	0.985012
OPTN	Lepidosauria	Squamata	Euleptes_europaea	1656	1668	0.992806
OPTN	Aves	Passeriformes	Ficedula_albicollis	1668	1668	1
OPTN	Aves	Passeriformes	Geospiza_fortis	1668	1668	1
OPTN	Reptilia	Testudines	Gopherus_evgoodei	1586	1668	0.950839
OPTN	Lepidosauria	Squamata	Laticauda_laticaudata	1384	1668	0.829736
OPTN	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1296	1668	0.776978
OPTN	Aves	Galliformes	Meleagris_gallopavo	1668	1668	1
OPTN	Lepidosauria	Squamata	Naja_naja	1337	1668	0.801559
OPTN	Lepidosauria	Squamata	Notechis_scutatus	1333	1668	0.799161
OPTN	Aves	Passeriformes	Parus_major	1668	1668	1
OPTN	Reptilia	Testudines	Pelodiscus_sinensis	1586	1668	0.950839
OPTN	Lepidosauria	Squamata	Podarcis_muralis	1316	1668	0.788969
OPTN	Lepidosauria	Squamata	Podarcis_raffonei	1432	1668	0.858513
OPTN	Lepidosauria	Squamata	Pogona_vitticeps_zw	1484	1668	0.889688
OPTN	Lepidosauria	Squamata	Pogona_vitticeps_zz	1646	1668	0.986811
OPTN	Lepidosauria	Squamata	Pseudonaja_textilis	1384	1668	0.829736
OPTN	Lepidosauria	Squamata	Rhineura_floridana	1564	1668	0.93765
OPTN	Lepidosauria	Squamata	Salvator_merianae	1418	1668	0.85012
OPTN	Aves	Passeriformes	Serinus_canaria	1668	1668	1
OPTN	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1590	1668	0.953237
OPTN	Aves	Psittaciformes	Strigops_habroptila	1668	1668	1
OPTN	Aves	Struthioniformes	Struthio_camelus	1668	1668	1
OPTN	Aves	Passeriformes	Taeniopygia_guttata	1668	1668	1
OPTN	Reptilia	Testudines	Terrapene_carolina	1512	1668	0.906475
MCM10	Aves	Anseriformes	Anas_platyrhynchos	2808	2808	1
MCM10	Lepidosauria	Squamata	Anolis_carolinensis	2553	2808	0.909188
MCM10	Lepidosauria	Squamata	Anolis_sagrei	2642	2808	0.940883
MCM10	Aves	Anseriformes	Anser_brachyrhynchus	2808	2808	1
MCM10	Aves	Accipitriformes	Aquila_chrysaetos	2653	2808	0.944801
MCM10	Reptilia	Testudines	Chelonoidis_abingdonii	2651	2808	0.944088
MCM10	Reptilia	Testudines	Chrysemys_picta	2651	2808	0.944088
MCM10	Aves	Galliformes	Coturnix_japonica	2808	2808	1
MCM10	Reptilia	Crocodylia	Crocodylus_porosus	2580	2808	0.918803
MCM10	Lepidosauria	Squamata	Eublepharis_macularius	2563	2808	0.912749
MCM10	Lepidosauria	Squamata	Euleptes_europaea	2560	2808	0.911681
MCM10	Aves	Passeriformes	Ficedula_albicollis	2808	2808	1
MCM10	Aves	Passeriformes	Geospiza_fortis	2653	2808	0.944801
MCM10	Reptilia	Testudines	Gopherus_evgoodei	2651	2808	0.944088
MCM10	Lepidosauria	Squamata	Laticauda_laticaudata	2319	2808	0.825855
MCM10	Actinistia	Coelacanthiformes	Latimeria_chalumnae	2065	2808	0.735399
MCM10	Aves	Galliformes	Meleagris_gallopavo	2808	2808	1
MCM10	Lepidosauria	Squamata	Naja_naja	2069	2808	0.736823
MCM10	Lepidosauria	Squamata	Notechis_scutatus	2267	2808	0.807336
MCM10	Aves	Passeriformes	Parus_major	2653	2808	0.944801
MCM10	Reptilia	Testudines	Pelodiscus_sinensis	2651	2808	0.944088
MCM10	Lepidosauria	Squamata	Podarcis_muralis	2580	2808	0.918803
MCM10	Lepidosauria	Squamata	Podarcis_raffonei	2580	2808	0.918803
MCM10	Lepidosauria	Squamata	Pogona_vitticeps_zw	2537	2808	0.90349
MCM10	Lepidosauria	Squamata	Pogona_vitticeps_zz	2537	2808	0.90349
MCM10	Lepidosauria	Squamata	Pseudonaja_textilis	2183	2808	0.777422
MCM10	Lepidosauria	Squamata	Rhineura_floridana	2577	2808	0.917735
MCM10	Lepidosauria	Squamata	Salvator_merianae	2598	2808	0.925214
MCM10	Aves	Passeriformes	Serinus_canaria	2653	2808	0.944801
MCM10	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2600	2808	0.925926
MCM10	Aves	Psittaciformes	Strigops_habroptila	2808	2808	1
MCM10	Aves	Struthioniformes	Struthio_camelus	2653	2808	0.944801
MCM10	Aves	Passeriformes	Taeniopygia_guttata	2653	2808	0.944801
MCM10	Reptilia	Testudines	Terrapene_carolina	2651	2808	0.944088
PHYH	Aves	Anseriformes	Anas_platyrhynchos	1017	1017	1
PHYH	Lepidosauria	Squamata	Anolis_carolinensis	691	1017	0.679449
PHYH	Lepidosauria	Squamata	Anolis_sagrei	728	1017	0.715831
PHYH	Aves	Anseriformes	Anser_brachyrhynchus	906	1017	0.890855
PHYH	Aves	Accipitriformes	Aquila_chrysaetos	1017	1017	1
PHYH	Reptilia	Testudines	Chelonoidis_abingdonii	861	1017	0.846608
PHYH	Reptilia	Testudines	Chrysemys_picta	948	1017	0.932153
PHYH	Aves	Galliformes	Coturnix_japonica	1017	1017	1
PHYH	Reptilia	Crocodylia	Crocodylus_porosus	930	1017	0.914454
PHYH	Lepidosauria	Squamata	Eublepharis_macularius	953	1017	0.93707
PHYH	Lepidosauria	Squamata	Euleptes_europaea	860	1017	0.845624
PHYH	Aves	Passeriformes	Ficedula_albicollis	1017	1017	1
PHYH	Aves	Passeriformes	Geospiza_fortis	1017	1017	1
PHYH	Reptilia	Testudines	Gopherus_evgoodei	948	1017	0.932153
PHYH	Lepidosauria	Squamata	Laticauda_laticaudata	930	1017	0.914454
PHYH	Actinistia	Coelacanthiformes	Latimeria_chalumnae	851	1017	0.836775
PHYH	Aves	Galliformes	Meleagris_gallopavo	1017	1017	1
PHYH	Lepidosauria	Squamata	Naja_naja	879	1017	0.864307
PHYH	Lepidosauria	Squamata	Notechis_scutatus	786	1017	0.772861
PHYH	Aves	Passeriformes	Parus_major	1017	1017	1
PHYH	Reptilia	Testudines	Pelodiscus_sinensis	930	1017	0.914454
PHYH	Lepidosauria	Squamata	Podarcis_muralis	851	1017	0.836775
PHYH	Lepidosauria	Squamata	Podarcis_raffonei	870	1017	0.855457
PHYH	Lepidosauria	Squamata	Pogona_vitticeps_zw	747	1017	0.734513
PHYH	Lepidosauria	Squamata	Pogona_vitticeps_zz	747	1017	0.734513
PHYH	Lepidosauria	Squamata	Pseudonaja_textilis	930	1017	0.914454
PHYH	Lepidosauria	Squamata	Rhineura_floridana	844	1017	0.829892
PHYH	Lepidosauria	Squamata	Salvator_merianae	747	1017	0.734513
PHYH	Aves	Passeriformes	Serinus_canaria	1017	1017	1
PHYH	Lepidosauria	Sphenodontia	Sphenodon_punctatus	966	1017	0.949853
PHYH	Aves	Psittaciformes	Strigops_habroptila	1017	1017	1
PHYH	Aves	Struthioniformes	Struthio_camelus	1017	1017	1
PHYH	Aves	Passeriformes	Taeniopygia_guttata	1017	1017	1
PHYH	Reptilia	Testudines	Terrapene_carolina	966	1017	0.949853
SEPHS1	Aves	Anseriformes	Anas_platyrhynchos	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Anolis_carolinensis	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Anolis_sagrei	1176	1176	1
SEPHS1	Aves	Anseriformes	Anser_brachyrhynchus	1176	1176	1
SEPHS1	Aves	Accipitriformes	Aquila_chrysaetos	1176	1176	1
SEPHS1	Reptilia	Testudines	Chelonoidis_abingdonii	1176	1176	1
SEPHS1	Reptilia	Testudines	Chrysemys_picta	1176	1176	1
SEPHS1	Aves	Galliformes	Coturnix_japonica	1176	1176	1
SEPHS1	Reptilia	Crocodylia	Crocodylus_porosus	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Eublepharis_macularius	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Euleptes_europaea	1176	1176	1
SEPHS1	Aves	Passeriformes	Ficedula_albicollis	1176	1176	1
SEPHS1	Aves	Passeriformes	Geospiza_fortis	1176	1176	1
SEPHS1	Reptilia	Testudines	Gopherus_evgoodei	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Laticauda_laticaudata	1176	1176	1
SEPHS1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1176	1176	1
SEPHS1	Aves	Galliformes	Meleagris_gallopavo	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Naja_naja	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Notechis_scutatus	1176	1176	1
SEPHS1	Aves	Passeriformes	Parus_major	1176	1176	1
SEPHS1	Reptilia	Testudines	Pelodiscus_sinensis	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Podarcis_muralis	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Podarcis_raffonei	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Pogona_vitticeps_zw	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Pogona_vitticeps_zz	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Pseudonaja_textilis	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Rhineura_floridana	1176	1176	1
SEPHS1	Lepidosauria	Squamata	Salvator_merianae	1176	1176	1
SEPHS1	Aves	Passeriformes	Serinus_canaria	1176	1176	1
SEPHS1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1176	1176	1
SEPHS1	Aves	Psittaciformes	Strigops_habroptila	1176	1176	1
SEPHS1	Aves	Struthioniformes	Struthio_camelus	1176	1176	1
SEPHS1	Aves	Passeriformes	Taeniopygia_guttata	1176	1176	1
SEPHS1	Reptilia	Testudines	Terrapene_carolina	1176	1176	1
BEND7	Aves	Anseriformes	Anas_platyrhynchos	1290	1290	1
BEND7	Lepidosauria	Squamata	Anolis_carolinensis	1231	1290	0.954264
BEND7	Lepidosauria	Squamata	Anolis_sagrei	1170	1290	0.906977
BEND7	Aves	Anseriformes	Anser_brachyrhynchus	1290	1290	1
BEND7	Aves	Accipitriformes	Aquila_chrysaetos	1290	1290	1
BEND7	Reptilia	Testudines	Chelonoidis_abingdonii	1239	1290	0.960465
