Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
NSMCE1	Aves	Anseriformes	Anas_platyrhynchos	572	690	0.828986
NSMCE1	Lepidosauria	Squamata	Anolis_carolinensis	507	690	0.734783
NSMCE1	Lepidosauria	Squamata	Anolis_sagrei	507	690	0.734783
NSMCE1	Aves	Anseriformes	Anser_brachyrhynchus	690	690	1
NSMCE1	Aves	Accipitriformes	Aquila_chrysaetos	690	690	1
NSMCE1	Reptilia	Testudines	Chelonoidis_abingdonii	687	690	0.995652
NSMCE1	Reptilia	Testudines	Chrysemys_picta	625	690	0.905797
NSMCE1	Aves	Galliformes	Coturnix_japonica	690	690	1
NSMCE1	Reptilia	Crocodylia	Crocodylus_porosus	647	690	0.937681
NSMCE1	Lepidosauria	Squamata	Eublepharis_macularius	625	690	0.905797
NSMCE1	Lepidosauria	Squamata	Euleptes_europaea	625	690	0.905797
NSMCE1	Aves	Passeriformes	Ficedula_albicollis	690	690	1
NSMCE1	Aves	Passeriformes	Geospiza_fortis	690	690	1
NSMCE1	Reptilia	Testudines	Gopherus_evgoodei	625	690	0.905797
NSMCE1	Lepidosauria	Squamata	Laticauda_laticaudata	615	690	0.891304
NSMCE1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	625	690	0.905797
NSMCE1	Aves	Galliformes	Meleagris_gallopavo	690	690	1
NSMCE1	Lepidosauria	Squamata	Naja_naja	615	690	0.891304
NSMCE1	Lepidosauria	Squamata	Notechis_scutatus	615	690	0.891304
NSMCE1	Aves	Passeriformes	Parus_major	690	690	1
NSMCE1	Reptilia	Testudines	Pelodiscus_sinensis	690	690	1
NSMCE1	Lepidosauria	Squamata	Podarcis_muralis	507	690	0.734783
NSMCE1	Lepidosauria	Squamata	Podarcis_raffonei	607	690	0.87971
NSMCE1	Lepidosauria	Squamata	Pogona_vitticeps_zw	598	690	0.866667
NSMCE1	Lepidosauria	Squamata	Pogona_vitticeps_zz	598	690	0.866667
NSMCE1	Lepidosauria	Squamata	Pseudonaja_textilis	615	690	0.891304
NSMCE1	Lepidosauria	Squamata	Rhineura_floridana	615	690	0.891304
NSMCE1	Lepidosauria	Squamata	Salvator_merianae	508	690	0.736232
NSMCE1	Aves	Passeriformes	Serinus_canaria	690	690	1
NSMCE1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	625	690	0.905797
NSMCE1	Aves	Psittaciformes	Strigops_habroptila	690	690	1
NSMCE1	Aves	Struthioniformes	Struthio_camelus	690	690	1
NSMCE1	Aves	Passeriformes	Taeniopygia_guttata	690	690	1
NSMCE1	Reptilia	Testudines	Terrapene_carolina	625	690	0.905797
IL4R	Aves	Anseriformes	Anas_platyrhynchos	2934	2988	0.981928
IL4R	Lepidosauria	Squamata	Anolis_carolinensis	53	2988	0.0177376
IL4R	Lepidosauria	Squamata	Anolis_sagrei	123	2988	0.0411647
IL4R	Aves	Anseriformes	Anser_brachyrhynchus	2988	2988	1
IL4R	Aves	Accipitriformes	Aquila_chrysaetos	2988	2988	1
IL4R	Reptilia	Testudines	Chelonoidis_abingdonii	2752	2988	0.921017
IL4R	Reptilia	Testudines	Chrysemys_picta	2875	2988	0.962182
IL4R	Aves	Galliformes	Coturnix_japonica	2757	2988	0.922691
IL4R	Reptilia	Crocodylia	Crocodylus_porosus	2921	2988	0.977577
IL4R	Lepidosauria	Squamata	Eublepharis_macularius	338	2988	0.113119
IL4R	Lepidosauria	Squamata	Euleptes_europaea	168	2988	0.0562249
IL4R	Aves	Passeriformes	Ficedula_albicollis	2863	2988	0.958166
IL4R	Aves	Passeriformes	Geospiza_fortis	2988	2988	1
IL4R	Reptilia	Testudines	Gopherus_evgoodei	2785	2988	0.932062
IL4R	Lepidosauria	Squamata	Laticauda_laticaudata	68	2988	0.0227577
IL4R	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	2988	0
IL4R	Aves	Galliformes	Meleagris_gallopavo	2988	2988	1
IL4R	Lepidosauria	Squamata	Naja_naja	68	2988	0.0227577
IL4R	Lepidosauria	Squamata	Notechis_scutatus	68	2988	0.0227577
IL4R	Aves	Passeriformes	Parus_major	2895	2988	0.968876
IL4R	Reptilia	Testudines	Pelodiscus_sinensis	2494	2988	0.834672
IL4R	Lepidosauria	Squamata	Podarcis_muralis	56	2988	0.0187416
IL4R	Lepidosauria	Squamata	Podarcis_raffonei	230	2988	0.0769746
IL4R	Lepidosauria	Squamata	Pogona_vitticeps_zw	142	2988	0.0475234
IL4R	Lepidosauria	Squamata	Pogona_vitticeps_zz	142	2988	0.0475234
IL4R	Lepidosauria	Squamata	Pseudonaja_textilis	56	2988	0.0187416
IL4R	Lepidosauria	Squamata	Rhineura_floridana	287	2988	0.0960509
IL4R	Lepidosauria	Squamata	Salvator_merianae	54	2988	0.0180723
IL4R	Aves	Passeriformes	Serinus_canaria	2988	2988	1
IL4R	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1483	2988	0.496319
IL4R	Aves	Psittaciformes	Strigops_habroptila	2988	2988	1
IL4R	Aves	Struthioniformes	Struthio_camelus	2988	2988	1
IL4R	Aves	Passeriformes	Taeniopygia_guttata	2988	2988	1
IL4R	Reptilia	Testudines	Terrapene_carolina	2875	2988	0.962182
IL21R	Aves	Anseriformes	Anas_platyrhynchos	1950	1950	1
IL21R	Lepidosauria	Squamata	Anolis_carolinensis	427	1950	0.218974
IL21R	Lepidosauria	Squamata	Anolis_sagrei	711	1950	0.364615
IL21R	Aves	Anseriformes	Anser_brachyrhynchus	1950	1950	1
IL21R	Aves	Accipitriformes	Aquila_chrysaetos	1950	1950	1
IL21R	Reptilia	Testudines	Chelonoidis_abingdonii	1820	1950	0.933333
IL21R	Reptilia	Testudines	Chrysemys_picta	1794	1950	0.92
IL21R	Aves	Galliformes	Coturnix_japonica	1950	1950	1
IL21R	Reptilia	Crocodylia	Crocodylus_porosus	1755	1950	0.9
IL21R	Lepidosauria	Squamata	Eublepharis_macularius	1062	1950	0.544615
IL21R	Lepidosauria	Squamata	Euleptes_europaea	990	1950	0.507692
IL21R	Aves	Passeriformes	Ficedula_albicollis	1950	1950	1
IL21R	Aves	Passeriformes	Geospiza_fortis	1950	1950	1
IL21R	Reptilia	Testudines	Gopherus_evgoodei	1794	1950	0.92
IL21R	Lepidosauria	Squamata	Laticauda_laticaudata	920	1950	0.471795
IL21R	Actinistia	Coelacanthiformes	Latimeria_chalumnae	681	1950	0.349231
IL21R	Aves	Galliformes	Meleagris_gallopavo	1950	1950	1
IL21R	Lepidosauria	Squamata	Naja_naja	938	1950	0.481026
IL21R	Lepidosauria	Squamata	Notechis_scutatus	920	1950	0.471795
IL21R	Aves	Passeriformes	Parus_major	1950	1950	1
IL21R	Reptilia	Testudines	Pelodiscus_sinensis	1593	1950	0.816923
IL21R	Lepidosauria	Squamata	Podarcis_muralis	1119	1950	0.573846
IL21R	Lepidosauria	Squamata	Podarcis_raffonei	1337	1950	0.685641
IL21R	Lepidosauria	Squamata	Pogona_vitticeps_zw	879	1950	0.450769
IL21R	Lepidosauria	Squamata	Pogona_vitticeps_zz	1292	1950	0.662564
IL21R	Lepidosauria	Squamata	Pseudonaja_textilis	888	1950	0.455385
IL21R	Lepidosauria	Squamata	Rhineura_floridana	1320	1950	0.676923
IL21R	Lepidosauria	Squamata	Salvator_merianae	1326	1950	0.68
IL21R	Aves	Passeriformes	Serinus_canaria	1950	1950	1
IL21R	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1295	1950	0.664103
IL21R	Aves	Psittaciformes	Strigops_habroptila	1933	1950	0.991282
IL21R	Aves	Struthioniformes	Struthio_camelus	1950	1950	1
IL21R	Aves	Passeriformes	Taeniopygia_guttata	1950	1950	1
IL21R	Reptilia	Testudines	Terrapene_carolina	1794	1950	0.92
IL9R	Aves	Anseriformes	Anas_platyrhynchos	1443	1443	1
IL9R	Lepidosauria	Squamata	Anolis_carolinensis	199	1443	0.137907
IL9R	Lepidosauria	Squamata	Anolis_sagrei	127	1443	0.0880111
IL9R	Aves	Anseriformes	Anser_brachyrhynchus	1443	1443	1
IL9R	Aves	Accipitriformes	Aquila_chrysaetos	1443	1443	1
IL9R	Reptilia	Testudines	Chelonoidis_abingdonii	1443	1443	1
IL9R	Reptilia	Testudines	Chrysemys_picta	1443	1443	1
IL9R	Aves	Galliformes	Coturnix_japonica	1443	1443	1
IL9R	Reptilia	Crocodylia	Crocodylus_porosus	1318	1443	0.913375
IL9R	Lepidosauria	Squamata	Eublepharis_macularius	441	1443	0.305613
IL9R	Lepidosauria	Squamata	Euleptes_europaea	517	1443	0.358281
IL9R	Aves	Passeriformes	Ficedula_albicollis	1443	1443	1
IL9R	Aves	Passeriformes	Geospiza_fortis	1443	1443	1
IL9R	Reptilia	Testudines	Gopherus_evgoodei	1443	1443	1
IL9R	Lepidosauria	Squamata	Laticauda_laticaudata	0	1443	0
IL9R	Actinistia	Coelacanthiformes	Latimeria_chalumnae	85	1443	0.0589051
IL9R	Aves	Galliformes	Meleagris_gallopavo	1443	1443	1
IL9R	Lepidosauria	Squamata	Naja_naja	0	1443	0
IL9R	Lepidosauria	Squamata	Notechis_scutatus	0	1443	0
IL9R	Aves	Passeriformes	Parus_major	1443	1443	1
IL9R	Reptilia	Testudines	Pelodiscus_sinensis	1420	1443	0.984061
IL9R	Lepidosauria	Squamata	Podarcis_muralis	447	1443	0.309771
IL9R	Lepidosauria	Squamata	Podarcis_raffonei	447	1443	0.309771
IL9R	Lepidosauria	Squamata	Pogona_vitticeps_zw	285	1443	0.197505
IL9R	Lepidosauria	Squamata	Pogona_vitticeps_zz	292	1443	0.202356
IL9R	Lepidosauria	Squamata	Pseudonaja_textilis	0	1443	0
IL9R	Lepidosauria	Squamata	Rhineura_floridana	603	1443	0.417879
IL9R	Lepidosauria	Squamata	Salvator_merianae	157	1443	0.108801
IL9R	Aves	Passeriformes	Serinus_canaria	1443	1443	1
IL9R	Lepidosauria	Sphenodontia	Sphenodon_punctatus	860	1443	0.595981
IL9R	Aves	Psittaciformes	Strigops_habroptila	1443	1443	1
IL9R	Aves	Struthioniformes	Struthio_camelus	1443	1443	1
IL9R	Aves	Passeriformes	Taeniopygia_guttata	1443	1443	1
IL9R	Reptilia	Testudines	Terrapene_carolina	1443	1443	1
PDPK1	Aves	Anseriformes	Anas_platyrhynchos	1890	1890	1
PDPK1	Lepidosauria	Squamata	Anolis_carolinensis	1654	1890	0.875132
PDPK1	Lepidosauria	Squamata	Anolis_sagrei	1644	1890	0.869841
PDPK1	Aves	Anseriformes	Anser_brachyrhynchus	1890	1890	1
PDPK1	Aves	Accipitriformes	Aquila_chrysaetos	1890	1890	1
PDPK1	Reptilia	Testudines	Chelonoidis_abingdonii	1890	1890	1
PDPK1	Reptilia	Testudines	Chrysemys_picta	1677	1890	0.887302
PDPK1	Aves	Galliformes	Coturnix_japonica	1761	1890	0.931746
PDPK1	Reptilia	Crocodylia	Crocodylus_porosus	1755	1890	0.928571
PDPK1	Lepidosauria	Squamata	Eublepharis_macularius	1644	1890	0.869841
PDPK1	Lepidosauria	Squamata	Euleptes_europaea	1601	1890	0.84709
PDPK1	Aves	Passeriformes	Ficedula_albicollis	1644	1890	0.869841
PDPK1	Aves	Passeriformes	Geospiza_fortis	1786	1890	0.944974
PDPK1	Reptilia	Testudines	Gopherus_evgoodei	1676	1890	0.886772
PDPK1	Lepidosauria	Squamata	Laticauda_laticaudata	1644	1890	0.869841
PDPK1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1644	1890	0.869841
PDPK1	Aves	Galliformes	Meleagris_gallopavo	1890	1890	1
PDPK1	Lepidosauria	Squamata	Naja_naja	1644	1890	0.869841
PDPK1	Lepidosauria	Squamata	Notechis_scutatus	1644	1890	0.869841
PDPK1	Aves	Passeriformes	Parus_major	1862	1890	0.985185
PDPK1	Reptilia	Testudines	Pelodiscus_sinensis	1644	1890	0.869841
PDPK1	Lepidosauria	Squamata	Podarcis_muralis	1644	1890	0.869841
PDPK1	Lepidosauria	Squamata	Podarcis_raffonei	1644	1890	0.869841
PDPK1	Lepidosauria	Squamata	Pogona_vitticeps_zw	1644	1890	0.869841
PDPK1	Lepidosauria	Squamata	Pogona_vitticeps_zz	1644	1890	0.869841
PDPK1	Lepidosauria	Squamata	Pseudonaja_textilis	1644	1890	0.869841
PDPK1	Lepidosauria	Squamata	Rhineura_floridana	1654	1890	0.875132
PDPK1	Lepidosauria	Squamata	Salvator_merianae	1644	1890	0.869841
PDPK1	Aves	Passeriformes	Serinus_canaria	1703	1890	0.901058
PDPK1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1724	1890	0.912169
PDPK1	Aves	Psittaciformes	Strigops_habroptila	1890	1890	1
PDPK1	Aves	Struthioniformes	Struthio_camelus	1890	1890	1
PDPK1	Aves	Passeriformes	Taeniopygia_guttata	1791	1890	0.947619
PDPK1	Reptilia	Testudines	Terrapene_carolina	1644	1890	0.869841
KCTD5	Aves	Anseriformes	Anas_platyrhynchos	696	720	0.966667
KCTD5	Lepidosauria	Squamata	Anolis_carolinensis	567	720	0.7875
KCTD5	Lepidosauria	Squamata	Anolis_sagrei	666	720	0.925
KCTD5	Aves	Anseriformes	Anser_brachyrhynchus	720	720	1
KCTD5	Aves	Accipitriformes	Aquila_chrysaetos	720	720	1
KCTD5	Reptilia	Testudines	Chelonoidis_abingdonii	666	720	0.925
KCTD5	Reptilia	Testudines	Chrysemys_picta	666	720	0.925
KCTD5	Aves	Galliformes	Coturnix_japonica	720	720	1
KCTD5	Reptilia	Crocodylia	Crocodylus_porosus	574	720	0.797222
KCTD5	Lepidosauria	Squamata	Eublepharis_macularius	666	720	0.925
KCTD5	Lepidosauria	Squamata	Euleptes_europaea	666	720	0.925
KCTD5	Aves	Passeriformes	Ficedula_albicollis	666	720	0.925
KCTD5	Aves	Passeriformes	Geospiza_fortis	666	720	0.925
KCTD5	Reptilia	Testudines	Gopherus_evgoodei	666	720	0.925
KCTD5	Lepidosauria	Squamata	Laticauda_laticaudata	574	720	0.797222
KCTD5	Actinistia	Coelacanthiformes	Latimeria_chalumnae	454	720	0.630556
KCTD5	Aves	Galliformes	Meleagris_gallopavo	720	720	1
KCTD5	Lepidosauria	Squamata	Naja_naja	574	720	0.797222
KCTD5	Lepidosauria	Squamata	Notechis_scutatus	574	720	0.797222
KCTD5	Aves	Passeriformes	Parus_major	666	720	0.925
KCTD5	Reptilia	Testudines	Pelodiscus_sinensis	574	720	0.797222
KCTD5	Lepidosauria	Squamata	Podarcis_muralis	574	720	0.797222
KCTD5	Lepidosauria	Squamata	Podarcis_raffonei	666	720	0.925
KCTD5	Lepidosauria	Squamata	Pogona_vitticeps_zw	666	720	0.925
KCTD5	Lepidosauria	Squamata	Pogona_vitticeps_zz	666	720	0.925
KCTD5	Lepidosauria	Squamata	Pseudonaja_textilis	574	720	0.797222
KCTD5	Lepidosauria	Squamata	Rhineura_floridana	666	720	0.925
KCTD5	Lepidosauria	Squamata	Salvator_merianae	574	720	0.797222
KCTD5	Aves	Passeriformes	Serinus_canaria	666	720	0.925
KCTD5	Lepidosauria	Sphenodontia	Sphenodon_punctatus	574	720	0.797222
KCTD5	Aves	Psittaciformes	Strigops_habroptila	720	720	1
KCTD5	Aves	Struthioniformes	Struthio_camelus	625	720	0.868056
KCTD5	Aves	Passeriformes	Taeniopygia_guttata	666	720	0.925
KCTD5	Reptilia	Testudines	Terrapene_carolina	666	720	0.925
UBE2I	Aves	Anseriformes	Anas_platyrhynchos	474	474	1
UBE2I	Lepidosauria	Squamata	Anolis_carolinensis	474	474	1
UBE2I	Lepidosauria	Squamata	Anolis_sagrei	408	474	0.860759
UBE2I	Aves	Anseriformes	Anser_brachyrhynchus	474	474	1
UBE2I	Aves	Accipitriformes	Aquila_chrysaetos	474	474	1
UBE2I	Reptilia	Testudines	Chelonoidis_abingdonii	394	474	0.831224
UBE2I	Reptilia	Testudines	Chrysemys_picta	474	474	1
UBE2I	Aves	Galliformes	Coturnix_japonica	474	474	1
UBE2I	Reptilia	Crocodylia	Crocodylus_porosus	474	474	1
UBE2I	Lepidosauria	Squamata	Eublepharis_macularius	474	474	1
UBE2I	Lepidosauria	Squamata	Euleptes_europaea	474	474	1
UBE2I	Aves	Passeriformes	Ficedula_albicollis	474	474	1
UBE2I	Aves	Passeriformes	Geospiza_fortis	474	474	1
UBE2I	Reptilia	Testudines	Gopherus_evgoodei	474	474	1
UBE2I	Lepidosauria	Squamata	Laticauda_laticaudata	401	474	0.845992
