Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
PIGY	Aves	Anseriformes	Anas_platyrhynchos	228	228	1
PIGY	Lepidosauria	Squamata	Anolis_carolinensis	228	228	1
PIGY	Lepidosauria	Squamata	Anolis_sagrei	213	228	0.934211
PIGY	Aves	Anseriformes	Anser_brachyrhynchus	228	228	1
PIGY	Aves	Accipitriformes	Aquila_chrysaetos	228	228	1
PIGY	Reptilia	Testudines	Chelonoidis_abingdonii	228	228	1
PIGY	Reptilia	Testudines	Chrysemys_picta	228	228	1
PIGY	Aves	Galliformes	Coturnix_japonica	228	228	1
PIGY	Reptilia	Crocodylia	Crocodylus_porosus	228	228	1
PIGY	Lepidosauria	Squamata	Eublepharis_macularius	228	228	1
PIGY	Lepidosauria	Squamata	Euleptes_europaea	228	228	1
PIGY	Aves	Passeriformes	Ficedula_albicollis	228	228	1
PIGY	Aves	Passeriformes	Geospiza_fortis	228	228	1
PIGY	Reptilia	Testudines	Gopherus_evgoodei	228	228	1
PIGY	Lepidosauria	Squamata	Laticauda_laticaudata	228	228	1
PIGY	Actinistia	Coelacanthiformes	Latimeria_chalumnae	209	228	0.916667
PIGY	Aves	Galliformes	Meleagris_gallopavo	228	228	1
PIGY	Lepidosauria	Squamata	Naja_naja	228	228	1
PIGY	Lepidosauria	Squamata	Notechis_scutatus	228	228	1
PIGY	Aves	Passeriformes	Parus_major	228	228	1
PIGY	Reptilia	Testudines	Pelodiscus_sinensis	228	228	1
PIGY	Lepidosauria	Squamata	Podarcis_muralis	228	228	1
PIGY	Lepidosauria	Squamata	Podarcis_raffonei	228	228	1
PIGY	Lepidosauria	Squamata	Pogona_vitticeps_zw	228	228	1
PIGY	Lepidosauria	Squamata	Pogona_vitticeps_zz	228	228	1
PIGY	Lepidosauria	Squamata	Pseudonaja_textilis	228	228	1
PIGY	Lepidosauria	Squamata	Rhineura_floridana	228	228	1
PIGY	Lepidosauria	Squamata	Salvator_merianae	228	228	1
PIGY	Aves	Passeriformes	Serinus_canaria	228	228	1
PIGY	Lepidosauria	Sphenodontia	Sphenodon_punctatus	228	228	1
PIGY	Aves	Psittaciformes	Strigops_habroptila	228	228	1
PIGY	Aves	Struthioniformes	Struthio_camelus	228	228	1
PIGY	Aves	Passeriformes	Taeniopygia_guttata	228	228	1
PIGY	Reptilia	Testudines	Terrapene_carolina	228	228	1
