Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
RS1	Aves	Anseriformes	Anas_platyrhynchos	672	672	1
RS1	Lepidosauria	Squamata	Anolis_carolinensis	594	672	0.883929
RS1	Lepidosauria	Squamata	Anolis_sagrei	594	672	0.883929
RS1	Aves	Anseriformes	Anser_brachyrhynchus	672	672	1
RS1	Aves	Accipitriformes	Aquila_chrysaetos	672	672	1
RS1	Reptilia	Testudines	Chelonoidis_abingdonii	644	672	0.958333
RS1	Reptilia	Testudines	Chrysemys_picta	644	672	0.958333
RS1	Aves	Galliformes	Coturnix_japonica	672	672	1
RS1	Reptilia	Crocodylia	Crocodylus_porosus	646	672	0.96131
RS1	Lepidosauria	Squamata	Eublepharis_macularius	646	672	0.96131
RS1	Lepidosauria	Squamata	Euleptes_europaea	646	672	0.96131
RS1	Aves	Passeriformes	Ficedula_albicollis	672	672	1
RS1	Aves	Passeriformes	Geospiza_fortis	672	672	1
RS1	Reptilia	Testudines	Gopherus_evgoodei	644	672	0.958333
RS1	Lepidosauria	Squamata	Laticauda_laticaudata	594	672	0.883929
RS1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	594	672	0.883929
RS1	Aves	Galliformes	Meleagris_gallopavo	672	672	1
RS1	Lepidosauria	Squamata	Naja_naja	594	672	0.883929
RS1	Lepidosauria	Squamata	Notechis_scutatus	594	672	0.883929
RS1	Aves	Passeriformes	Parus_major	672	672	1
RS1	Reptilia	Testudines	Pelodiscus_sinensis	643	672	0.956845
RS1	Lepidosauria	Squamata	Podarcis_muralis	646	672	0.96131
RS1	Lepidosauria	Squamata	Podarcis_raffonei	646	672	0.96131
RS1	Lepidosauria	Squamata	Pogona_vitticeps_zw	644	672	0.958333
RS1	Lepidosauria	Squamata	Pogona_vitticeps_zz	670	672	0.997024
RS1	Lepidosauria	Squamata	Pseudonaja_textilis	594	672	0.883929
RS1	Lepidosauria	Squamata	Rhineura_floridana	644	672	0.958333
RS1	Lepidosauria	Squamata	Salvator_merianae	594	672	0.883929
RS1	Aves	Passeriformes	Serinus_canaria	672	672	1
RS1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	646	672	0.96131
RS1	Aves	Psittaciformes	Strigops_habroptila	672	672	1
RS1	Aves	Struthioniformes	Struthio_camelus	522	672	0.776786
RS1	Aves	Passeriformes	Taeniopygia_guttata	672	672	1
RS1	Reptilia	Testudines	Terrapene_carolina	644	672	0.958333
CDKL5	Aves	Anseriformes	Anas_platyrhynchos	3072	3072	1
CDKL5	Lepidosauria	Squamata	Anolis_carolinensis	2867	3072	0.933268
CDKL5	Lepidosauria	Squamata	Anolis_sagrei	2867	3072	0.933268
CDKL5	Aves	Anseriformes	Anser_brachyrhynchus	3072	3072	1
CDKL5	Aves	Accipitriformes	Aquila_chrysaetos	3072	3072	1
CDKL5	Reptilia	Testudines	Chelonoidis_abingdonii	2948	3072	0.959635
CDKL5	Reptilia	Testudines	Chrysemys_picta	3072	3072	1
CDKL5	Aves	Galliformes	Coturnix_japonica	3072	3072	1
CDKL5	Reptilia	Crocodylia	Crocodylus_porosus	3072	3072	1
CDKL5	Lepidosauria	Squamata	Eublepharis_macularius	2970	3072	0.966797
CDKL5	Lepidosauria	Squamata	Euleptes_europaea	2867	3072	0.933268
CDKL5	Aves	Passeriformes	Ficedula_albicollis	3072	3072	1
CDKL5	Aves	Passeriformes	Geospiza_fortis	2872	3072	0.934896
CDKL5	Reptilia	Testudines	Gopherus_evgoodei	3072	3072	1
CDKL5	Lepidosauria	Squamata	Laticauda_laticaudata	2743	3072	0.892904
CDKL5	Actinistia	Coelacanthiformes	Latimeria_chalumnae	2743	3072	0.892904
CDKL5	Aves	Galliformes	Meleagris_gallopavo	3072	3072	1
CDKL5	Lepidosauria	Squamata	Naja_naja	2743	3072	0.892904
CDKL5	Lepidosauria	Squamata	Notechis_scutatus	2743	3072	0.892904
CDKL5	Aves	Passeriformes	Parus_major	3072	3072	1
CDKL5	Reptilia	Testudines	Pelodiscus_sinensis	2948	3072	0.959635
CDKL5	Lepidosauria	Squamata	Podarcis_muralis	2743	3072	0.892904
CDKL5	Lepidosauria	Squamata	Podarcis_raffonei	2867	3072	0.933268
CDKL5	Lepidosauria	Squamata	Pogona_vitticeps_zw	2867	3072	0.933268
CDKL5	Lepidosauria	Squamata	Pogona_vitticeps_zz	2970	3072	0.966797
CDKL5	Lepidosauria	Squamata	Pseudonaja_textilis	2743	3072	0.892904
CDKL5	Lepidosauria	Squamata	Rhineura_floridana	2969	3072	0.966471
CDKL5	Lepidosauria	Squamata	Salvator_merianae	2743	3072	0.892904
CDKL5	Aves	Passeriformes	Serinus_canaria	3072	3072	1
CDKL5	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2845	3072	0.926107
CDKL5	Aves	Psittaciformes	Strigops_habroptila	3072	3072	1
CDKL5	Aves	Struthioniformes	Struthio_camelus	3072	3072	1
CDKL5	Aves	Passeriformes	Taeniopygia_guttata	3072	3072	1
CDKL5	Reptilia	Testudines	Terrapene_carolina	3072	3072	1
LOC112531493	Aves	Anseriformes	Anas_platyrhynchos	357	750	0.476
