Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
LOC121107421	Aves	Anseriformes	Anas_platyrhynchos	0	1146	0
LOC121107421	Lepidosauria	Squamata	Anolis_carolinensis	0	1146	0
LOC121107421	Lepidosauria	Squamata	Anolis_sagrei	0	1146	0
LOC121107421	Aves	Anseriformes	Anser_brachyrhynchus	0	1146	0
LOC121107421	Aves	Accipitriformes	Aquila_chrysaetos	0	1146	0
LOC121107421	Reptilia	Testudines	Chelonoidis_abingdonii	0	1146	0
LOC121107421	Reptilia	Testudines	Chrysemys_picta	0	1146	0
LOC121107421	Aves	Galliformes	Coturnix_japonica	0	1146	0
LOC121107421	Reptilia	Crocodylia	Crocodylus_porosus	0	1146	0
LOC121107421	Lepidosauria	Squamata	Eublepharis_macularius	0	1146	0
LOC121107421	Lepidosauria	Squamata	Euleptes_europaea	0	1146	0
LOC121107421	Aves	Passeriformes	Ficedula_albicollis	0	1146	0
LOC121107421	Aves	Passeriformes	Geospiza_fortis	0	1146	0
LOC121107421	Reptilia	Testudines	Gopherus_evgoodei	0	1146	0
LOC121107421	Lepidosauria	Squamata	Laticauda_laticaudata	0	1146	0
LOC121107421	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	1146	0
LOC121107421	Aves	Galliformes	Meleagris_gallopavo	0	1146	0
LOC121107421	Lepidosauria	Squamata	Naja_naja	0	1146	0
LOC121107421	Lepidosauria	Squamata	Notechis_scutatus	0	1146	0
LOC121107421	Aves	Passeriformes	Parus_major	0	1146	0
LOC121107421	Reptilia	Testudines	Pelodiscus_sinensis	0	1146	0
LOC121107421	Lepidosauria	Squamata	Podarcis_muralis	0	1146	0
LOC121107421	Lepidosauria	Squamata	Podarcis_raffonei	0	1146	0
LOC121107421	Lepidosauria	Squamata	Pogona_vitticeps_zw	0	1146	0
LOC121107421	Lepidosauria	Squamata	Pogona_vitticeps_zz	0	1146	0
LOC121107421	Lepidosauria	Squamata	Pseudonaja_textilis	0	1146	0
LOC121107421	Lepidosauria	Squamata	Rhineura_floridana	0	1146	0
LOC121107421	Lepidosauria	Squamata	Salvator_merianae	0	1146	0
LOC121107421	Aves	Passeriformes	Serinus_canaria	0	1146	0
LOC121107421	Lepidosauria	Sphenodontia	Sphenodon_punctatus	0	1146	0
LOC121107421	Aves	Psittaciformes	Strigops_habroptila	0	1146	0
LOC121107421	Aves	Struthioniformes	Struthio_camelus	0	1146	0
LOC121107421	Aves	Passeriformes	Taeniopygia_guttata	0	1146	0
LOC121107421	Reptilia	Testudines	Terrapene_carolina	0	1146	0
LOC121107420	Aves	Anseriformes	Anas_platyrhynchos	0	1728	0
LOC121107420	Lepidosauria	Squamata	Anolis_carolinensis	0	1728	0
LOC121107420	Lepidosauria	Squamata	Anolis_sagrei	70	1728	0.0405093
LOC121107420	Aves	Anseriformes	Anser_brachyrhynchus	0	1728	0
LOC121107420	Aves	Accipitriformes	Aquila_chrysaetos	0	1728	0
LOC121107420	Reptilia	Testudines	Chelonoidis_abingdonii	0	1728	0
LOC121107420	Reptilia	Testudines	Chrysemys_picta	0	1728	0
