Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
TRBV6-5	Aves	Anseriformes	Anas_platyrhynchos	509	939	0.542066
TRBV6-5	Lepidosauria	Squamata	Anolis_carolinensis	325	939	0.346113
TRBV6-5	Lepidosauria	Squamata	Anolis_sagrei	734	939	0.781683
TRBV6-5	Aves	Anseriformes	Anser_brachyrhynchus	509	939	0.542066
TRBV6-5	Aves	Accipitriformes	Aquila_chrysaetos	336	939	0.357827
TRBV6-5	Reptilia	Testudines	Chelonoidis_abingdonii	500	939	0.532481
TRBV6-5	Reptilia	Testudines	Chrysemys_picta	500	939	0.532481
TRBV6-5	Aves	Galliformes	Coturnix_japonica	509	939	0.542066
TRBV6-5	Reptilia	Crocodylia	Crocodylus_porosus	500	939	0.532481
TRBV6-5	Lepidosauria	Squamata	Eublepharis_macularius	785	939	0.835996
TRBV6-5	Lepidosauria	Squamata	Euleptes_europaea	699	939	0.744409
TRBV6-5	Aves	Passeriformes	Ficedula_albicollis	418	939	0.445154
TRBV6-5	Aves	Passeriformes	Geospiza_fortis	423	939	0.450479
TRBV6-5	Reptilia	Testudines	Gopherus_evgoodei	500	939	0.532481
TRBV6-5	Lepidosauria	Squamata	Laticauda_laticaudata	328	939	0.349308
TRBV6-5	Actinistia	Coelacanthiformes	Latimeria_chalumnae	284	939	0.302449
TRBV6-5	Aves	Galliformes	Meleagris_gallopavo	509	939	0.542066
TRBV6-5	Lepidosauria	Squamata	Naja_naja	328	939	0.349308
TRBV6-5	Lepidosauria	Squamata	Notechis_scutatus	328	939	0.349308
TRBV6-5	Aves	Passeriformes	Parus_major	421	939	0.448349
TRBV6-5	Reptilia	Testudines	Pelodiscus_sinensis	375	939	0.399361
TRBV6-5	Lepidosauria	Squamata	Podarcis_muralis	39	939	0.0415335
TRBV6-5	Lepidosauria	Squamata	Podarcis_raffonei	767	939	0.816826
TRBV6-5	Lepidosauria	Squamata	Pogona_vitticeps_zw	146	939	0.155485
TRBV6-5	Lepidosauria	Squamata	Pogona_vitticeps_zz	431	939	0.458999
TRBV6-5	Lepidosauria	Squamata	Pseudonaja_textilis	328	939	0.349308
TRBV6-5	Lepidosauria	Squamata	Rhineura_floridana	678	939	0.722045
TRBV6-5	Lepidosauria	Squamata	Salvator_merianae	266	939	0.28328
TRBV6-5	Aves	Passeriformes	Serinus_canaria	406	939	0.432375
TRBV6-5	Lepidosauria	Sphenodontia	Sphenodon_punctatus	375	939	0.399361
TRBV6-5	Aves	Psittaciformes	Strigops_habroptila	336	939	0.357827
TRBV6-5	Aves	Struthioniformes	Struthio_camelus	509	939	0.542066
TRBV6-5	Aves	Passeriformes	Taeniopygia_guttata	423	939	0.450479
TRBV6-5	Reptilia	Testudines	Terrapene_carolina	500	939	0.532481
LOC121106429	Aves	Anseriformes	Anas_platyrhynchos	0	744	0
LOC121106429	Lepidosauria	Squamata	Anolis_carolinensis	0	744	0
LOC121106429	Lepidosauria	Squamata	Anolis_sagrei	701	744	0.942204
LOC121106429	Aves	Anseriformes	Anser_brachyrhynchus	43	744	0.0577957
LOC121106429	Aves	Accipitriformes	Aquila_chrysaetos	744	744	1
LOC121106429	Reptilia	Testudines	Chelonoidis_abingdonii	0	744	0
LOC121106429	Reptilia	Testudines	Chrysemys_picta	0	744	0
LOC121106429	Aves	Galliformes	Coturnix_japonica	43	744	0.0577957
LOC121106429	Reptilia	Crocodylia	Crocodylus_porosus	0	744	0
LOC121106429	Lepidosauria	Squamata	Eublepharis_macularius	744	744	1
LOC121106429	Lepidosauria	Squamata	Euleptes_europaea	701	744	0.942204
LOC121106429	Aves	Passeriformes	Ficedula_albicollis	43	744	0.0577957
LOC121106429	Aves	Passeriformes	Geospiza_fortis	43	744	0.0577957
LOC121106429	Reptilia	Testudines	Gopherus_evgoodei	0	744	0
LOC121106429	Lepidosauria	Squamata	Laticauda_laticaudata	0	744	0
LOC121106429	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	744	0
LOC121106429	Aves	Galliformes	Meleagris_gallopavo	43	744	0.0577957
LOC121106429	Lepidosauria	Squamata	Naja_naja	0	744	0
LOC121106429	Lepidosauria	Squamata	Notechis_scutatus	0	744	0
LOC121106429	Aves	Passeriformes	Parus_major	43	744	0.0577957
LOC121106429	Reptilia	Testudines	Pelodiscus_sinensis	0	744	0
LOC121106429	Lepidosauria	Squamata	Podarcis_muralis	0	744	0
LOC121106429	Lepidosauria	Squamata	Podarcis_raffonei	744	744	1
LOC121106429	Lepidosauria	Squamata	Pogona_vitticeps_zw	740	744	0.994624
LOC121106429	Lepidosauria	Squamata	Pogona_vitticeps_zz	740	744	0.994624
LOC121106429	Lepidosauria	Squamata	Pseudonaja_textilis	0	744	0
LOC121106429	Lepidosauria	Squamata	Rhineura_floridana	744	744	1
