Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
RAB5C	Aves	Anseriformes	Anas_platyrhynchos	648	648	1
RAB5C	Lepidosauria	Squamata	Anolis_carolinensis	648	648	1
RAB5C	Lepidosauria	Squamata	Anolis_sagrei	648	648	1
RAB5C	Aves	Anseriformes	Anser_brachyrhynchus	648	648	1
RAB5C	Aves	Accipitriformes	Aquila_chrysaetos	648	648	1
RAB5C	Reptilia	Testudines	Chelonoidis_abingdonii	648	648	1
RAB5C	Reptilia	Testudines	Chrysemys_picta	648	648	1
RAB5C	Aves	Galliformes	Coturnix_japonica	648	648	1
RAB5C	Reptilia	Crocodylia	Crocodylus_porosus	648	648	1
RAB5C	Lepidosauria	Squamata	Eublepharis_macularius	648	648	1
RAB5C	Lepidosauria	Squamata	Euleptes_europaea	648	648	1
RAB5C	Aves	Passeriformes	Ficedula_albicollis	648	648	1
RAB5C	Aves	Passeriformes	Geospiza_fortis	648	648	1
RAB5C	Reptilia	Testudines	Gopherus_evgoodei	648	648	1
RAB5C	Lepidosauria	Squamata	Laticauda_laticaudata	648	648	1
RAB5C	Actinistia	Coelacanthiformes	Latimeria_chalumnae	648	648	1
RAB5C	Aves	Galliformes	Meleagris_gallopavo	648	648	1
RAB5C	Lepidosauria	Squamata	Naja_naja	648	648	1
RAB5C	Lepidosauria	Squamata	Notechis_scutatus	648	648	1
RAB5C	Aves	Passeriformes	Parus_major	648	648	1
RAB5C	Reptilia	Testudines	Pelodiscus_sinensis	648	648	1
RAB5C	Lepidosauria	Squamata	Podarcis_muralis	648	648	1
RAB5C	Lepidosauria	Squamata	Podarcis_raffonei	648	648	1
RAB5C	Lepidosauria	Squamata	Pogona_vitticeps_zw	648	648	1
RAB5C	Lepidosauria	Squamata	Pogona_vitticeps_zz	648	648	1
RAB5C	Lepidosauria	Squamata	Pseudonaja_textilis	648	648	1
RAB5C	Lepidosauria	Squamata	Rhineura_floridana	648	648	1
RAB5C	Lepidosauria	Squamata	Salvator_merianae	648	648	1
RAB5C	Aves	Passeriformes	Serinus_canaria	648	648	1
RAB5C	Lepidosauria	Sphenodontia	Sphenodon_punctatus	648	648	1
RAB5C	Aves	Psittaciformes	Strigops_habroptila	648	648	1
RAB5C	Aves	Struthioniformes	Struthio_camelus	648	648	1
RAB5C	Aves	Passeriformes	Taeniopygia_guttata	648	648	1
RAB5C	Reptilia	Testudines	Terrapene_carolina	648	648	1
KCNH4	Aves	Anseriformes	Anas_platyrhynchos	2145	3138	0.683556
KCNH4	Lepidosauria	Squamata	Anolis_carolinensis	1924	3138	0.613129
KCNH4	Lepidosauria	Squamata	Anolis_sagrei	2367	3138	0.754302
KCNH4	Aves	Anseriformes	Anser_brachyrhynchus	3138	3138	1
KCNH4	Aves	Accipitriformes	Aquila_chrysaetos	3121	3138	0.994583
KCNH4	Reptilia	Testudines	Chelonoidis_abingdonii	2333	3138	0.743467
KCNH4	Reptilia	Testudines	Chrysemys_picta	2279	3138	0.726259
KCNH4	Aves	Galliformes	Coturnix_japonica	3138	3138	1
KCNH4	Reptilia	Crocodylia	Crocodylus_porosus	2291	3138	0.730083
KCNH4	Lepidosauria	Squamata	Eublepharis_macularius	2061	3138	0.656788
KCNH4	Lepidosauria	Squamata	Euleptes_europaea	2113	3138	0.673359
KCNH4	Aves	Passeriformes	Ficedula_albicollis	3020	3138	0.962396
KCNH4	Aves	Passeriformes	Geospiza_fortis	2715	3138	0.865201
KCNH4	Reptilia	Testudines	Gopherus_evgoodei	2288	3138	0.729127
KCNH4	Lepidosauria	Squamata	Laticauda_laticaudata	2045	3138	0.651689
KCNH4	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1922	3138	0.612492
KCNH4	Aves	Galliformes	Meleagris_gallopavo	2317	3138	0.738368
KCNH4	Lepidosauria	Squamata	Naja_naja	1941	3138	0.618547
KCNH4	Lepidosauria	Squamata	Notechis_scutatus	1941	3138	0.618547
KCNH4	Aves	Passeriformes	Parus_major	3138	3138	1
KCNH4	Reptilia	Testudines	Pelodiscus_sinensis	2821	3138	0.89898
KCNH4	Lepidosauria	Squamata	Podarcis_muralis	2069	3138	0.659337
KCNH4	Lepidosauria	Squamata	Podarcis_raffonei	2578	3138	0.821542
KCNH4	Lepidosauria	Squamata	Pogona_vitticeps_zw	2506	3138	0.798598
KCNH4	Lepidosauria	Squamata	Pogona_vitticeps_zz	2358	3138	0.751434
KCNH4	Lepidosauria	Squamata	Pseudonaja_textilis	1941	3138	0.618547
KCNH4	Lepidosauria	Squamata	Rhineura_floridana	2512	3138	0.80051
KCNH4	Lepidosauria	Squamata	Salvator_merianae	1941	3138	0.618547
KCNH4	Aves	Passeriformes	Serinus_canaria	3090	3138	0.984704
KCNH4	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2226	3138	0.709369
KCNH4	Aves	Psittaciformes	Strigops_habroptila	3138	3138	1
KCNH4	Aves	Struthioniformes	Struthio_camelus	2060	3138	0.656469
KCNH4	Aves	Passeriformes	Taeniopygia_guttata	3138	3138	1
KCNH4	Reptilia	Testudines	Terrapene_carolina	2174	3138	0.692798
HCRT	Aves	Anseriformes	Anas_platyrhynchos	444	444	1
HCRT	Lepidosauria	Squamata	Anolis_carolinensis	423	444	0.952703
HCRT	Lepidosauria	Squamata	Anolis_sagrei	423	444	0.952703
HCRT	Aves	Anseriformes	Anser_brachyrhynchus	444	444	1
HCRT	Aves	Accipitriformes	Aquila_chrysaetos	444	444	1
HCRT	Reptilia	Testudines	Chelonoidis_abingdonii	444	444	1
HCRT	Reptilia	Testudines	Chrysemys_picta	444	444	1
HCRT	Aves	Galliformes	Coturnix_japonica	444	444	1
HCRT	Reptilia	Crocodylia	Crocodylus_porosus	444	444	1
