Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
TPTE	Aves	Anseriformes	Anas_platyrhynchos	1671	1671	1
TPTE	Lepidosauria	Squamata	Anolis_carolinensis	1534	1671	0.918013
TPTE	Lepidosauria	Squamata	Anolis_sagrei	1405	1671	0.840814
TPTE	Aves	Anseriformes	Anser_brachyrhynchus	1671	1671	1
TPTE	Aves	Accipitriformes	Aquila_chrysaetos	1671	1671	1
TPTE	Reptilia	Testudines	Chelonoidis_abingdonii	1552	1671	0.928785
TPTE	Reptilia	Testudines	Chrysemys_picta	1552	1671	0.928785
TPTE	Aves	Galliformes	Coturnix_japonica	1671	1671	1
TPTE	Reptilia	Crocodylia	Crocodylus_porosus	1483	1671	0.887493
TPTE	Lepidosauria	Squamata	Eublepharis_macularius	1458	1671	0.872531
TPTE	Lepidosauria	Squamata	Euleptes_europaea	1405	1671	0.840814
TPTE	Aves	Passeriformes	Ficedula_albicollis	1671	1671	1
TPTE	Aves	Passeriformes	Geospiza_fortis	1552	1671	0.928785
TPTE	Reptilia	Testudines	Gopherus_evgoodei	1483	1671	0.887493
TPTE	Lepidosauria	Squamata	Laticauda_laticaudata	1334	1671	0.798324
TPTE	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1340	1671	0.801915
TPTE	Aves	Galliformes	Meleagris_gallopavo	1671	1671	1
TPTE	Lepidosauria	Squamata	Naja_naja	1285	1671	0.769001
TPTE	Lepidosauria	Squamata	Notechis_scutatus	1334	1671	0.798324
TPTE	Aves	Passeriformes	Parus_major	1671	1671	1
TPTE	Reptilia	Testudines	Pelodiscus_sinensis	1552	1671	0.928785
TPTE	Lepidosauria	Squamata	Podarcis_muralis	1405	1671	0.840814
TPTE	Lepidosauria	Squamata	Podarcis_raffonei	1401	1671	0.83842
TPTE	Lepidosauria	Squamata	Pogona_vitticeps_zw	1538	1671	0.920407
TPTE	Lepidosauria	Squamata	Pogona_vitticeps_zz	1530	1671	0.915619
TPTE	Lepidosauria	Squamata	Pseudonaja_textilis	1334	1671	0.798324
TPTE	Lepidosauria	Squamata	Rhineura_floridana	1467	1671	0.877917
TPTE	Lepidosauria	Squamata	Salvator_merianae	1405	1671	0.840814
TPTE	Aves	Passeriformes	Serinus_canaria	1671	1671	1
TPTE	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1552	1671	0.928785
TPTE	Aves	Psittaciformes	Strigops_habroptila	1671	1671	1
TPTE	Aves	Struthioniformes	Struthio_camelus	1552	1671	0.928785
TPTE	Aves	Passeriformes	Taeniopygia_guttata	1671	1671	1
TPTE	Reptilia	Testudines	Terrapene_carolina	1483	1671	0.887493
SLC25A15	Aves	Anseriformes	Anas_platyrhynchos	903	903	1
SLC25A15	Lepidosauria	Squamata	Anolis_carolinensis	848	903	0.939092
SLC25A15	Lepidosauria	Squamata	Anolis_sagrei	902	903	0.998893
SLC25A15	Aves	Anseriformes	Anser_brachyrhynchus	903	903	1
SLC25A15	Aves	Accipitriformes	Aquila_chrysaetos	903	903	1
SLC25A15	Reptilia	Testudines	Chelonoidis_abingdonii	903	903	1
SLC25A15	Reptilia	Testudines	Chrysemys_picta	903	903	1
SLC25A15	Aves	Galliformes	Coturnix_japonica	903	903	1
SLC25A15	Reptilia	Crocodylia	Crocodylus_porosus	903	903	1
SLC25A15	Lepidosauria	Squamata	Eublepharis_macularius	903	903	1
SLC25A15	Lepidosauria	Squamata	Euleptes_europaea	902	903	0.998893
SLC25A15	Aves	Passeriformes	Ficedula_albicollis	903	903	1
SLC25A15	Aves	Passeriformes	Geospiza_fortis	903	903	1
SLC25A15	Reptilia	Testudines	Gopherus_evgoodei	903	903	1
SLC25A15	Lepidosauria	Squamata	Laticauda_laticaudata	897	903	0.993355
SLC25A15	Actinistia	Coelacanthiformes	Latimeria_chalumnae	832	903	0.921373
SLC25A15	Aves	Galliformes	Meleagris_gallopavo	903	903	1
SLC25A15	Lepidosauria	Squamata	Naja_naja	897	903	0.993355
SLC25A15	Lepidosauria	Squamata	Notechis_scutatus	897	903	0.993355
SLC25A15	Aves	Passeriformes	Parus_major	903	903	1
SLC25A15	Reptilia	Testudines	Pelodiscus_sinensis	903	903	1
SLC25A15	Lepidosauria	Squamata	Podarcis_muralis	903	903	1
SLC25A15	Lepidosauria	Squamata	Podarcis_raffonei	903	903	1
SLC25A15	Lepidosauria	Squamata	Pogona_vitticeps_zw	902	903	0.998893
SLC25A15	Lepidosauria	Squamata	Pogona_vitticeps_zz	902	903	0.998893
SLC25A15	Lepidosauria	Squamata	Pseudonaja_textilis	897	903	0.993355
SLC25A15	Lepidosauria	Squamata	Rhineura_floridana	903	903	1
SLC25A15	Lepidosauria	Squamata	Salvator_merianae	896	903	0.992248
SLC25A15	Aves	Passeriformes	Serinus_canaria	903	903	1
SLC25A15	Lepidosauria	Sphenodontia	Sphenodon_punctatus	848	903	0.939092
SLC25A15	Aves	Psittaciformes	Strigops_habroptila	903	903	1
SLC25A15	Aves	Struthioniformes	Struthio_camelus	903	903	1
SLC25A15	Aves	Passeriformes	Taeniopygia_guttata	903	903	1
SLC25A15	Reptilia	Testudines	Terrapene_carolina	903	903	1
MRPS31	Aves	Anseriformes	Anas_platyrhynchos	1269	1278	0.992958
MRPS31	Lepidosauria	Squamata	Anolis_carolinensis	862	1278	0.674491
MRPS31	Lepidosauria	Squamata	Anolis_sagrei	969	1278	0.758216
MRPS31	Aves	Anseriformes	Anser_brachyrhynchus	1278	1278	1
MRPS31	Aves	Accipitriformes	Aquila_chrysaetos	1278	1278	1
MRPS31	Reptilia	Testudines	Chelonoidis_abingdonii	989	1278	0.773865
MRPS31	Reptilia	Testudines	Chrysemys_picta	989	1278	0.773865
MRPS31	Aves	Galliformes	Coturnix_japonica	1278	1278	1
MRPS31	Reptilia	Crocodylia	Crocodylus_porosus	586	1278	0.458529
MRPS31	Lepidosauria	Squamata	Eublepharis_macularius	760	1278	0.594679
MRPS31	Lepidosauria	Squamata	Euleptes_europaea	864	1278	0.676056
MRPS31	Aves	Passeriformes	Ficedula_albicollis	1015	1278	0.79421
MRPS31	Aves	Passeriformes	Geospiza_fortis	1015	1278	0.79421
MRPS31	Reptilia	Testudines	Gopherus_evgoodei	871	1278	0.681534
MRPS31	Lepidosauria	Squamata	Laticauda_laticaudata	353	1278	0.276213
MRPS31	Actinistia	Coelacanthiformes	Latimeria_chalumnae	334	1278	0.261346
MRPS31	Aves	Galliformes	Meleagris_gallopavo	1202	1278	0.940532
MRPS31	Lepidosauria	Squamata	Naja_naja	442	1278	0.345853
MRPS31	Lepidosauria	Squamata	Notechis_scutatus	353	1278	0.276213
MRPS31	Aves	Passeriformes	Parus_major	1015	1278	0.79421
MRPS31	Reptilia	Testudines	Pelodiscus_sinensis	973	1278	0.761346
MRPS31	Lepidosauria	Squamata	Podarcis_muralis	791	1278	0.618936
MRPS31	Lepidosauria	Squamata	Podarcis_raffonei	871	1278	0.681534
MRPS31	Lepidosauria	Squamata	Pogona_vitticeps_zw	499	1278	0.390454
MRPS31	Lepidosauria	Squamata	Pogona_vitticeps_zz	784	1278	0.613459
MRPS31	Lepidosauria	Squamata	Pseudonaja_textilis	353	1278	0.276213
MRPS31	Lepidosauria	Squamata	Rhineura_floridana	1015	1278	0.79421
MRPS31	Lepidosauria	Squamata	Salvator_merianae	990	1278	0.774648
MRPS31	Aves	Passeriformes	Serinus_canaria	1015	1278	0.79421
MRPS31	Lepidosauria	Sphenodontia	Sphenodon_punctatus	839	1278	0.656495
MRPS31	Aves	Psittaciformes	Strigops_habroptila	1198	1278	0.937402
