Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
COL6A2	Aves	Anseriformes	Anas_platyrhynchos	2921	3003	0.972694
COL6A2	Lepidosauria	Squamata	Anolis_carolinensis	2902	3003	0.966367
COL6A2	Lepidosauria	Squamata	Anolis_sagrei	2956	3003	0.984349
COL6A2	Aves	Anseriformes	Anser_brachyrhynchus	3003	3003	1
COL6A2	Aves	Accipitriformes	Aquila_chrysaetos	3003	3003	1
COL6A2	Reptilia	Testudines	Chelonoidis_abingdonii	2953	3003	0.98335
COL6A2	Reptilia	Testudines	Chrysemys_picta	2940	3003	0.979021
COL6A2	Aves	Galliformes	Coturnix_japonica	2986	3003	0.994339
COL6A2	Reptilia	Crocodylia	Crocodylus_porosus	2937	3003	0.978022
COL6A2	Lepidosauria	Squamata	Eublepharis_macularius	3003	3003	1
COL6A2	Lepidosauria	Squamata	Euleptes_europaea	2869	3003	0.955378
COL6A2	Aves	Passeriformes	Ficedula_albicollis	2976	3003	0.991009
COL6A2	Aves	Passeriformes	Geospiza_fortis	3003	3003	1
COL6A2	Reptilia	Testudines	Gopherus_evgoodei	2940	3003	0.979021
COL6A2	Lepidosauria	Squamata	Laticauda_laticaudata	2869	3003	0.955378
COL6A2	Actinistia	Coelacanthiformes	Latimeria_chalumnae	2426	3003	0.807859
COL6A2	Aves	Galliformes	Meleagris_gallopavo	3003	3003	1
COL6A2	Lepidosauria	Squamata	Naja_naja	2834	3003	0.943723
COL6A2	Lepidosauria	Squamata	Notechis_scutatus	2843	3003	0.94672
COL6A2	Aves	Passeriformes	Parus_major	3003	3003	1
COL6A2	Reptilia	Testudines	Pelodiscus_sinensis	2035	3003	0.677656
COL6A2	Lepidosauria	Squamata	Podarcis_muralis	2874	3003	0.957043
COL6A2	Lepidosauria	Squamata	Podarcis_raffonei	2868	3003	0.955045
COL6A2	Lepidosauria	Squamata	Pogona_vitticeps_zw	3003	3003	1
COL6A2	Lepidosauria	Squamata	Pogona_vitticeps_zz	3003	3003	1
COL6A2	Lepidosauria	Squamata	Pseudonaja_textilis	2906	3003	0.967699
COL6A2	Lepidosauria	Squamata	Rhineura_floridana	2940	3003	0.979021
COL6A2	Lepidosauria	Squamata	Salvator_merianae	2928	3003	0.975025
COL6A2	Aves	Passeriformes	Serinus_canaria	3003	3003	1
COL6A2	Lepidosauria	Sphenodontia	Sphenodon_punctatus	2913	3003	0.97003
COL6A2	Aves	Psittaciformes	Strigops_habroptila	3003	3003	1
COL6A2	Aves	Struthioniformes	Struthio_camelus	3003	3003	1
COL6A2	Aves	Passeriformes	Taeniopygia_guttata	3003	3003	1
COL6A2	Reptilia	Testudines	Terrapene_carolina	2940	3003	0.979021
FTCD	Aves	Anseriformes	Anas_platyrhynchos	1431	1623	0.881701
FTCD	Lepidosauria	Squamata	Anolis_carolinensis	1576	1623	0.971041
FTCD	Lepidosauria	Squamata	Anolis_sagrei	1609	1623	0.991374
FTCD	Aves	Anseriformes	Anser_brachyrhynchus	1623	1623	1
FTCD	Aves	Accipitriformes	Aquila_chrysaetos	1623	1623	1
FTCD	Reptilia	Testudines	Chelonoidis_abingdonii	1495	1623	0.921134
FTCD	Reptilia	Testudines	Chrysemys_picta	1495	1623	0.921134
FTCD	Aves	Galliformes	Coturnix_japonica	1623	1623	1
FTCD	Reptilia	Crocodylia	Crocodylus_porosus	1495	1623	0.921134
