Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
C21orf91	Aves	Anseriformes	Anas_platyrhynchos	876	876	1
C21orf91	Lepidosauria	Squamata	Anolis_carolinensis	655	876	0.747717
C21orf91	Lepidosauria	Squamata	Anolis_sagrei	876	876	1
C21orf91	Aves	Anseriformes	Anser_brachyrhynchus	876	876	1
C21orf91	Aves	Accipitriformes	Aquila_chrysaetos	876	876	1
C21orf91	Reptilia	Testudines	Chelonoidis_abingdonii	876	876	1
C21orf91	Reptilia	Testudines	Chrysemys_picta	876	876	1
C21orf91	Aves	Galliformes	Coturnix_japonica	876	876	1
C21orf91	Reptilia	Crocodylia	Crocodylus_porosus	752	876	0.858447
C21orf91	Lepidosauria	Squamata	Eublepharis_macularius	876	876	1
C21orf91	Lepidosauria	Squamata	Euleptes_europaea	876	876	1
C21orf91	Aves	Passeriformes	Ficedula_albicollis	876	876	1
C21orf91	Aves	Passeriformes	Geospiza_fortis	876	876	1
C21orf91	Reptilia	Testudines	Gopherus_evgoodei	876	876	1
C21orf91	Lepidosauria	Squamata	Laticauda_laticaudata	876	876	1
C21orf91	Actinistia	Coelacanthiformes	Latimeria_chalumnae	279	876	0.318493
C21orf91	Aves	Galliformes	Meleagris_gallopavo	876	876	1
C21orf91	Lepidosauria	Squamata	Naja_naja	876	876	1
C21orf91	Lepidosauria	Squamata	Notechis_scutatus	876	876	1
C21orf91	Aves	Passeriformes	Parus_major	876	876	1
C21orf91	Reptilia	Testudines	Pelodiscus_sinensis	876	876	1
C21orf91	Lepidosauria	Squamata	Podarcis_muralis	876	876	1
C21orf91	Lepidosauria	Squamata	Podarcis_raffonei	876	876	1
C21orf91	Lepidosauria	Squamata	Pogona_vitticeps_zw	876	876	1
C21orf91	Lepidosauria	Squamata	Pogona_vitticeps_zz	876	876	1
C21orf91	Lepidosauria	Squamata	Pseudonaja_textilis	876	876	1
C21orf91	Lepidosauria	Squamata	Rhineura_floridana	876	876	1
C21orf91	Lepidosauria	Squamata	Salvator_merianae	876	876	1
C21orf91	Aves	Passeriformes	Serinus_canaria	876	876	1
C21orf91	Lepidosauria	Sphenodontia	Sphenodon_punctatus	876	876	1
C21orf91	Aves	Psittaciformes	Strigops_habroptila	876	876	1
C21orf91	Aves	Struthioniformes	Struthio_camelus	876	876	1
C21orf91	Aves	Passeriformes	Taeniopygia_guttata	876	876	1
