Gene_name	Class	Order	Species_name	Aligned_region	Gene_length	Normalized_value
TRIM25	Aves	Anseriformes	Anas_platyrhynchos	1899	1899	1
TRIM25	Lepidosauria	Squamata	Anolis_carolinensis	1281	1899	0.674566
TRIM25	Lepidosauria	Squamata	Anolis_sagrei	1575	1899	0.829384
TRIM25	Aves	Anseriformes	Anser_brachyrhynchus	1899	1899	1
TRIM25	Aves	Accipitriformes	Aquila_chrysaetos	1899	1899	1
TRIM25	Reptilia	Testudines	Chelonoidis_abingdonii	1638	1899	0.862559
TRIM25	Reptilia	Testudines	Chrysemys_picta	1542	1899	0.812006
TRIM25	Aves	Galliformes	Coturnix_japonica	1899	1899	1
TRIM25	Reptilia	Crocodylia	Crocodylus_porosus	1611	1899	0.848341
TRIM25	Lepidosauria	Squamata	Eublepharis_macularius	1648	1899	0.867825
TRIM25	Lepidosauria	Squamata	Euleptes_europaea	1515	1899	0.797788
TRIM25	Aves	Passeriformes	Ficedula_albicollis	1899	1899	1
TRIM25	Aves	Passeriformes	Geospiza_fortis	1899	1899	1
TRIM25	Reptilia	Testudines	Gopherus_evgoodei	1542	1899	0.812006
TRIM25	Lepidosauria	Squamata	Laticauda_laticaudata	1264	1899	0.665613
TRIM25	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1041	1899	0.548183
TRIM25	Aves	Galliformes	Meleagris_gallopavo	1899	1899	1
TRIM25	Lepidosauria	Squamata	Naja_naja	1107	1899	0.582938
TRIM25	Lepidosauria	Squamata	Notechis_scutatus	1281	1899	0.674566
TRIM25	Aves	Passeriformes	Parus_major	1866	1899	0.982622
TRIM25	Reptilia	Testudines	Pelodiscus_sinensis	1542	1899	0.812006
TRIM25	Lepidosauria	Squamata	Podarcis_muralis	1515	1899	0.797788
TRIM25	Lepidosauria	Squamata	Podarcis_raffonei	1586	1899	0.835176
TRIM25	Lepidosauria	Squamata	Pogona_vitticeps_zw	1575	1899	0.829384
TRIM25	Lepidosauria	Squamata	Pogona_vitticeps_zz	1617	1899	0.851501
TRIM25	Lepidosauria	Squamata	Pseudonaja_textilis	1264	1899	0.665613
TRIM25	Lepidosauria	Squamata	Rhineura_floridana	1442	1899	0.759347
TRIM25	Lepidosauria	Squamata	Salvator_merianae	1414	1899	0.744602
TRIM25	Aves	Passeriformes	Serinus_canaria	1899	1899	1
TRIM25	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1236	1899	0.650869
TRIM25	Aves	Psittaciformes	Strigops_habroptila	1899	1899	1
TRIM25	Aves	Struthioniformes	Struthio_camelus	1896	1899	0.99842
TRIM25	Aves	Passeriformes	Taeniopygia_guttata	1899	1899	1
TRIM25	Reptilia	Testudines	Terrapene_carolina	1542	1899	0.812006
COIL	Aves	Anseriformes	Anas_platyrhynchos	1777	1800	0.987222
COIL	Lepidosauria	Squamata	Anolis_carolinensis	1033	1800	0.573889
COIL	Lepidosauria	Squamata	Anolis_sagrei	1198	1800	0.665556
COIL	Aves	Anseriformes	Anser_brachyrhynchus	1800	1800	1
COIL	Aves	Accipitriformes	Aquila_chrysaetos	1800	1800	1
COIL	Reptilia	Testudines	Chelonoidis_abingdonii	1800	1800	1
COIL	Reptilia	Testudines	Chrysemys_picta	1800	1800	1
COIL	Aves	Galliformes	Coturnix_japonica	1800	1800	1
COIL	Reptilia	Crocodylia	Crocodylus_porosus	1800	1800	1
COIL	Lepidosauria	Squamata	Eublepharis_macularius	1795	1800	0.997222
COIL	Lepidosauria	Squamata	Euleptes_europaea	1664	1800	0.924444
COIL	Aves	Passeriformes	Ficedula_albicollis	1693	1800	0.940556
COIL	Aves	Passeriformes	Geospiza_fortis	1549	1800	0.860556
COIL	Reptilia	Testudines	Gopherus_evgoodei	1800	1800	1
COIL	Lepidosauria	Squamata	Laticauda_laticaudata	1094	1800	0.607778
COIL	Actinistia	Coelacanthiformes	Latimeria_chalumnae	652	1800	0.362222
COIL	Aves	Galliformes	Meleagris_gallopavo	1800	1800	1
COIL	Lepidosauria	Squamata	Naja_naja	1113	1800	0.618333
COIL	Lepidosauria	Squamata	Notechis_scutatus	1113	1800	0.618333
COIL	Aves	Passeriformes	Parus_major	1800	1800	1
COIL	Reptilia	Testudines	Pelodiscus_sinensis	1549	1800	0.860556
COIL	Lepidosauria	Squamata	Podarcis_muralis	1728	1800	0.96
COIL	Lepidosauria	Squamata	Podarcis_raffonei	1634	1800	0.907778
COIL	Lepidosauria	Squamata	Pogona_vitticeps_zw	1732	1800	0.962222
COIL	Lepidosauria	Squamata	Pogona_vitticeps_zz	1732	1800	0.962222
COIL	Lepidosauria	Squamata	Pseudonaja_textilis	1113	1800	0.618333
COIL	Lepidosauria	Squamata	Rhineura_floridana	1617	1800	0.898333
COIL	Lepidosauria	Squamata	Salvator_merianae	1540	1800	0.855556
COIL	Aves	Passeriformes	Serinus_canaria	1549	1800	0.860556
COIL	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1617	1800	0.898333
COIL	Aves	Psittaciformes	Strigops_habroptila	1800	1800	1
COIL	Aves	Struthioniformes	Struthio_camelus	1800	1800	1
COIL	Aves	Passeriformes	Taeniopygia_guttata	1800	1800	1
COIL	Reptilia	Testudines	Terrapene_carolina	1800	1800	1
SCPEP1	Aves	Anseriformes	Anas_platyrhynchos	1338	1338	1
SCPEP1	Lepidosauria	Squamata	Anolis_carolinensis	1199	1338	0.896114
SCPEP1	Lepidosauria	Squamata	Anolis_sagrei	1199	1338	0.896114
SCPEP1	Aves	Anseriformes	Anser_brachyrhynchus	1338	1338	1
SCPEP1	Aves	Accipitriformes	Aquila_chrysaetos	1338	1338	1
SCPEP1	Reptilia	Testudines	Chelonoidis_abingdonii	1281	1338	0.957399
SCPEP1	Reptilia	Testudines	Chrysemys_picta	1281	1338	0.957399
SCPEP1	Aves	Galliformes	Coturnix_japonica	1338	1338	1
SCPEP1	Reptilia	Crocodylia	Crocodylus_porosus	1280	1338	0.956652
SCPEP1	Lepidosauria	Squamata	Eublepharis_macularius	1152	1338	0.860987
SCPEP1	Lepidosauria	Squamata	Euleptes_europaea	1204	1338	0.899851
SCPEP1	Aves	Passeriformes	Ficedula_albicollis	1283	1338	0.958894
SCPEP1	Aves	Passeriformes	Geospiza_fortis	1283	1338	0.958894
SCPEP1	Reptilia	Testudines	Gopherus_evgoodei	1274	1338	0.952167
SCPEP1	Lepidosauria	Squamata	Laticauda_laticaudata	1212	1338	0.90583
SCPEP1	Actinistia	Coelacanthiformes	Latimeria_chalumnae	1237	1338	0.924514
SCPEP1	Aves	Galliformes	Meleagris_gallopavo	1338	1338	1
SCPEP1	Lepidosauria	Squamata	Naja_naja	1207	1338	0.902093
SCPEP1	Lepidosauria	Squamata	Notechis_scutatus	1198	1338	0.895366
SCPEP1	Aves	Passeriformes	Parus_major	1338	1338	1
SCPEP1	Reptilia	Testudines	Pelodiscus_sinensis	1283	1338	0.958894
SCPEP1	Lepidosauria	Squamata	Podarcis_muralis	1198	1338	0.895366
SCPEP1	Lepidosauria	Squamata	Podarcis_raffonei	1198	1338	0.895366
SCPEP1	Lepidosauria	Squamata	Pogona_vitticeps_zw	1166	1338	0.87145
SCPEP1	Lepidosauria	Squamata	Pogona_vitticeps_zz	1216	1338	0.908819
SCPEP1	Lepidosauria	Squamata	Pseudonaja_textilis	1198	1338	0.895366
SCPEP1	Lepidosauria	Squamata	Rhineura_floridana	1204	1338	0.899851
SCPEP1	Lepidosauria	Squamata	Salvator_merianae	1156	1338	0.863976
SCPEP1	Aves	Passeriformes	Serinus_canaria	1283	1338	0.958894
SCPEP1	Lepidosauria	Sphenodontia	Sphenodon_punctatus	1252	1338	0.935725
SCPEP1	Aves	Psittaciformes	Strigops_habroptila	1338	1338	1
SCPEP1	Aves	Struthioniformes	Struthio_camelus	1338	1338	1
SCPEP1	Aves	Passeriformes	Taeniopygia_guttata	1338	1338	1
SCPEP1	Reptilia	Testudines	Terrapene_carolina	1281	1338	0.957399
LOC107052249	Aves	Anseriformes	Anas_platyrhynchos	524	603	0.868988
LOC107052249	Lepidosauria	Squamata	Anolis_carolinensis	0	603	0
LOC107052249	Lepidosauria	Squamata	Anolis_sagrei	0	603	0
LOC107052249	Aves	Anseriformes	Anser_brachyrhynchus	524	603	0.868988
LOC107052249	Aves	Accipitriformes	Aquila_chrysaetos	346	603	0.573798
LOC107052249	Reptilia	Testudines	Chelonoidis_abingdonii	5	603	0.00829187
LOC107052249	Reptilia	Testudines	Chrysemys_picta	603	603	1
LOC107052249	Aves	Galliformes	Coturnix_japonica	0	603	0
LOC107052249	Reptilia	Crocodylia	Crocodylus_porosus	5	603	0.00829187
LOC107052249	Lepidosauria	Squamata	Eublepharis_macularius	0	603	0
LOC107052249	Lepidosauria	Squamata	Euleptes_europaea	5	603	0.00829187
LOC107052249	Aves	Passeriformes	Ficedula_albicollis	339	603	0.562189
LOC107052249	Aves	Passeriformes	Geospiza_fortis	358	603	0.593698
LOC107052249	Reptilia	Testudines	Gopherus_evgoodei	0	603	0
LOC107052249	Lepidosauria	Squamata	Laticauda_laticaudata	0	603	0
LOC107052249	Actinistia	Coelacanthiformes	Latimeria_chalumnae	0	603	0
LOC107052249	Aves	Galliformes	Meleagris_gallopavo	603	603	1
LOC107052249	Lepidosauria	Squamata	Naja_naja	0	603	0
