Acanthochromis_polyacanthus	.956
Acanthopagrus_latus	.685
Accipiter_gentilis	1.398
Acinonyx_jubatus	2.377
Acipenser_ruthenus	1.899
Acomys_russatus	2.301
Agelaius_phoeniceus	1.188
Ahaetulla_prasina	1.772
Ailuropoda_melanoleuca	2.440
Alligator_mississippiensis	2.346
Alosa_alosa	.854
Alosa_sapidissima	.903
Amblyraja_radiata	2.558
Ambystoma_mexicanum	29.117
Amia_calva	.989
Amphiprion_ocellaris	.863
Anabas_testudineus	.555
Anas_acuta	1.189
Anas_platyrhynchos	1.261
Anguilla_anguilla	.979
Anguilla_rostrata	.976
Anolis_carolinensis	1.850
Anolis_sagrei	1.950
Anomalospiza_imberbis	1.198
Anoplopoma_fimbria	.653
Anser_cygnoides	1.215
Antechinus_flavipes	3.192
Antennarius_striatus	.548
Aphelocoma_coerulescens	1.330
Apodemus_sylvaticus	2.889
Apteryx_mantelli	1.504
Apus_apus	1.100
Aquila_chrysaetos	1.233
Archocentrus_centrarchus	.932
Arvicanthis_niloticus	2.496
Arvicola_amphibius	2.297
Astatotilapia_calliptera	.880
Astyanax_mexicanus	1.373
Aythya_fuligula	1.127
Balaenoptera_acutorostrata	2.772
Balaenoptera_musculus	2.374
Betta_splendens	.427
Bombina_bombina	10.019
Bos_indicus	2.663
Bos_indicus	2.680
Bos_mutus	2.626
Bos_taurus	2.770
Brachionichthys_hirsutus	.406
Brienomyrus_brachyistius	.988
Bubalus_bubalis	2622460639
2.612
Budorcas_taxicolor	2.851
Bufo_bufo	5.044
Bufo_gargarizans	4.545
Callithrix_jacchus	2.874
Caloenas_nicobarica	1.285
Calypte_anna	1.059
Camarhynchus_parvulus	1.051
Camelus_dromedarius	2.306
Camelus_ferus	2.087
Candoia_aspera	1.530
Canis_lupus	2.481
Canis_lupus	2.349
Capra_hircus	2.922
Capricornis_sumatraensis	2.828
Carassius_auratus	1.820
Carassius_carassius	1.684
Carassius_gibelio	1.583
Carcharodon_carcharias	4.286
Caretta_caretta	2.133
Catharus_ustulatus	1.131
Centropristis_striata	.926
Cervus_canadensis	2.526
Cervus_elaphus	2.886
Chaetodon_trifascialis	.662
Channa_argus	.675
Chanodichthys_erythropterus	1.085
Chanos_chanos	.656
Cheilinus_undulatus	1.173
Chelmon_rostratus	.644
Chelonia_mydas	2.134
Chiloscyllium_plagiosum	3.556
Chionomys_nivalis	2.393
Chiroxiphia_lanceolata	1.089
Choloepus_didactylus	3.214
Chroicocephalus_ridibundus	1.417
Chrysemys_picta	2.372
Cinclus_cinclus	1.170
Clarias_gariepinus	.969
Clupea_harengus	.786
Colius_striatus	1.212
Cololabis_saira	1.146
Columba_livia	1.325
Conger_conger	1.136
Coregonus_clupeaformis	2.753
Corvus_cornix	1.030
Corvus_hawaiiensis	1.151
Corvus_moneduloides	1.112
Corythoichthys_intestinalis	1.326
Cottoperca_gobio	.609
Coturnix_japonica	.927
Cricetulus_griseus	2.366
Ctenopharyngodon_idella	.893
Cuculus_canorus	1.180
Cyclopterus_lumpus	.572
Cygnus_atratus	1.124
Cygnus_olor	1.134
Cynocephalus_volans	2.814
Cynoglossus_semilaevis	.470
Cyprinus_carpio	1.680
Dama_dama	3.104
Danio_aesculapii	1.381
Danio_rerio	1.679
Dasypus_novemcinctus	3.610
Delphinus_delphis	2.663
Dendropsophus_ebraccatus	2.214
Denticeps_clupeoides	.567
Dermochelys_coriacea	2.164
Desmodus_rotundus	2.119
Diceros_bicornis	3.005
Doryrhamphus_excisus	.519
Dromaius_novaehollandiae	1.468
Dromiciops_gliroides	3.303
Dryobates_pubescens	1.187
Dunckerocampus_dactyliophorus	.670
Echeneis_naucrates	.544
Electrophorus_electricus	.589
Eleginops_maclovinus	.606
Elephas_maximus	3.401
Eleutherodactylus_coqui	3.371
Elgaria_multicarinata	1.790
Emys_orbicularis	2.309
Engraulis_encrasicolus	1.435
Enoplosus_armatus	.579
Entelurus_aequoreus	1.892
Epinephelus_fuscoguttatus	1.047
Epinephelus_lanceolatus	1.087
Eptesicus_fuscus	2.008
Equus_asinus	2.797
Equus_caballus	2.769
Equus_przewalskii	2.499
Equus_quagga	2.500
Erinaceus_europaeus	2.720
Erpetoichthys_calabaricus	3.613
Erythrolamprus_reginae	1.964
Eschrichtius_robustus	2.982
Esox_lucius	.918
Etheostoma_cragini	.643
Etheostoma_spectabile	.854
Eubalaena_glacialis	2.843
Eublepharis_macularius	2.237
Eulemur_rufifrons	2.415
Euleptes_europaea	1.781
Falco_biarmicus	1.285
Falco_cherrug	1.309
Falco_naumanni	1.215
Falco_peregrinus	1.311
Falco_rusticolus	1.195
Felis_catus	2426387554
2.425
Ficedula_albicollis	1.118
Fundulus_heteroclitus	1.203
Gadus_chalcogrammus	.629
Gadus_macrocephalus	.555
Gadus_morhua	.669
Gallus_gallus	1.053
Gambusia_affinis	.680
Gasterosteus_aculeatus	.471
Gavia_stellata	1.321
Geotrypetes_seraphini	3.779
Girardinichthys_multiradiatus	1.150
Globicephala_melas	2.651
Gopherus_flavomarginatus	2.460
Gorilla_gorilla	3.545
Gouania_willdenowi	.937
Gracilinanus_agilis	3.701
Grus_americana	1.257
Gymnogyps_californianus	1.240
Haemorhous_mexicanus	1.148
Haliaeetus_albicilla	1.320
Heliangelus_exortis	1.049
Hemibagrus_wyckioides	.789
Hemicordylus_capensis	2.294
Heterodontus_francisci	6.013
Heteronotia_binoei	2.633
Hippocampus_zosterae	.544
Hippoglossus_hippoglossus	.596
Hippoglossus_stenolepis	.602
Hippopotamus_amphibius	2.538
Hirundo_rustica	1.105
Homo_sapiens	3.298
Hoplias_malabaricus	1.186
Hyla_sarda	4.142
Hyperolius_riggenbachi	4.915
Hypomesus_transpacificus	.437
Ictalurus_furcatus	.825
Ictalurus_punctatus	.842
Ictidomys_tridecemlineatus	2.478
Indicator_indicator	1.147
Jaculus_jaculus	2.863
Kogia_breviceps	2.555
Kryptolebias_marmoratus	.680
Labeo_rohita	1.126
Labrus_bergylta	.720
Labrus_mixtus	.740
