NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
100345523	Oryctolagus cuniculus	EPHA5	XM_008267805.4	8372	XP_008266027.3	1039
100345523	Oryctolagus cuniculus	EPHA5	XM_008267806.4	8306	XP_008266028.3	1017
100345523	Oryctolagus cuniculus	EPHA5	XM_017347528.3	8369	XP_017203017.3	1038
100345523	Oryctolagus cuniculus	EPHA5	XM_017347529.3	8303	XP_017203018.3	1016
100345523	Oryctolagus cuniculus	EPHA5	XM_008267807.4	8036	XP_008266029.2	927
100345523	Oryctolagus cuniculus	EPHA5	XM_051819768.2	7970	XP_051675728.1	905
100345523	Oryctolagus cuniculus	EPHA5	XM_008267808.4	7880	XP_008266030.2	875
100345523	Oryctolagus cuniculus	EPHA5	XM_051819769.2	7814	XP_051675729.1	853
100345523	Oryctolagus cuniculus	EPHA5	XM_017347531.3	7811	XP_017203020.2	852
100345523	Oryctolagus cuniculus	EPHA5	XM_017347530.3	4073	XP_017203019.2	892
100345523	Oryctolagus cuniculus	EPHA5	XM_051819771.2	7238	XP_051675731.2	469
100345523	Oryctolagus cuniculus	EPHA5	XM_051819770.2	18071	XP_051675730.2	484
100345523	Oryctolagus cuniculus	EPHA5	XM_070047227.1	8385	XP_069903328.1	969
100547106	Meleagris gallopavo	EPHA5	XM_019614695.2	5556	XP_019470240.1	805
100547106	Meleagris gallopavo	EPHA5	XM_010709893.3	5712	XP_010708195.1	857
100547106	Meleagris gallopavo	EPHA5	XM_031553074.1	5979	XP_031408934.1	946
100547106	Meleagris gallopavo	EPHA5	XM_019614692.2	6045	XP_019470237.1	968
100547106	Meleagris gallopavo	EPHA5	XM_019614693.2	5982	XP_019470238.1	947
100547106	Meleagris gallopavo	EPHA5	XM_019614691.2	6048	XP_019470236.1	969
100547106	Meleagris gallopavo	EPHA5	XM_019614694.2	6036	XP_019470239.1	934
100547106	Meleagris gallopavo	EPHA5	XM_010709892.3	3014	XP_010708194.1	956
100547106	Meleagris gallopavo	EPHA5	XM_010709891.3	3017	XP_010708193.1	957
102258026	Myotis brandtii	EPHA5	XM_014541800.1	2692	XP_014397286.1	805
102258026	Myotis brandtii	EPHA5	XM_014541799.1	2848	XP_014397285.1	857
102258026	Myotis brandtii	EPHA5	XM_014541798.1	3115	XP_014397284.1	946
102258026	Myotis brandtii	EPHA5	XM_014541796.1	3181	XP_014397282.1	968
102258026	Myotis brandtii	EPHA5	XM_014541797.1	3118	XP_014397283.1	947
102258026	Myotis brandtii	EPHA5	XM_014541795.1	3184	XP_014397281.1	969
103005058	Balaenoptera acutorostrata	EPHA5	XR_009008431.1	2416		
103005058	Balaenoptera acutorostrata	EPHA5	XR_009008432.1	2252		
103005058	Balaenoptera acutorostrata	EPHA5	XM_007193544.2	4033	XP_007193606.1	1037
103005058	Balaenoptera acutorostrata	EPHA5	XM_057547286.1	3967	XP_057403269.1	1015
103005058	Balaenoptera acutorostrata	EPHA5	XM_057547285.1	4030	XP_057403268.1	1036
103005058	Balaenoptera acutorostrata	EPHA5	XM_057547287.1	3964	XP_057403270.1	1014
103005058	Balaenoptera acutorostrata	EPHA5	XM_057547288.1	3541	XP_057403271.1	873
103005058	Balaenoptera acutorostrata	EPHA5	XM_057547289.1	2224	XP_057403272.1	467
103734360	Nannospalax galili	Epha5	XM_008833254.2	4926	XP_008831476.1	1039
103734360	Nannospalax galili	Epha5	XM_008833253.3	4928	XP_008831475.1	1040
103734360	Nannospalax galili	Epha5	XM_008833256.2	4862	XP_008831478.1	1018
103734360	Nannospalax galili	Epha5	XM_008833257.3	4859	XP_008831479.1	1017
103734360	Nannospalax galili	Epha5	XM_008833259.2	4055	XP_008831481.1	893
103734360	Nannospalax galili	Epha5	XM_008833258.2	4117	XP_008831480.1	928
103734360	Nannospalax galili	Epha5	XM_008833260.2	3961	XP_008831482.1	876
103734360	Nannospalax galili	Epha5	XM_008833261.3	3831	XP_008831483.1	819
105102344	Camelus dromedarius	EPHA5	XM_031469750.2	4652	XP_031325610.1	874
105102344	Camelus dromedarius	EPHA5	XM_031469727.2	5141	XP_031325587.1	1038
105102344	Camelus dromedarius	EPHA5	XM_031469736.2	5073	XP_031325596.1	1016
105102344	Camelus dromedarius	EPHA5	XM_064484989.1	3767	XP_064341059.1	818
105102344	Camelus dromedarius	EPHA5	XM_064484988.1	2943	XP_064341058.1	486
108789819	Nanorana parkeri	EPHA5	XM_018559918.1	2281	XP_018415420.1	735
118542881	Halichoerus grypus	EPHA5	XM_036103434.1	9106	XP_035959327.1	687
118542881	Halichoerus grypus	EPHA5	XM_036103435.1	1867	XP_035959328.1	575
118591992	Onychomys torridus	Epha5	XM_036200459.1	5762	XP_036056352.1	1059
118591992	Onychomys torridus	Epha5	XM_036200461.1	5696	XP_036056354.1	1037
